"rlat","rlon","loc","scale","shape"
-1.2,-1.94,0.00416873922294814,0.00207252344170448,0.150954183385803
-1.2,-1.92,0.00435207580643585,0.00219676339713001,-0.0416644368384398
-1.2,-1.9,0.00354517917638288,0.00205115332638894,0.179413343382326
-1.2,-1.88,0.00217189366061173,0.00133769166285216,0.530174491354728
-1.2,-1.86,0.00218750624382406,0.00106547915486301,0.622495929949163
-1.2,-1.84,0.00255597419678717,0.00142037790015744,0.429146205090805
-1.2,-1.82,0.00265814435944734,0.00162247551826072,0.33085757184774
-1.2,-1.8,0.00235387566522028,0.00128339276960572,0.567306194778318
-1.2,-1.78,0.00292860607437648,0.00154092645833882,0.224348078599326
-1.2,-1.76,0.0030667050364805,0.00170263347847152,0.181727538830107
-1.2,-1.74,0.00287954885930021,0.00161316976140857,0.239449073994646
-1.2,-1.72,0.00268355481997902,0.00169644086593793,0.369055994994476
-1.2,-1.7,0.00252232489711311,0.00176156465682705,0.36957208803616
-1.2,-1.68,0.00309368736121019,0.00199030886569551,0.472494358443952
-1.2,-1.66,0.00365166802540551,0.00234259964727291,0.234537674633989
-1.2,-1.64,0.00444690177079329,0.00281071746391472,0.0147210561681695
-1.2,-1.62,0.0048144247809382,0.00297071327875003,-0.0705730813552326
-1.2,-1.6,0.00534758117114693,0.00318645837469685,-0.0801963072441929
-1.2,-1.58,0.00528956637688428,0.00300868649947578,0.338911916948145
-1.2,-1.56,0.0050453457628039,0.0024667136003803,0.436795038464211
-1.2,-1.54,0.00546449992628366,0.00259810351800231,0.249387660193193
-1.2,-1.52,0.00580008838900639,0.00311108325815325,-0.0585075885545646
-1.2,-1.5,0.00662354494559237,0.00331567421588942,0.0913296449832597
-1.2,-1.48,0.00741812575857929,0.00329007819459718,0.0646484407686872
-1.2,-1.46,0.00691397204976149,0.00371437235761391,0.209854844111145
-1.2,-1.44,0.00640580276980718,0.00356525055413394,-0.0123046202100799
-1.2,-1.42,0.0063230830560327,0.0028057223050947,0.0562397217608491
-1.2,-1.4,0.00649816706926013,0.00348194661199425,0.0853852211080826
-1.2,-1.38,0.00647156174932215,0.00345948591741193,-0.166288296579211
-1.2,-1.36,0.00649870517642384,0.00406660725448107,-0.039338808783802
-1.2,-1.34,0.00675058634892515,0.00422823187345331,-0.0874100945023942
-1.2,-1.32,0.00578356893632854,0.00340939310674695,-0.130746532437036
-1.2,-1.3,0.00599388882289834,0.00314761973748744,0.160808416842012
-1.2,-1.28,0.00677903099644628,0.00248400012355264,0.371891774284188
-1.2,-1.26,0.00667791290652843,0.00329024519571903,0.18248433471479
-1.2,-1.24,0.00656318291894034,0.00380813876064163,0.308758962320436
-1.2,-1.22,0.00621712116463726,0.00345904007200831,0.230636021860779
-1.2,-1.2,0.00665594344739677,0.00406245773584348,-0.0147968304249754
-1.2,-1.18,0.00624391948173764,0.00392089606087229,0.0400562487802571
-1.2,-1.16,0.00626772357108622,0.0043090940674219,-0.0122261294172615
-1.2,-1.14,0.00588710080472812,0.00388005741891487,0.0756726283318111
-1.2,-1.12,0.00618950537935521,0.0043262946300923,-0.0440777921932756
-1.2,-1.1,0.00549234366815662,0.00423001829063082,-0.159099073368038
-1.2,-1.08,0.00548337864992589,0.00421882007389081,0.0164106008018939
-1.2,-1.06,0.00576977631543098,0.00440934865759612,-0.0188679116564751
-1.2,-1.04,0.0056640135305404,0.0042472163836892,0.0939396713652305
-1.2,-1.02,0.00607692972480211,0.00456409870339968,0.0693493425833703
-1.2,-1,0.00492663831907234,0.00426683762566647,0.337988391952923
-1.2,-0.98,0.00517697718505478,0.00457519859057298,0.239379388053207
-1.2,-0.96,0.00535980981385752,0.00477244172454661,0.270285273688836
-1.2,-0.94,0.00576758001285607,0.00536736413173531,0.357789313577791
-1.2,-0.92,0.00491096255328172,0.00489275637274528,0.430570086344503
-1.2,-0.9,0.00489196305140483,0.00388486419093411,0.353798483317129
-1.2,-0.88,0.00492077602715564,0.00359758460649387,0.121562549950092
-1.2,-0.86,0.00458977789219873,0.00368984393709351,0.258959330862067
-1.2,-0.84,0.0048682345137384,0.00401476549317874,0.342114294588686
-1.2,-0.82,0.00361569453718083,0.00363043664823575,0.577423781453275
-1.2,-0.8,0.00422242651440603,0.0035672997546758,0.29615723734024
-1.2,-0.78,0.00444846678026047,0.00365768376010563,0.0833056235769186
-1.2,-0.76,0.00405459008520829,0.00337428313413758,0.333474058069371
-1.2,-0.74,0.00531242102794678,0.0044002528763106,0.171367450794233
-1.2,-0.72,0.00501580538221778,0.00388925193845435,0.122874987723518
-1.2,-0.7,0.00646442346069664,0.00515912853665113,-0.0354372384629075
-1.2,-0.68,0.00632936360841751,0.00516717677348465,0.233335433586848
-1.2,-0.66,0.00618510325511401,0.00459209739207728,0.24261970665978
-1.2,-0.64,0.0075967476303461,0.00491424477308029,-0.0232872906502598
-1.2,-0.62,0.00843692576961695,0.00502528918309991,0.136696062479968
-1.2,-0.6,0.00676633496704061,0.0037458585394742,0.161421879901197
-1.2,-0.58,0.00485442830462052,0.00294776330443845,0.341569110007557
-1.2,-0.56,0.00469925101240448,0.00320350228076915,-0.0466502834186801
-1.2,-0.54,0.00451014881699569,0.00338993051486351,-0.0418458740077816
-1.2,-0.52,0.00411825750075529,0.00325466129596903,0.058112192677281
-1.2,-0.5,0.00376414021671943,0.00293122953677149,0.305729400600093
-1.2,-0.48,0.00362462014053657,0.00299924811454349,0.28160746685781
-1.2,-0.46,0.00461329739315832,0.00403835383191519,0.173772393451452
-1.2,-0.44,0.00433382807397179,0.00364757365205592,0.242363050279005
-1.2,-0.42,0.00480964377517904,0.00354820189112016,-0.0361524341599901
-1.2,-0.4,0.00521364096091048,0.00355254941129418,-0.0227118981396564
-1.2,-0.38,0.00448126266877569,0.00316935553117744,0.353657653569141
-1.2,-0.36,0.00542226238376074,0.00357183376227077,0.149803547426384
-1.2,-0.34,0.00675124704270681,0.00432121145665385,-0.0925991643398925
-1.2,-0.32,0.00701159135565138,0.00389631072049735,-0.143939419937249
-1.2,-0.3,0.00661457586410952,0.00370211317167762,-0.116722552605733
-1.2,-0.28,0.00647137919354661,0.00331831989677588,-0.111985097229833
-1.2,-0.26,0.00572661001679693,0.00365630652950688,0.133905440238108
-1.2,-0.24,0.00625394257766546,0.00465952477295013,0.051621507968064
-1.2,-0.22,0.00702216193004899,0.00488324827552832,-0.21489202477852
-1.2,-0.2,0.00641329473075749,0.00375409602570945,0.0473005736141832
-1.2,-0.18,0.00702601140131372,0.00420742718875321,-0.0382772498039344
-1.2,-0.16,0.00593409392695981,0.00355190460793588,0.0918165987663006
-1.2,-0.14,0.00647508955686527,0.00359819618414883,-0.242694401960753
-1.2,-0.12,0.00612107042360328,0.00393293697249225,-0.0997603997297996
-1.2,-0.1,0.0066382753624847,0.00452516741774994,-0.0810945502362997
-1.2,-0.08,0.00733568925247201,0.00527850949924527,-0.138736215464918
-1.2,-0.06,0.00682658559833181,0.00507102752455846,-0.134865466560119
-1.2,-0.04,0.00582875002737116,0.00458385315687072,0.153358298595497
-1.2,-0.02,0.00541098115608681,0.00413484247534866,0.0934656156318157
-1.2,0,0.00474606282510116,0.00307508189459226,0.069757567817822
-1.2,0.02,0.0041732518565553,0.00266681825306743,0.170261042915449
-1.18,-2.84,0.00413533984386375,0.00302854482107599,0.12884582641681
-1.18,-2.82,0.00458096430144177,0.00311819948806444,0.00404694950095025
-1.18,-2.8,0.00391596483959463,0.00263385850950564,0.233981237098287
-1.18,-2.78,0.0035584400017833,0.0020360427711316,0.288054620344665
-1.18,-2.76,0.00402952081705141,0.00265250843983462,0.287792640642732
-1.18,-2.74,0.00405886727906835,0.00228824180243171,0.254008519134657
-1.18,-2.72,0.00393093533078984,0.00212243312621391,0.309480134447322
-1.18,-2.7,0.00491983522018992,0.00327814353077701,-0.108970638236164
-1.18,-2.68,0.00499301860614464,0.00330168569099937,0.174779552966771
-1.18,-2.66,0.00547285595692404,0.00300198244523336,0.29090019546279
-1.18,-2.64,0.0054562240066408,0.00337437110096638,0.0579221930957039
-1.18,-2.62,0.00488464050984731,0.00343881882714501,0.0600533529176673
-1.18,-2.6,0.00410199120361386,0.00327459048234303,0.265001018137359
-1.18,-2.58,0.00411790079965996,0.00299729386199971,0.212419285030888
-1.18,-2.56,0.0043762200044768,0.00288010939008024,0.168408317764616
-1.18,-2.54,0.00487974573631094,0.00315965314465637,0.0581319630270854
-1.18,-2.52,0.00480030490771294,0.00319058740325492,-0.028364783690976
-1.18,-2.5,0.00437696087625448,0.00327111769069114,0.156111589671193
-1.18,-2.48,0.00502547382557469,0.00342276992235572,-0.00697950766380662
-1.18,-2.46,0.00568219194923898,0.0030652286013579,-0.137427098680365
-1.18,-2.44,0.00486911847047182,0.00176107874706995,0.540736027006073
-1.18,-2.42,0.00482798109783696,0.00208943438414961,0.160328680884603
-1.18,-2.4,0.00491750479033918,0.00237080953956993,-0.0415255855927678
-1.18,-2.38,0.0047587883756583,0.00298731250366004,-0.153112971417424
-1.18,-2.36,0.00539682246362954,0.00304862728144029,-0.252242984171796
-1.18,-2.34,0.00472262003417582,0.00238950751953252,0.176144060983128
-1.18,-2.32,0.00520197406669523,0.00221007379520498,0.0260279680888357
-1.18,-2.3,0.0054636474587661,0.00260155032400401,0.115471434504722
-1.18,-2.28,0.00585954203419452,0.00267690946315051,0.103021699645611
-1.18,-2.26,0.00567632980968703,0.00291177581291795,0.0996393558338345
-1.18,-2.24,0.00518971366215981,0.00242424836190149,0.101961233480826
-1.18,-2.22,0.00508401002849204,0.00210158063890989,-0.0294278215447624
-1.18,-2.2,0.00480050558600152,0.00260118159463444,0.267949567942553
-1.18,-2.18,0.0046847776097213,0.00263862923353126,0.271925538478495
-1.18,-2.16,0.00421447025707317,0.0022319259098211,0.255288004714861
-1.18,-2.14,0.00437594815716332,0.00266846514751369,0.134733397706925
-1.18,-2.12,0.00383899801124999,0.00283297109201961,0.302995914779552
-1.18,-2.1,0.0027756268108017,0.00178484755668341,0.504578331188795
-1.18,-2.08,0.00293186920803376,0.00177199876165325,0.514667791942825
-1.18,-2.06,0.00352190017965238,0.00202523096030249,0.321488273032511
-1.18,-2.04,0.0035428889095532,0.001938529483761,0.345851090363838
-1.18,-2.02,0.00374779815111257,0.00225007396963378,0.176018321914186
-1.18,-2,0.0040116169265062,0.00233995512408872,-0.1238929526184
-1.18,-1.98,0.00423356044723257,0.00223775201402826,-0.0829846276918629
-1.18,-1.96,0.00430584157053398,0.00235913983219882,-0.0267712012699491
-1.18,-1.94,0.00437864593706892,0.00228518140539673,-0.142112906461299
-1.18,-1.92,0.00350799486879444,0.00180668349585365,0.0920062364737417
-1.18,-1.9,0.00301903533214716,0.00149616064613284,0.126445289075429
-1.18,-1.88,0.00242450184488041,0.00149205922907704,0.372436912810445
-1.18,-1.86,0.00243741709850262,0.00123102839369911,0.559834302313241
-1.18,-1.84,0.00285012187569511,0.00152826998884007,0.739723221104673
-1.18,-1.82,0.00338389910674655,0.0016268088546055,0.351743785579849
-1.18,-1.8,0.00312001604326403,0.0018095448211143,0.338904982204508
-1.18,-1.78,0.00288494417732216,0.00141456570351868,0.597376953029664
-1.18,-1.76,0.00324415980167054,0.001429070455308,0.333722481747455
-1.18,-1.74,0.00322716001267104,0.0016858334333568,0.328941599157041
-1.18,-1.72,0.00345533144232502,0.00204466398391473,0.309513079477234
-1.18,-1.7,0.00281177437132537,0.00167694405929531,0.337985780312831
-1.18,-1.68,0.00305681459799624,0.00202474083955463,0.408062544831541
-1.18,-1.66,0.00405368519406346,0.00243360524627152,0.260715859834498
-1.18,-1.64,0.00428170184201686,0.00237690465645131,0.172302198930702
-1.18,-1.62,0.0041457698631587,0.00248111023617648,0.147505168260752
-1.18,-1.6,0.00466655224608639,0.00307361936467326,0.230557867862416
-1.18,-1.58,0.00490877645846497,0.00265186333070483,0.423228762448368
-1.18,-1.56,0.00429353915934948,0.00252296887890175,0.616121042973655
-1.18,-1.54,0.00428995962492861,0.002410207010672,0.631832419653712
-1.18,-1.52,0.00487457610428819,0.00298519841104386,0.250712300302569
-1.18,-1.5,0.00545292264120282,0.00313717685989264,0.134905095050315
-1.18,-1.48,0.00619212235081717,0.00313621235815069,0.149074779474306
-1.18,-1.46,0.00608398531312706,0.00312082397801592,0.0697434715627464
-1.18,-1.44,0.00697527267429494,0.0036048342306064,0.0491864050199368
-1.18,-1.42,0.00675975699151407,0.00320523985054786,-0.0465741563494918
-1.18,-1.4,0.00638177397112657,0.00312411282781006,-0.106474852807568
-1.18,-1.38,0.00592103151079501,0.0031794041578688,0.230684689801766
-1.18,-1.36,0.00678486469469969,0.00325884697045218,0.195313063737968
-1.18,-1.34,0.00650768785331436,0.00356989240403529,-0.0605162260053234
-1.18,-1.32,0.00554251247495965,0.00331658020777195,-0.119320211986173
-1.18,-1.3,0.00557273770929132,0.0025030652707473,0.223322011665213
-1.18,-1.28,0.00649263318098285,0.00340583094418825,0.0938356726656261
-1.18,-1.26,0.00713203396788891,0.00355237717063814,0.0565670613942841
-1.18,-1.24,0.00662186749456714,0.00387501777147496,0.10157106147409
-1.18,-1.22,0.006203312191957,0.0033020802472652,0.289883001320162
-1.18,-1.2,0.00621185728760032,0.00359087562304486,0.163407183361093
-1.18,-1.18,0.00736844373720025,0.00401339697971351,-0.215459787482062
-1.18,-1.16,0.00671355444896944,0.00379178619903649,-0.0488573694666117
-1.18,-1.14,0.00576660848407468,0.00415593920889168,0.219891509769909
-1.18,-1.12,0.00629876959989838,0.003890170188904,0.143114606032556
-1.18,-1.1,0.00660576926449352,0.00400565138319731,-0.179920601138425
-1.18,-1.08,0.00597917966706263,0.00485243828705176,0.0257305374693374
-1.18,-1.06,0.00639847168069152,0.00475075643921971,-0.00316266532652866
-1.18,-1.04,0.00719710046789028,0.00501802709853469,-0.148361958795182
-1.18,-1.02,0.0072606369750567,0.00515770248682063,-0.068558944556488
-1.18,-1,0.00690943163840956,0.00527727362513782,0.0443683107420112
-1.18,-0.98,0.00624215564682754,0.0051077885340582,-0.0459495066633777
-1.18,-0.96,0.00589612482212678,0.0046697003525359,0.152141902076377
-1.18,-0.94,0.00514706777726389,0.0046573470848295,0.500541574700514
-1.18,-0.92,0.00489329243603843,0.00410223715859907,0.310212014255625
-1.18,-0.9,0.00507163967031096,0.00385667412618651,0.274572785878297
-1.18,-0.88,0.00547494573254987,0.00386763484568475,0.0579742064886475
-1.18,-0.86,0.00509738164033958,0.0043899003553019,0.118239003907658
-1.18,-0.84,0.0050630148722307,0.00460481503055723,0.274276649462254
-1.18,-0.82,0.00463982207455133,0.00426628737120432,0.16487794431069
-1.18,-0.8,0.00436872439623159,0.00365647392195884,0.165346500779215
-1.18,-0.78,0.00374181663586844,0.00317647798028568,0.193173580746876
-1.18,-0.76,0.0041913326331177,0.003505928187642,0.169299275755794
-1.18,-0.74,0.00507020200645223,0.00393551034793549,0.181721093552886
-1.18,-0.72,0.00458287645489704,0.00384517996368286,0.208933484119207
-1.18,-0.7,0.00582537304517063,0.00482472604494066,0.128091922743064
-1.18,-0.68,0.00592849730370574,0.00464384284611087,0.0662109925827504
-1.18,-0.66,0.00605078146598015,0.0043191454754854,0.0216524621503495
-1.18,-0.64,0.00655396551401317,0.00421502947293862,-0.143117491945615
-1.18,-0.62,0.00725693944227879,0.00456367699855676,0.00355199462101954
-1.18,-0.6,0.00682690223441181,0.00457036704453334,0.136894753082703
-1.18,-0.58,0.00503657941614664,0.00378731966168523,0.364337905907787
-1.18,-0.56,0.00514903705725065,0.00399709822546212,-0.0172628934678532
-1.18,-0.54,0.00467394610232893,0.00369788642479415,0.0089959979459297
-1.18,-0.52,0.00406182526714364,0.00308654542423787,0.212028228212962
-1.18,-0.5,0.0037861190984395,0.00305779488828719,0.334808494497724
-1.18,-0.48,0.00369758390041323,0.00293203813333169,0.41047402272958
-1.18,-0.46,0.00378786250544319,0.00345604165151412,0.409111924678294
-1.18,-0.44,0.00496317652990007,0.00358883687907968,-0.0487969060679647
-1.18,-0.42,0.0052901819583952,0.00362725952892371,0.0128522449678624
-1.18,-0.4,0.00580413028505522,0.00373715287865553,0.034425767708447
-1.18,-0.38,0.0069167990774386,0.00440268701626407,-0.248569934872573
-1.18,-0.36,0.00643281748155337,0.00406998498231371,-0.00829471438282005
-1.18,-0.34,0.00584466866748658,0.00377077165166374,0.249910968743057
-1.18,-0.32,0.00577874496348949,0.00404560870454694,0.103758399785861
-1.18,-0.3,0.00682552845076691,0.00394440576651936,-0.0996915096194842
-1.18,-0.28,0.00692346804682764,0.00366955641215704,-0.0735520961121476
-1.18,-0.26,0.00665857938017045,0.00393864327925742,0.0173710780080848
-1.18,-0.24,0.00705583447452173,0.0045230021032835,-0.127634664037109
-1.18,-0.22,0.0062070738316827,0.00454780034346009,-0.0503489494722006
-1.18,-0.2,0.00582438449529815,0.00395768360070788,-0.0873266720301522
-1.18,-0.18,0.0059987424724765,0.00364179285595046,0.0821359183768193
-1.18,-0.16,0.00610020334148974,0.00395723277586089,0.0805046874145879
-1.18,-0.14,0.00636657665382225,0.00419184318763567,-0.0732566393729102
-1.18,-0.12,0.00586456457504615,0.00402031111731885,-0.0638063255476565
-1.18,-0.1,0.00610074335885399,0.00448943875114342,0.00443997482707499
-1.18,-0.08,0.00672901000640526,0.00530439253099029,-0.0496970562551653
-1.18,-0.06,0.00777874815970607,0.0054522950603357,-0.360191008925503
-1.18,-0.04,0.00598347574049157,0.00443543016110303,0.150581834494232
-1.18,-0.02,0.00542522128238521,0.00383985624077452,0.22304529865494
-1.18,0,0.00526199927098816,0.00347559599180479,0.221892553894706
-1.18,0.02,0.00481098589218011,0.0025411966232818,0.210002476716497
-1.16,-2.84,0.00372237585156182,0.00272177394903095,0.218759349504732
-1.16,-2.82,0.00359012657085211,0.00255832203003794,0.138432828405127
-1.16,-2.8,0.00357151743546844,0.00248879958593345,0.207278476444685
-1.16,-2.78,0.00398198541031043,0.00219726241731649,0.40293229183966
-1.16,-2.76,0.00415143318987204,0.00268724754011637,0.371536808893032
-1.16,-2.74,0.00469757937927353,0.00353071829457937,0.146726435689967
-1.16,-2.72,0.00459241141431634,0.00344386762456861,0.273729697660931
-1.16,-2.7,0.00477547354916485,0.00309913019936312,0.0154099118210786
-1.16,-2.68,0.00431925592077596,0.00292640022439106,0.187092024761579
-1.16,-2.66,0.00470103870721142,0.00281531874143342,0.173245220330088
-1.16,-2.64,0.00469391751283441,0.00265200173410103,0.0628927087637776
-1.16,-2.62,0.00522534710031984,0.00368530918432209,0.011735512859783
-1.16,-2.6,0.00549809882963935,0.00390699549219441,-0.0173283507716273
-1.16,-2.58,0.00498416079572369,0.00385633033443997,-0.02435456772508
-1.16,-2.56,0.00406878350565832,0.00288437940716977,0.104086295900001
-1.16,-2.54,0.00473571729475616,0.00322900195358946,0.113081817884134
-1.16,-2.52,0.00553614547527359,0.00349583660277949,-0.00333154060072907
-1.16,-2.5,0.00550350528064522,0.00358649668287865,-0.0103785539975695
-1.16,-2.48,0.00519647785771767,0.00323518732338335,-0.0717966849910044
-1.16,-2.46,0.00525021266647962,0.00345084464078316,-0.146260802991738
-1.16,-2.44,0.00455029628976257,0.00264423370024051,0.271372561494218
-1.16,-2.42,0.00471515548888921,0.00225152932174004,0.243594364237679
-1.16,-2.4,0.00525475212460902,0.00248455502235359,-0.00650780631081712
-1.16,-2.38,0.00587013557066959,0.00278308849732838,-0.0163100771376691
-1.16,-2.36,0.00575173645042622,0.00249343398526691,0.0531426186696225
-1.16,-2.34,0.00591608477153529,0.00311746740657233,-0.0287388157398096
-1.16,-2.32,0.00553511641381124,0.00262347489908995,-0.0914392281860161
-1.16,-2.3,0.0045749752430074,0.00208055233750823,0.0929696982658726
-1.16,-2.28,0.00498719824518473,0.00193138443227934,0.250724276267996
-1.16,-2.26,0.00581330640187354,0.00240944361141158,0.0764274208692677
-1.16,-2.24,0.00512272559964667,0.00247785702522033,0.179251011520031
-1.16,-2.22,0.00530574164524645,0.00178945706679235,0.0311046768076786
-1.16,-2.2,0.00495987091579786,0.00262376330191205,0.147420497384893
-1.16,-2.18,0.00475024402448735,0.00292091002557697,0.214240122532949
-1.16,-2.16,0.00423854395469564,0.00219656246109458,0.343434108829868
-1.16,-2.14,0.00486056311784342,0.00257539680821077,0.272210328124888
-1.16,-2.12,0.00447828144508202,0.00295054189812224,0.340721842337808
-1.16,-2.1,0.00446247856838262,0.00300972589909908,0.293398250242978
-1.16,-2.08,0.00373874246966385,0.00272511749803879,0.550572417269564
-1.16,-2.06,0.00330931696994296,0.00211455864954758,0.480997966721134
-1.16,-2.04,0.00308963349551096,0.00174958484879168,0.398859857450727
-1.16,-2.02,0.00296725743734522,0.0016065255435942,0.372116782473712
-1.16,-2,0.00311562645553338,0.00208369365285839,0.238716889219868
-1.16,-1.98,0.00345421282409954,0.00170486965313421,0.372080308430284
-1.16,-1.96,0.00382758937429894,0.00197984579460221,0.27568212882817
-1.16,-1.94,0.00407083698698784,0.0023505648020393,0.103995445072575
-1.16,-1.92,0.00334897069433284,0.00186633583665604,0.272471347992875
-1.16,-1.9,0.00301770144809887,0.00123498847888033,0.333200561572467
-1.16,-1.88,0.00281299059120335,0.00152801496338913,0.458251482483546
-1.16,-1.86,0.00307114435778123,0.00180570311460938,0.386817761908124
-1.16,-1.84,0.00310482588608501,0.00161687837937228,0.467445993858361
-1.16,-1.82,0.0031715961935588,0.00193691598099992,0.359121338350549
-1.16,-1.8,0.0031239627113423,0.00179945555965909,0.230853165252921
-1.16,-1.78,0.00356870201716324,0.00207151557459047,0.292824371898843
-1.16,-1.76,0.00364634508617442,0.00168085584121808,0.118833440102316
-1.16,-1.74,0.00314305124973707,0.00174095041532729,0.38883087294016
-1.16,-1.72,0.00372834445928786,0.00224461338471362,0.41031519452721
-1.16,-1.7,0.00334721228657066,0.00194186409501535,0.277699991168066
-1.16,-1.68,0.00331077906325813,0.00213367848524933,0.291043127328762
-1.16,-1.66,0.00404034772613714,0.00237295214774619,0.29700588511126
-1.16,-1.64,0.00464503244592145,0.00247996877481872,0.178381536969531
-1.16,-1.62,0.00475598079690475,0.00247387719017747,0.0563388929380267
-1.16,-1.6,0.00461357320643129,0.00316338101600757,0.190610425662244
-1.16,-1.58,0.00441306651342979,0.00312090404274603,0.484877231476719
-1.16,-1.56,0.00507068744447072,0.00311326575713663,0.298321784551122
-1.16,-1.54,0.00545381168402854,0.00341012176388012,0.100935834456333
-1.16,-1.52,0.00517625511756023,0.00316013900817658,0.0530714872393175
-1.16,-1.5,0.00521977841640467,0.00309794349806347,0.0702423909490167
-1.16,-1.48,0.00515214812732621,0.0031565021323852,0.281281725478511
-1.16,-1.46,0.0065162216577177,0.00320055165572914,0.012205666764623
-1.16,-1.44,0.00551885280128529,0.0033124305324833,0.168148170308626
-1.16,-1.42,0.00724778263311577,0.00453324095551138,-0.103953977396373
-1.16,-1.4,0.0068414920862736,0.00361483670449288,-0.00666749590309258
-1.16,-1.38,0.00744924758497505,0.00414008261009286,-0.0426058610906595
-1.16,-1.36,0.00746630415390746,0.00419689018774025,-0.0570174621090296
-1.16,-1.34,0.00638113497005962,0.00326906038023887,-0.149939001404104
-1.16,-1.32,0.00579202985246411,0.00341109256709852,0.0308209141645451
-1.16,-1.3,0.00667055164795991,0.00358886083332878,-0.0349301537188191
-1.16,-1.28,0.00689831784052888,0.00383095140252511,-0.0880263349890951
-1.16,-1.26,0.00631669980635368,0.0037585892746135,0.080260487452821
-1.16,-1.24,0.00591927565619286,0.0031218574019627,0.246781959794052
-1.16,-1.22,0.00640263023484024,0.00374747486170346,0.197286052198055
-1.16,-1.2,0.00570079746276899,0.00331351910393481,0.460823267325215
-1.16,-1.18,0.00672354331559063,0.00390231628826478,0.184082488686227
-1.16,-1.16,0.0071372391446436,0.0032699256615947,0.137694354898752
-1.16,-1.14,0.00612055423316992,0.00351621928299529,0.211431862447328
-1.16,-1.12,0.00767708100581332,0.00401729471167972,0.0502074225778754
-1.16,-1.1,0.00798350544688243,0.00492890558954871,-0.0878373140501438
-1.16,-1.08,0.00789784118813507,0.00486094213943291,-0.082819638470507
-1.16,-1.06,0.00725540852909317,0.00478028970074209,-0.172200768194849
-1.16,-1.04,0.00748323033763265,0.0047389617633372,-0.243915640183692
-1.16,-1.02,0.00741117273532876,0.00459674979242706,0.00109492822776483
-1.16,-1,0.00698591496996972,0.00428506444671505,0.069470856675606
-1.16,-0.98,0.00627942178531562,0.00424462309106863,-0.159445613680214
