"block","loc","scale","shape"
96,0.00263086424224393,0.00151330137753514,0.046227829683674
104,0.0026540516303601,0.00132181627112402,0.142755680582623
9,0.00323380865647379,0.00183430861255831,-0.010098063443761
21,0.00385777409711781,0.00184354868117453,0.218041235765818
70,0.00333876637755343,0.000917289528384309,-0.0454702631116915
81,0.00293967217465471,0.00126478201689514,0.181168968654573
53,0.0026140790516025,0.00111681215004006,0.123766491193983
1,0.00304053792406158,0.00142582937555494,-0.163427927205199
22,0.00492142901245282,0.00224533755513674,-0.0930757121954761
67,0.00286273917748696,0.00136775570659397,0.151492723037889
69,0.00303666007678382,0.000804933606613484,0.162923037983597
8,0.00334843872376586,0.00156927172118382,-0.138652467613826
36,0.00277328145641347,0.0014638968707319,0.125215950043365
48,0.00279277208045718,0.00142527155331151,-0.0267039167226696
72,0.00242832539514615,0.00128397594229587,0.266301941592797
73,0.0023735603527253,0.00114940789415086,0.359448280598141
74,0.00242486353883827,0.0016160399757289,0.265673497991069
101,0.00314498819072193,0.00191719275942801,0.107244565003875
55,0.00322278238670246,0.00113665563186922,-0.0218339598259228
10,0.0035528440333081,0.00167613093633909,-0.0426101432897571
4,0.00210994980494722,0.000643946183811016,0.0941121700322617
11,0.00347454358893189,0.00149188098036907,-0.102274415564499
27,0.00301243207521411,0.00148852876606322,0.0413748335907901
33,0.00384648449149319,0.00168838147358606,0.0653454762965098
38,0.00240815589736828,0.00138186610806419,0.40851515811887
20,0.00385622112152892,0.00184825108888645,0.23395444435029
58,0.00297773451089215,0.00132354107618123,-0.0749783400447035
65,0.00279909716306154,0.00117365748240198,-0.0798162135498041
80,0.00289472666476814,0.00133258565195314,0.238955564081443
87,0.0025453773928381,0.00152124881479934,-0.112246060158806
39,0.00316395049154593,0.00164995357346789,-0.288961983640461
45,0.00368671565322482,0.00162843476715518,0.0160774311523703
46,0.00283336133934502,0.00142844914855706,0.206033834360233
47,0.00304133044622004,0.00124455452733268,-0.00813846034729072
90,0.00295013937768398,0.00171613294231823,0.0143408982464087
91,0.00252944318995777,0.0016606284812929,0.211849139366418
0,0.00253316291588332,0.00132196381315475,-0.00210949026411869
2,0.00318629138195831,0.00116902216491191,-0.216276162984876
3,0.00198117913346757,0.000771410136027898,0.419032166551789
5,0.00271635995606247,0.0010660810671877,0.143169469905258
6,0.00364305173226412,0.00121713899637021,-0.216464542213369
7,0.0035583643268376,0.00148735058515618,-0.0290415490090513
12,0.00280987968267826,0.00147166400016239,0.134326778515795
13,0.00318465947884738,0.00170333378226263,-0.183693590794099
14,0.0032885557805265,0.00103803232396684,0.0550521553832704
15,0.00213310658651065,0.000854838652794806,0.197698460164657
16,0.00206315398477101,0.000770157030520622,-0.200907216675969
17,0.00203121452971855,0.000659157603948252,0.0336809759467347
18,0.00284288612873109,0.000955272335082431,0.149168082630746
19,0.00403336791438142,0.0015499602548745,0.134604295828887
23,0.0034288777695256,0.0014265910270908,0.0903642554705326
24,0.00197557256328701,0.00118645914826003,0.369879364965048
25,0.00212867728930923,0.000949001548097529,0.57854861964029
26,0.00266982865958651,0.00125302510922898,-0.057483187723213
28,0.00241031406259074,0.000779248739830702,0.113546480813029
29,0.00217948535878202,0.000885127237575599,-0.0633803285916586
30,0.00231444820717457,0.000717067138009247,0.394695522793164
31,0.00322872124861579,0.00152261552493629,0.330953302433774
32,0.00431627434864574,0.0016652952002701,0.00565987218670612
34,0.00415523869866487,0.00143915893670759,0.11205930356646
35,0.0035947746491179,0.00114906203523539,0.0899588481806321
37,0.00266843221063916,0.00155195782323673,0.00813803543557551
40,0.00245398819216201,0.000995332492552601,0.198520695858933
41,0.0028249920237721,0.00117587709124166,0.143870249782633
42,0.00272540536866205,0.000718358333602559,-0.281469816164758
43,0.00265921528096582,0.000995052073105728,0.210687283709206
44,0.00360280184166128,0.00137692806908349,0.226334882348808
49,0.00241360276471427,0.00116374302550144,0.189817733261459
50,0.00241042288335339,0.00112405133661487,0.14337261153844
51,0.00295671951226332,0.00155234531940598,0.162108093367895
52,0.00245724038886716,0.0011339659910805,0.222135440434626
54,0.00302109324370832,0.00134335767898326,0.0772707431754412
56,0.00338620981945172,0.00147871358717807,-0.0819251720565155
57,0.00277411683901771,0.00111782352857975,0.614223080127692
59,0.00381981566782987,0.00183970928050328,-0.436889376657632
