"block","loc","scale","shape"
0,0.00183214842756774,0.00169645688799909,0.0421705714715064
1,0.00219718975832698,0.00137269632456891,0.154741714337
2,0.00247776536018757,0.00098594105774425,-0.0359611090251872
3,0.00240084026088563,0.00139639049269877,0.129805446860931
4,0.00286359460256959,0.00138575498043364,-0.112523007117181
5,0.00326480146227802,0.00144992395481475,-0.0213487430586292
6,0.00262514587216438,0.00161445136977493,-0.137147120124749
7,0.0020288252221002,0.00165084677506616,0.0314370653706279
8,0.00168052172342055,0.00154126809474799,0.367918692406121
9,0.00257902971587375,0.00216061970159837,0.132074438772384
10,0.00348445395093495,0.00227566098275014,-0.200480027417933
11,0.00250767106239734,0.00181996600697318,0.377666037427222
12,0.00174250173548824,0.00161279343124137,0.120342462188362
13,0.00227662563746337,0.00128374880668578,0.0102647493061874
14,0.00270099273460559,0.00152035095821861,0.235335044154696
15,0.00229960072726241,0.00136164826487231,0.109570143289287
16,0.00253492738757895,0.00113285926132808,0.162886503607967
17,0.00230071544574607,0.00118837057306242,0.112761835696395
18,0.00263879879150383,0.0015054175390659,0.0973447550116304
19,0.00267252017512955,0.00134870864449575,0.0411402453814633
20,0.0027331317025052,0.00172770864720405,0.125243027578249
21,0.00273549915251009,0.00201095717448457,0.0658059557763199
22,0.00281926058082704,0.00213029213672663,0.0630635382415897
23,0.00277872007502107,0.00178016250003848,0.34771971278991
24,0.00233394991146753,0.00139564067746693,-0.0540533272738169
25,0.00238202769346327,0.00154020272297458,-0.121992990642816
26,0.00199326310877817,0.00133357498292964,0.183360357810364
27,0.0029084916093678,0.00201872926595053,-0.120527698195974
28,0.00268358089168895,0.00143739239384022,0.0560943758799021
29,0.00270685312997902,0.00146921009358759,0.281312743890768
30,0.00336302850690186,0.00192755752118558,-0.341297714686765
31,0.00339559347980566,0.00181270537106083,-0.117179992750965
32,0.00402451602243263,0.00177385892851421,-0.0326901393553763
33,0.00419650108478985,0.00177738216523742,-0.0115872468185223
34,0.0034309297224882,0.00186606826271381,0.0846500174498504
35,0.00328898815478969,0.00184578729455062,0.119327833941292
36,0.00277669239893691,0.00145585502606909,0.0564640309838578
37,0.00242300082605469,0.00152343183415379,0.0725656290660297
38,0.00191758031687526,0.00144608845616988,0.119755216370031
39,0.00271818049765143,0.00158150880989163,-0.112722404263146
40,0.00314138212695713,0.0015698290530031,0.150914836263746
41,0.00289233176986919,0.0016713386590422,0.229996719023664
42,0.00334126294159895,0.00153133195433253,-0.117826116458972
43,0.0032882106153634,0.00133475203310855,-0.014289442326466
44,0.00364498241304351,0.00227366828090618,0.271252670089958
45,0.00406344804402278,0.00205301263278956,-0.147045281448727
46,0.00369782175560203,0.0018543368635556,0.098690196141754
47,0.00332211982939173,0.00126835969896897,0.0368146929473323
48,0.00306142281797705,0.00204100118650181,0.152521883141416
49,0.00236481356105789,0.00159021216457603,0.294718773357379
50,0.0019414572244794,0.0015673918633135,0.372758654559493
51,0.0024962771330951,0.00176358590033599,0.12313266232728
52,0.0031564475207263,0.00171205446235571,0.14157425785025
53,0.00322883642703667,0.00231340818291167,0.23236679690343
54,0.00373549686315167,0.00227399756428109,-0.106220575068175
55,0.00346054485691475,0.00184732547766216,0.0478699154740105
56,0.00385721462936941,0.00174314264861808,0.109543981900329
57,0.00421252492363978,0.00171646438360089,-0.150640793153271
58,0.0032868508550548,0.0015243466530617,0.0414331632642981
59,0.0033873005591922,0.00165551803739568,0.584513967196929
60,0.00247199072665745,0.00178813362268594,0.211227601970939
61,0.00253455518735377,0.0019530633310505,0.184156124962983
62,0.00238393057084261,0.001637369297356,0.279860572341018
63,0.00319191095726716,0.002000003509568,0.100861151056774
65,0.00333518012764164,0.00144378002458541,0.114117498453676
66,0.00369164540185432,0.0024391047959942,-0.0450146633995919
67,0.00361089555147469,0.00236866803103348,0.154097506466899
68,0.00408386448971045,0.0026997397835983,-0.25460279140494
69,0.00386142011583723,0.00235929429391772,0.0803112328694559
70,0.0039270518445706,0.0014842381019849,-0.129222365339753
71,0.00434923183209017,0.00202896986508624,0.036849311190319
72,0.00194700355773554,0.0015809792317803,0.51445781725922
73,0.00210277831086446,0.00173231632072066,0.144466009012431
74,0.00213172982680336,0.00162681143386682,0.285857756507308
75,0.00266579535176141,0.00201511831094111,0.27369837549447
76,0.00324038413517136,0.00175228874174581,-0.0163361706972231
77,0.00297006511201533,0.00147550332750479,0.2917287271553
78,0.00363454841191545,0.00253839589172586,0.106577344770494
79,0.00345208765715833,0.00203168181628169,-0.194092440947376
80,0.00320098701625639,0.0021157874133522,0.134279019259568
81,0.00368131687107268,0.00216948751185415,-0.184559594381095
82,0.00311076786266449,0.0017223136752325,0.227121387101172
83,0.00424308769546057,0.00205249262781896,0.0451254756073775
