"rlat","rlon","loc","scale","shape"
-1.2,-2.84,0.00135235008924738,0.00201631937547387,1.00050557932061
-1.2,-2.82,0.00160835593573826,0.0022919897564613,0.840394321443307
-1.2,-2.8,0.00138560041334912,0.00203624528900795,1.03462164322247
-1.2,-2.78,0.00186864479876851,0.0023551889589561,0.797388251307848
-1.2,-2.76,0.00148230593621895,0.00212705894842483,0.988896088736338
-1.2,-2.74,0.00159638393864271,0.00203057769930696,0.67275715369759
-1.2,-2.72,0.00164554306310994,0.00189911179634279,0.482051011788395
-1.2,-2.7,0.00188882653586134,0.0021951719971666,0.62540672771059
-1.2,-2.68,0.00224694394867251,0.00260644208988012,0.759286854942108
-1.2,-2.66,0.00281276449227233,0.00292166264987557,0.459874381109519
-1.2,-2.64,0.00255322511686355,0.00292183776591571,0.545314096625408
-1.2,-2.62,0.00285492739970625,0.00327802594362347,0.383465242269059
-1.2,-2.6,0.00286110341700056,0.00298485623819355,0.211744776268104
-1.2,-2.58,0.00323205251373425,0.00296988006259262,0.0717224738457551
-1.2,-2.56,0.00343950915152225,0.00358961172472183,0.251679281862834
-1.2,-2.54,0.00350500947088141,0.00357866242629466,0.385524578458537
-1.2,-2.52,0.0035171714324982,0.00347197309578158,0.206918429437249
-1.2,-2.5,0.00270924447700441,0.00264009428844282,0.465413111606787
-1.2,-2.48,0.00327058842393718,0.00285665347924711,0.327608977877857
-1.2,-2.46,0.00366537846481697,0.00268531898588758,0.329345892923776
-1.2,-2.44,0.00336135324382234,0.00247065557381477,0.392010489109404
-1.2,-2.42,0.00319400648387745,0.00292167842876408,0.345565148149589
-1.2,-2.4,0.00323490888141774,0.00287605029844094,0.401189478566115
-1.2,-2.38,0.00410050308665434,0.00347124205466975,0.243190758699963
-1.2,-2.36,0.00468243945822244,0.0035190079166547,0.264372496048013
-1.2,-2.34,0.00428617092349741,0.0034037718853253,0.350238618772405
-1.2,-2.32,0.00447806427709294,0.00338655837220353,0.338225842525949
-1.2,-2.3,0.00385630139035318,0.00283924298553751,0.358758537734107
-1.2,-2.28,0.00437063219401155,0.00239180119168017,0.257890165978984
-1.2,-2.26,0.00449484184162563,0.00260998090373517,-0.0323680406055051
-1.2,-2.24,0.00415876635785956,0.00277776716661712,0.0168704641969711
-1.2,-2.22,0.00358523728838251,0.00222495670125734,0.115044613768876
-1.2,-2.2,0.00353649797935991,0.00237002474012202,0.153362016652347
-1.2,-2.18,0.00345057614342109,0.0022015396004851,0.265107088840988
-1.2,-2.16,0.00335471908331077,0.0021388775123856,0.396713839861291
-1.2,-2.14,0.00305182847174146,0.00228606716602864,0.306573040731274
-1.2,-2.12,0.00384017148659358,0.00281023351431287,-0.199057868232662
-1.2,-2.1,0.00278628535548945,0.00230939901694868,0.230337261038852
-1.2,-2.08,0.00231397557711449,0.00193159373788983,0.442311437392305
-1.2,-2.06,0.00260489390385588,0.00210697467895444,0.234990895712624
-1.2,-2.04,0.00326361240119509,0.00240509328403487,0.232112894066887
-1.2,-2.02,0.00336458341554809,0.00281743569551908,0.320353016517184
-1.2,-2,0.00373458744039425,0.00281736243808725,0.290274700569389
-1.2,-1.98,0.00390865599021357,0.00295612153231961,0.285952942285093
-1.2,-1.96,0.00372313455142374,0.00281409277179086,0.289363817797036
-1.2,-1.94,0.00328527147396702,0.00237743497087757,0.125924550367332
