"block","loc","scale","shape"
71,0.00467714010636189,0.00229463540716602,-0.0622800388091637
329,0.00392630700557357,0.00231554115114322,0.0478536885012037
347,0.00384396901664456,0.00219913297161857,-0.0274436219964169
354,0.00302035107634008,0.00159662127147806,-0.0128809488191229
355,0.00354296976662599,0.00187018324254816,-0.0358636021728949
389,0.00312951624739086,0.00215264845689816,0.31561455201646
415,0.00340239059956365,0.00239679751011628,0.236711132608238
189,0.00395371651175679,0.001712469088463,0.302835107399774
238,0.00378260110622719,0.00165920979537978,0.212519349985127
239,0.00468059175768564,0.0020781261201988,0.0839788194795493
43,0.00405305905864373,0.00205964868613417,0.119332296847276
70,0.00508549119134054,0.00217601570133869,0.0051259683795893
40,0.00383127455753637,0.0017773206370489,0.224194586161459
44,0.00481269865437317,0.00205977059767307,0.0260172849121216
91,0.00494267447813348,0.00228375828993105,0.193529486543988
119,0.0051039176313314,0.00259951494711647,-0.0721402071973414
193,0.0037965392571524,0.00200168269137785,0.20733375035591
269,0.00349475284224066,0.00197940014023131,0.390350329043173
288,0.00347380205126676,0.00212746851740096,0.135213688097107
289,0.00303511660148362,0.00194859512429651,0.114160235541954
317,0.0030437096675295,0.00201356969810992,0.313352934890462
340,0.00317901782979926,0.00168254510664885,0.00990149153424448
349,0.00314722565978655,0.0017308730424644,0.14660073984905
390,0.0026169388397138,0.00187012275847671,0.410775081240158
418,0.00265676227548461,0.00180842401059541,0.417212960983056
20,0.0047166344673351,0.00235139987095069,-0.126882603890746
2,0.0036355615984607,0.00187898484900837,0.133823434898985
21,0.00494598777312321,0.00222088567976133,-0.0502096804848294
23,0.00422089952365279,0.00256610358032374,0.0808058242615258
33,0.00311703438906561,0.0013301303764503,-0.118693599936288
77,0.00408413161214393,0.00137721197788289,0.0530288228718374
96,0.00267117019587528,0.0017570634659836,0.419343056721495
102,0.00311227013327304,0.00157401754745332,0.52851586431828
127,0.00378416742873849,0.00170285730283273,0.00194809860046519
139,0.00556001332982057,0.0031138101872423,0.0443271504699198
151,0.0036362817569927,0.00165711470841788,0.157046768040082
173,0.00347108713233952,0.0020408679425434,0.257522898000051
209,0.00480044924287927,0.00218535516055149,-0.349060663068364
423,0.00347377269129254,0.00205421160237589,0.164987237840461
53,0.00404299340835251,0.0019162831384847,-0.0173763408302395
67,0.00510883175053505,0.00229911586808643,0.402665343390692
112,0.00596012920768101,0.00271728342249604,0.19373110865179
141,0.00504571223780126,0.00246464394517395,0.0555959664512981
180,0.0043327169775472,0.00183713166052612,-0.018755074396741
