"block","loc","scale","shape"
0,0.00154264081367688,0.000963198788830471,0.051787544288033
1,0.00190013675974894,0.000828828820322168,-0.00255172050691382
2,0.0020365298023985,0.000853790404010365,-0.0610674395374621
3,0.00187035456219362,0.00114418392916305,-0.0322956008977667
4,0.00176898047077117,0.00112272853017663,0.130788070988367
5,0.00211325836837781,0.00137270941400502,0.0443698593581761
6,0.0017470915566471,0.00102331582611862,0.0253315634616284
7,0.00182768254051358,0.00109291327974332,-0.149819162738756
8,0.00206947750961861,0.00103926791163368,0.118750079231688
9,0.00226498473995612,0.000961888619622645,-0.114464470100723
10,0.00293001330380136,0.00121080366709995,0.0318201248597483
11,0.00251084594362525,0.00108284600457242,-0.109118182573284
12,0.00195553762739023,0.00125879599659554,0.156360953105294
13,0.00189927013065653,0.00121295094093053,0.206098546009326
14,0.00277732495865088,0.00157418815265546,-0.157265561741929
15,0.00280783598933924,0.00130536919252373,-0.221905307179089
16,0.00301233784506314,0.00146466308223287,-0.150792013818397
17,0.00281998290890534,0.00124069923426745,0.125125773279131
18,0.00146488353068209,0.00103840401609196,0.216062514487636
19,0.00170522020640362,0.00122595621355602,0.260525602337207
20,0.002439875629589,0.00111237822683051,-0.139480998368873
21,0.00255703717012867,0.00133624312626682,0.055990115075344
22,0.00249806989878015,0.00136275701011311,-0.0358946976272988
23,0.00272134720347919,0.00121230661371393,0.00604146766234341
24,0.00246391268128179,0.00161577520910572,-0.0637865891161333
25,0.00224460261196675,0.00152869348170293,0.133429737004616
26,0.00225871650771743,0.00163478622366664,-0.0386840175347863
27,0.0023646672315138,0.00151205256307477,0.0590986791555564
28,0.00250102800057378,0.00161657224572796,0.0897069755220258
29,0.00258423900336946,0.00176548399979692,0.271355086502283
