block,year,month,to_change,constraint_begin,constraint_end,TOT_PR,time
39,1999,6,0,,,0.0024910744,1999-06-13 20:00:00
40,1999,6,0,,,0.0023991156,1999-06-03 20:00:00
41,1999,6,0,,,0.004944121,1999-06-13 21:00:00
42,1999,6,0,,,0.0026723198,1999-06-27 15:00:00
43,1999,6,0,,,0.006523555,1999-06-06 18:00:00
44,1999,6,0,,,0.009450864,1999-06-02 16:00:00
45,1999,6,0,,,0.0047111926,1999-06-04 00:00:00
46,1999,6,0,,,0.011173543,1999-06-02 17:00:00
47,1999,6,0,,,0.002817195,1999-06-02 17:00:00
48,1999,6,0,,,0.0027399706,1999-06-03 18:00:00
49,1999,6,0,,,0.0025183102,1999-06-03 19:00:00
50,1999,6,0,,,0.0019255342,1999-06-13 19:00:00
51,1999,6,0,,,0.0025355385,1999-06-02 21:00:00
52,1999,6,0,,,0.0021557773,1999-06-02 13:00:00
53,1999,6,0,,,0.004390051,1999-06-06 15:00:00
54,1999,6,0,,,0.0029526548,1999-06-27 13:00:00
55,1999,6,0,,,0.0034290976,1999-06-06 18:00:00
56,1999,6,0,,,0.006730667,1999-06-06 17:00:00
57,1999,6,0,,,0.0037429954,1999-06-03 23:00:00
58,1999,6,0,,,0.0057407646,1999-06-02 17:00:00
59,1999,6,0,,,0.00571056,1999-06-02 20:00:00
60,1999,6,0,,,0.002336477,1999-06-26 23:00:00
61,1999,6,0,,,0.0027536652,1999-06-02 17:00:00
62,1999,6,0,,,0.0024967506,1999-06-02 14:00:00
63,1999,6,0,,,0.001915696,1999-06-01 14:00:00
64,1999,6,0,,,0.0022433638,1999-06-27 00:00:00
65,1999,6,0,,,0.0029990831,1999-06-13 18:00:00
66,1999,6,0,,,0.0030907276,1999-06-02 13:00:00
67,1999,6,0,,,0.0026844237,1999-06-27 14:00:00
68,1999,6,0,,,0.00451904,1999-06-03 22:00:00
69,1999,6,0,,,0.005261236,1999-06-03 22:00:00
70,1999,6,0,,,0.0035151418,1999-06-03 23:00:00
71,1999,6,0,,,0.0025641515,1999-06-27 19:00:00
72,1999,6,0,,,0.0035226431,1999-06-26 23:00:00
73,1999,6,0,,,0.0018660575,1999-06-02 14:00:00
74,1999,6,0,,,0.01337842,1999-06-02 14:00:00
75,1999,6,0,,,0.0027923016,1999-06-13 17:00:00
76,1999,6,0,,,0.0023969552,1999-06-02 18:00:00
77,1999,6,0,,,0.0047214124,1999-06-02 14:00:00
78,1999,6,0,,,0.00369271,1999-06-27 01:00:00
79,1999,6,0,,,0.0025770024,1999-06-13 20:00:00
80,1999,6,0,,,0.0039503267,1999-06-02 14:00:00
81,1999,6,0,,,0.0035707657,1999-06-27 03:00:00
82,1999,6,0,,,0.0044451826,1999-06-02 17:00:00
83,1999,6,0,,,0.0070141456,1999-06-02 17:00:00
84,1999,6,0,,,0.0020707988,1999-06-26 20:00:00
85,1999,6,0,,,0.005277002,1999-06-02 14:00:00
86,1999,6,0,,,0.0020581405,1999-06-02 14:00:00
87,1999,6,0,,,0.0013735739,1999-06-13 17:00:00
88,1999,6,0,,,0.0030212884,1999-06-02 14:00:00
89,1999,6,0,,,0.009231695,1999-06-02 15:00:00
90,1999,6,0,,,0.0064957836,1999-06-27 01:00:00
91,1999,6,0,,,0.0028094603,1999-06-27 00:00:00
92,1999,6,0,,,0.0032309003,1999-06-13 20:00:00
93,1999,6,0,,,0.002489648,1999-06-27 17:00:00
94,1999,6,0,,,0.0041487818,1999-06-13 23:00:00
95,1999,6,0,,,0.0042838296,1999-06-02 17:00:00
97,1999,6,0,,,0.0025294516,1999-06-13 15:00:00
98,1999,6,0,,,0.0023468593,1999-06-03 17:00:00
99,1999,6,0,,,0.0009783185,1999-06-15 17:00:00
100,1999,6,0,,,0.0017512734,1999-06-15 17:00:00
101,1999,6,0,,,0.009534463,1999-06-02 15:00:00
102,1999,6,0,,,0.002660597,1999-06-27 01:00:00
103,1999,6,0,,,0.0031291663,1999-06-06 15:00:00
104,1999,6,0,,,0.003510947,1999-06-02 16:00:00
105,1999,6,0,,,0.003909789,1999-06-27 02:00:00
106,1999,6,0,,,0.0033647134,1999-06-02 15:00:00
107,1999,6,0,,,0.002775787,1999-06-14 00:00:00
0,1999,7,0,,,0.0057111424,1999-07-13 21:00:00
1,1999,7,0,,,0.0027391175,1999-07-05 18:00:00
2,1999,7,0,,,0.00397186,1999-07-14 00:00:00
3,1999,7,0,,,0.0062868395,1999-07-28 01:00:00
4,1999,7,0,,,0.0060092676,1999-07-28 02:00:00
5,1999,7,0,,,0.004594528,1999-07-28 00:00:00
6,1999,7,0,,,0.0043037767,1999-07-28 03:00:00
7,1999,7,0,,,0.0029017264,1999-07-28 02:00:00
8,1999,7,0,,,0.00475267,1999-07-31 21:00:00
9,1999,7,0,,,0.0023914375,1999-07-15 21:00:00
10,1999,7,0,,,0.005169242,1999-07-15 21:00:00
11,1999,7,0,,,0.0050539114,1999-07-19 22:00:00
12,1999,7,0,,,0.012191058,1999-07-05 18:00:00
13,1999,7,0,,,0.0063774353,1999-07-05 18:00:00
14,1999,7,0,,,0.0048505985,1999-07-06 02:00:00
15,1999,7,0,,,0.0023449222,1999-07-05 15:00:00
16,1999,7,0,,,0.0025899836,1999-07-28 02:00:00
17,1999,7,0,,,0.003665212,1999-07-28 03:00:00
18,1999,7,0,,,0.0070373737,1999-07-28 03:00:00
19,1999,7,0,,,0.003800845,1999-07-28 02:00:00
20,1999,7,0,,,0.00269567,1999-07-31 21:00:00
21,1999,7,0,,,0.0036541016,1999-07-31 21:00:00
22,1999,7,0,,,0.0047745043,1999-07-15 21:00:00
23,1999,7,0,,,0.0027373722,1999-07-15 20:00:00
24,1999,7,0,,,0.012109418,1999-07-05 18:00:00
25,1999,7,0,,,0.001899732,1999-07-18 05:00:00
26,1999,7,0,,,0.0051612416,1999-07-13 22:00:00
27,1999,7,0,,,0.0044037215,1999-07-05 19:00:00
28,1999,7,0,,,0.002402174,1999-07-13 23:00:00
29,1999,7,0,,,0.001765301,1999-07-28 03:00:00
30,1999,7,0,,,0.00432606,1999-07-04 21:00:00
31,1999,7,0,,,0.005312668,1999-07-04 20:00:00
32,1999,7,0,,,0.0053721042,1999-07-28 04:00:00
33,1999,7,0,,,0.0032543794,1999-07-30 19:00:00
34,1999,7,0,,,0.0037420616,1999-07-13 15:00:00
35,1999,7,0,,,0.005677956,1999-07-04 19:00:00
36,1999,7,0,,,0.008433609,1999-07-13 22:00:00
37,1999,7,0,,,0.0060336376,1999-07-13 22:00:00
38,1999,7,0,,,0.015357311,1999-07-05 19:00:00
39,1999,7,0,,,0.0056167445,1999-07-05 19:00:00
40,1999,7,0,,,0.0036765942,1999-07-06 03:00:00
41,1999,7,0,,,0.0024110985,1999-07-05 15:00:00
42,1999,7,0,,,0.0025014228,1999-07-28 04:00:00
43,1999,7,0,,,0.00468726,1999-07-04 20:00:00
44,1999,7,0,,,0.0032689888,1999-07-06 11:00:00
45,1999,7,0,,,0.0041596373,1999-07-06 13:00:00
46,1999,7,0,,,0.002843718,1999-07-06 14:00:00
47,1999,7,0,,,0.0021383935,1999-07-03 17:00:00
48,1999,7,0,,,0.0020762908,1999-07-28 00:00:00
49,1999,7,0,,,0.009927626,1999-07-05 19:00:00
50,1999,7,0,,,0.011123766,1999-07-05 19:00:00
51,1999,7,0,,,0.0048301346,1999-07-13 23:00:00
52,1999,7,0,,,0.0030054539,1999-07-13 23:00:00
53,1999,7,0,,,0.003080166,1999-07-13 15:00:00
54,1999,7,0,,,0.0037652072,1999-07-05 15:00:00
55,1999,7,0,,,0.0023151124,1999-07-04 20:00:00
56,1999,7,0,,,0.0019107466,1999-07-19 11:00:00
57,1999,7,0,,,0.002635203,1999-07-28 05:00:00
58,1999,7,0,,,0.0023155434,1999-07-03 18:00:00
59,1999,7,0,,,0.0023870103,1999-07-28 06:00:00
60,1999,7,0,,,0.002211644,1999-07-31 15:00:00
61,1999,7,0,,,0.006329404,1999-07-05 19:00:00
62,1999,7,0,,,0.0020790992,1999-07-31 14:00:00
63,1999,7,0,,,0.0097515965,1999-07-05 20:00:00
64,1999,7,0,,,0.008864485,1999-07-05 20:00:00
65,1999,7,0,,,0.0034089142,1999-07-28 14:00:00
66,1999,7,0,,,0.0028968873,1999-07-28 14:00:00
67,1999,7,0,,,0.0053929193,1999-07-05 16:00:00
68,1999,7,0,,,0.0033446446,1999-07-04 20:00:00
69,1999,7,0,,,0.002739299,1999-07-04 21:00:00
70,1999,7,0,,,0.0031531465,1999-07-28 06:00:00
71,1999,7,0,,,0.0039612404,1999-07-28 06:00:00
72,1999,7,0,,,0.0012220009,1999-07-05 19:00:00
73,1999,7,0,,,0.003425675,1999-07-05 19:00:00
74,1999,7,0,,,0.005939113,1999-07-05 20:00:00
75,1999,7,0,,,0.0078220405,1999-07-05 20:00:00
76,1999,7,0,,,0.00509906,1999-07-05 20:00:00
77,1999,7,0,,,0.0026598726,1999-07-05 16:00:00
78,1999,7,0,,,0.0023821301,1999-07-05 18:00:00
79,1999,7,0,,,0.0053135715,1999-07-05 16:00:00
80,1999,7,0,,,0.0032450357,1999-07-28 04:00:00
81,1999,7,0,,,0.0037481557,1999-07-04 21:00:00
82,1999,7,0,,,0.0028064083,1999-07-29 05:00:00
83,1999,7,0,,,0.0032028647,1999-07-28 06:00:00
84,1999,7,0,,,0.0039340807,1999-07-05 01:00:00
85,1999,7,0,,,0.003967308,1999-07-19 06:00:00
86,1999,7,0,,,0.003132219,1999-07-19 07:00:00
87,1999,7,0,,,0.0018100842,1999-07-31 16:00:00
88,1999,7,0,,,0.0033386124,1999-07-06 01:00:00
89,1999,7,0,,,0.004879328,1999-07-05 21:00:00
90,1999,7,0,,,0.0050436934,1999-07-05 21:00:00
91,1999,7,0,,,0.0015562921,1999-07-31 19:00:00
92,1999,7,0,,,0.0028095494,1999-07-05 17:00:00
93,1999,7,0,,,0.005514849,1999-07-05 17:00:00
94,1999,7,0,,,0.003152371,1999-07-28 06:00:00
95,1999,7,0,,,0.0029205373,1999-07-28 06:00:00
96,1999,7,0,,,0.0032272213,1999-07-04 17:00:00
97,1999,7,0,,,0.0015434267,1999-07-31 11:00:00
98,1999,7,0,,,0.0038383955,1999-07-19 07:00:00
99,1999,7,0,,,0.0042768572,1999-07-05 19:00:00
100,1999,7,0,,,0.009279026,1999-07-05 21:00:00
101,1999,7,0,,,0.008114336,1999-07-05 21:00:00
102,1999,7,0,,,0.0064084134,1999-07-05 21:00:00
103,1999,7,0,,,0.0021239286,1999-07-28 14:00:00
104,1999,7,0,,,0.0028197411,1999-07-28 15:00:00
105,1999,7,0,,,0.0022128276,1999-07-05 17:00:00
106,1999,7,0,,,0.001840579,1999-07-04 18:00:00
107,1999,7,0,,,0.0037468625,1999-07-04 22:00:00
0,1999,8,0,,,0.006537485,1999-08-16 11:00:00
1,1999,8,0,,,0.005168476,1999-08-16 14:00:00
2,1999,8,0,,,0.002754941,1999-08-10 03:00:00
3,1999,8,0,,,0.0025723234,1999-08-16 15:00:00
4,1999,8,0,,,0.0039684353,1999-08-16 12:00:00
5,1999,8,0,,,0.0019993598,1999-08-29 13:00:00
6,1999,8,0,,,0.0067635374,1999-08-06 14:00:00
7,1999,8,0,,,0.0050659315,1999-08-16 17:00:00
8,1999,8,0,,,0.005973254,1999-08-16 18:00:00
9,1999,8,0,,,0.0103746075,1999-08-06 15:00:00
10,1999,8,0,,,0.004548546,1999-08-28 22:00:00
11,1999,8,0,,,0.007025493,1999-08-16 19:00:00
12,1999,8,0,,,0.0031296746,1999-08-16 11:00:00
13,1999,8,0,,,0.006182086,1999-08-16 12:00:00
14,1999,8,0,,,0.0048132734,1999-08-10 02:00:00
15,1999,8,0,,,0.0018037694,1999-08-10 03:00:00
16,1999,8,0,,,0.0037886356,1999-08-16 12:00:00
17,1999,8,0,,,0.0015048119,1999-08-16 17:00:00
18,1999,8,0,,,0.002952277,1999-08-06 14:00:00
19,1999,8,0,,,0.0047526225,1999-08-16 13:00:00
20,1999,8,0,,,0.006807322,1999-08-06 15:00:00
21,1999,8,0,,,0.006426217,1999-08-16 18:00:00
22,1999,8,0,,,0.008298419,1999-08-16 18:00:00
23,1999,8,0,,,0.007032273,1999-08-10 14:00:00
24,1999,8,0,,,0.0012616956,1999-08-16 12:00:00
25,1999,8,0,,,0.0053425524,1999-08-08 04:00:00
26,1999,8,0,,,0.0027487378,1999-08-16 14:00:00
27,1999,8,0,,,0.0020542874,1999-08-10 02:00:00
28,1999,8,0,,,0.0030813098,1999-08-16 14:00:00
29,1999,8,0,,,0.0021110647,1999-08-10 04:00:00
30,1999,8,0,,,0.0023976557,1999-08-07 14:00:00
31,1999,8,0,,,0.0032822005,1999-08-12 11:00:00
32,1999,8,0,,,0.004909031,1999-08-16 16:00:00
33,1999,8,0,,,0.0056212405,1999-08-16 17:00:00
34,1999,8,0,,,0.00618518,1999-08-16 18:00:00
35,1999,8,0,,,0.0059541063,1999-08-10 14:00:00
36,1999,8,0,,,0.002484351,1999-08-06 20:00:00
37,1999,8,0,,,0.0014532874,1999-08-09 19:00:00
38,1999,8,0,,,0.0028985457,1999-08-10 01:00:00
39,1999,8,0,,,0.0024019456,1999-08-07 02:00:00
40,1999,8,0,,,0.0035433706,1999-08-06 22:00:00
41,1999,8,0,,,0.0025427407,1999-08-10 02:00:00
42,1999,8,0,,,0.0025613671,1999-08-06 16:00:00
43,1999,8,0,,,0.0022997244,1999-08-16 15:00:00
44,1999,8,0,,,0.0035057233,1999-08-06 15:00:00
45,1999,8,0,,,0.0045213704,1999-08-09 17:00:00
46,1999,8,0,,,0.0036066393,1999-08-18 18:00:00
47,1999,8,0,,,0.004701107,1999-08-06 15:00:00
48,1999,8,0,,,0.0037573108,1999-08-06 20:00:00
49,1999,8,0,,,0.003291233,1999-08-07 03:00:00
50,1999,8,0,,,0.0038061903,1999-08-08 04:00:00
51,1999,8,0,,,0.0077586006,1999-08-06 21:00:00
52,1999,8,0,,,0.002792114,1999-08-10 00:00:00
53,1999,8,0,,,0.0061984938,1999-08-07 03:00:00
54,1999,8,0,,,0.0038378495,1999-08-06 22:00:00
55,1999,8,0,,,0.0037073994,1999-08-06 22:00:00
56,1999,8,0,,,0.0033669095,1999-08-10 03:00:00
57,1999,8,0,,,0.0028449497,1999-08-10 05:00:00
58,1999,8,0,,,0.0031183034,1999-08-10 05:00:00
59,1999,8,0,,,0.00482975,1999-08-07 13:00:00
60,1999,8,0,,,0.002088222,1999-08-06 20:00:00
61,1999,8,0,,,0.0018069143,1999-08-09 23:00:00
62,1999,8,0,,,0.002102157,1999-08-06 20:00:00
63,1999,8,0,,,0.003075979,1999-08-06 21:00:00
64,1999,8,0,,,0.006186926,1999-08-06 21:00:00
65,1999,8,0,,,0.003044379,1999-08-07 05:00:00
66,1999,8,0,,,0.0053792447,1999-08-06 22:00:00
67,1999,8,0,,,0.010293904,1999-08-06 22:00:00
68,1999,8,0,,,0.0037852835,1999-08-07 04:00:00
69,1999,8,0,,,0.003399673,1999-08-07 16:00:00
70,1999,8,0,,,0.004379527,1999-08-10 04:00:00
71,1999,8,0,,,0.0029592933,1999-08-10 04:00:00
72,1999,8,0,,,0.0042316616,1999-08-08 03:00:00
73,1999,8,0,,,0.0025341678,1999-08-06 17:00:00
74,1999,8,0,,,0.001231305,1999-08-06 20:00:00
75,1999,8,0,,,0.004186364,1999-08-10 00:00:00
76,1999,8,0,,,0.006554182,1999-08-06 20:00:00
77,1999,8,0,,,0.0025833715,1999-08-06 21:00:00
78,1999,8,0,,,0.007920276,1999-08-06 21:00:00
79,1999,8,0,,,0.008459058,1999-08-06 22:00:00
80,1999,8,0,,,0.002481832,1999-08-10 03:00:00
81,1999,8,0,,,0.0035232215,1999-08-07 18:00:00
82,1999,8,0,,,0.009227038,1999-08-09 22:00:00
83,1999,8,0,,,0.0036655487,1999-08-10 04:00:00
84,1999,8,0,,,0.0032865517,1999-08-06 17:00:00
85,1999,8,0,,,0.0019472553,1999-08-16 14:00:00
86,1999,8,0,,,0.0014714889,1999-08-08 04:00:00
87,1999,8,0,,,0.0051198835,1999-08-09 23:00:00
88,1999,8,0,,,0.00865488,1999-08-06 18:00:00
89,1999,8,0,,,0.0064222426,1999-08-06 20:00:00
90,1999,8,0,,,0.006496654,1999-08-06 19:00:00
91,1999,8,0,,,0.0032276595,1999-08-06 22:00:00
92,1999,8,0,,,0.002127465,1999-08-10 02:00:00
93,1999,8,0,,,0.004193099,1999-08-10 02:00:00
94,1999,8,0,,,0.00610973,1999-08-06 23:00:00
95,1999,8,0,,,0.0035560275,1999-08-10 04:00:00
96,1999,8,0,,,0.0036201784,1999-08-18 16:00:00
97,1999,8,0,,,0.001154502,1999-08-08 02:00:00
98,1999,8,0,,,0.0020974556,1999-08-18 17:00:00
99,1999,8,0,,,0.0030187434,1999-08-06 18:00:00
100,1999,8,0,,,0.005712051,1999-08-06 18:00:00
101,1999,8,0,,,0.0045317314,1999-08-10 00:00:00
102,1999,8,0,,,0.0075337538,1999-08-06 18:00:00
103,1999,8,0,,,0.0035437988,1999-08-06 21:00:00
104,1999,8,0,,,0.0033094794,1999-08-10 02:00:00
105,1999,8,0,,,0.0039798757,1999-08-06 22:00:00
106,1999,8,0,,,0.00716838,1999-08-10 00:00:00
107,1999,8,0,,,0.0020890508,1999-08-10 01:00:00
0,2000,6,0,,,0.0021536713,2000-06-10 15:00:00
1,2000,6,0,,,0.0018159962,2000-06-05 16:00:00
2,2000,6,0,,,0.0037063183,2000-06-05 15:00:00
3,2000,6,0,,,0.0015882727,2000-06-10 16:00:00
4,2000,6,0,,,0.0024471856,2000-06-10 13:00:00
5,2000,6,0,,,0.0024815965,2000-06-10 11:00:00
6,2000,6,0,,,0.005090015,2000-06-10 16:00:00
7,2000,6,0,,,0.00805667,2000-06-10 16:00:00
8,2000,6,0,,,0.0052949865,2000-06-10 17:00:00
9,2000,6,0,,,0.0030823268,2000-06-10 18:00:00
10,2000,6,0,,,0.0044315266,2000-06-10 19:00:00
11,2000,6,0,,,0.0036462152,2000-06-10 17:00:00
12,2000,6,0,,,0.0012446824,2000-06-09 14:00:00
13,2000,6,0,,,0.0019441665,2000-06-05 16:00:00
14,2000,6,0,,,0.0027521756,2000-06-03 17:00:00
15,2000,6,0,,,0.0018786812,2000-06-05 17:00:00
16,2000,6,0,,,0.0017005511,2000-06-28 00:00:00
17,2000,6,0,,,0.0024036295,2000-06-09 22:00:00
18,2000,6,0,,,0.004638015,2000-06-09 22:00:00
19,2000,6,0,,,0.004549508,2000-06-10 00:00:00
20,2000,6,0,,,0.0043848883,2000-06-10 18:00:00
21,2000,6,0,,,0.0037860477,2000-06-10 19:00:00
22,2000,6,0,,,0.0025095365,2000-06-10 17:00:00
23,2000,6,0,,,0.004131448,2000-06-10 17:00:00
24,2000,6,0,,,0.002097226,2000-06-09 14:00:00
25,2000,6,0,,,0.001242402,2000-06-05 15:00:00
26,2000,6,0,,,0.0014817002,2000-06-05 12:00:00
27,2000,6,0,,,0.0039535332,2000-06-05 13:00:00
28,2000,6,0,,,0.0014748606,2000-06-05 17:00:00
29,2000,6,0,,,0.0010511752,2000-06-05 18:00:00
30,2000,6,0,,,0.0037104744,2000-06-10 13:00:00
31,2000,6,0,,,0.003098683,2000-06-10 02:00:00
32,2000,6,0,,,0.003044393,2000-06-10 18:00:00
33,2000,6,0,,,0.0016560832,2000-06-10 16:00:00
34,2000,6,0,,,0.0018590796,2000-06-10 17:00:00
35,2000,6,0,,,0.0023211655,2000-06-10 20:00:00
36,2000,6,0,,,0.0008981885,2000-06-10 16:00:00
37,2000,6,0,,,0.0005363091,2000-06-03 15:00:00
38,2000,6,0,,,0.0020081212,2000-06-09 16:00:00
39,2000,6,0,,,0.0018520379,2000-06-05 15:00:00
40,2000,6,0,,,0.0013280892,2000-06-05 18:00:00
41,2000,6,0,,,0.0015095755,2000-06-05 18:00:00
42,2000,6,0,,,0.0017563874,2000-06-10 17:00:00
43,2000,6,0,,,0.0018188307,2000-06-20 16:00:00
44,2000,6,0,,,0.00256228,2000-06-21 14:00:00
45,2000,6,0,,,0.0021388852,2000-06-22 17:00:00
46,2000,6,0,,,0.0010997833,2000-06-04 19:00:00
47,2000,6,0,,,0.0013921577,2000-06-10 18:00:00
48,2000,6,0,,,0.00317586,2000-06-09 15:00:00
49,2000,6,0,,,0.0011629653,2000-06-05 10:00:00
50,2000,6,0,,,0.0011965,2000-06-09 16:00:00
51,2000,6,0,,,0.002555317,2000-06-09 17:00:00
