block,TOT_PR,time,year,month,index,to_change,constraint_begin,constraint_end,level_0
0,0.00308324,2079-06-02 14:00:00,2079,6,0,0,,,
1,0.0016957319,2079-06-02 15:00:00,2079,6,1,0,,,
2,0.0032615438,2079-06-27 15:00:00,2079,6,2,0,,,
3,0.0017085836,2079-06-01 11:00:00,2079,6,3,0,,,
4,0.004898792,2079-06-27 16:00:00,2079,6,4,0,,,
5,0.004758043,2079-06-06 20:00:00,2079,6,5,0,,,
6,0.0064449967,2079-06-02 17:00:00,2079,6,6,0,,,
7,0.0039167916,2079-06-04 06:00:00,2079,6,7,0,,,
8,0.004425166,2079-06-04 06:00:00,2079,6,8,0,,,
9,0.0057847654,2079-06-13 04:00:00,2079,6,9,0,,,
10,0.006289761,2079-06-13 16:00:00,2079,6,10,0,,,
11,0.0038124786,2079-06-13 05:00:00,2079,6,11,0,,,
12,0.005595627,2079-06-27 05:00:00,2079,6,12,0,,,
13,0.002085069,2079-06-01 20:00:00,2079,6,13,0,,,
14,0.0022219005,2079-06-02 22:00:00,2079,6,14,0,,,
15,0.002058746,2079-06-27 16:00:00,2079,6,15,0,,,
16,0.0029524488,2079-06-27 16:00:00,2079,6,16,0,,,
17,0.0022617315,2079-06-06 17:00:00,2079,6,17,0,,,
18,0.0058882097,2079-06-02 17:00:00,2079,6,18,0,,,
19,0.00480712,2079-06-02 18:00:00,2079,6,19,0,,,
20,0.0033057043,2079-06-27 13:00:00,2079,6,20,0,,,
21,0.005655547,2079-06-27 18:00:00,2079,6,21,0,,,
22,0.006037148,2079-06-13 05:00:00,2079,6,22,0,,,
23,0.0048877303,2079-06-27 19:00:00,2079,6,23,0,,,
24,0.006217213,2079-06-27 05:00:00,2079,6,24,0,,,
25,0.0037596887,2079-06-02 15:00:00,2079,6,25,0,,,
26,0.0059638005,2079-06-02 15:00:00,2079,6,26,0,,,
27,0.0021384477,2079-06-27 06:00:00,2079,6,27,0,,,
28,0.0025243093,2079-06-02 16:00:00,2079,6,28,0,,,
29,0.0020089447,2079-06-01 21:00:00,2079,6,29,0,,,
30,0.005578221,2079-06-02 17:00:00,2079,6,30,0,,,
31,0.006104115,2079-06-02 18:00:00,2079,6,31,0,,,
32,0.005280255,2079-06-04 03:00:00,2079,6,32,0,,,
33,0.007819161,2079-06-27 18:00:00,2079,6,33,0,,,
34,0.0061984416,2079-06-27 14:00:00,2079,6,34,0,,,
35,0.0059076753,2079-06-27 19:00:00,2079,6,35,0,,,
36,0.008943278,2079-06-02 14:00:00,2079,6,36,0,,,
37,0.0049135773,2079-06-27 05:00:00,2079,6,37,0,,,
38,0.0047356086,2079-06-02 15:00:00,2079,6,38,0,,,
39,0.004345722,2079-06-02 15:00:00,2079,6,39,0,,,
40,0.004708683,2079-06-27 06:00:00,2079,6,40,0,,,
41,0.0019415319,2079-06-27 17:00:00,2079,6,41,0,,,
42,0.004200327,2079-06-27 07:00:00,2079,6,42,0,,,
43,0.0063223224,2079-06-02 18:00:00,2079,6,43,0,,,
44,0.0052741114,2079-06-01 21:00:00,2079,6,44,0,,,
45,0.0045932676,2079-06-27 15:00:00,2079,6,45,0,,,
46,0.005545871,2079-06-26 19:00:00,2079,6,46,0,,,
47,0.0047451262,2079-06-27 19:00:00,2079,6,47,0,,,
48,0.0115022585,2079-06-02 02:00:00,2079,6,48,0,,,
49,0.005317122,2079-06-02 05:00:00,2079,6,49,0,,,
50,0.00814322,2079-06-02 03:00:00,2079,6,50,0,,,
51,0.0028643669,2079-06-02 15:00:00,2079,6,51,0,,,
52,0.003657326,2079-06-02 16:00:00,2079,6,52,0,,,
53,0.005466094,2079-06-02 16:00:00,2079,6,53,0,,,
54,0.005031157,2079-06-27 18:00:00,2079,6,54,0,,,
55,0.0052272514,2079-06-02 17:00:00,2079,6,55,0,,,
56,0.004488557,2079-06-06 22:00:00,2079,6,56,0,,,
57,0.0054330803,2079-06-02 16:00:00,2079,6,57,0,,,
58,0.0021999977,2079-06-02 16:00:00,2079,6,58,0,,,
59,0.004347111,2079-06-26 20:00:00,2079,6,59,0,,,
60,0.006716957,2079-06-02 15:00:00,2079,6,60,0,,,
61,0.0065518925,2079-06-02 02:00:00,2079,6,61,0,,,
62,0.010124507,2079-06-02 03:00:00,2079,6,62,0,,,
63,0.0037831978,2079-06-02 03:00:00,2079,6,63,0,,,
64,0.0083546955,2079-06-02 16:00:00,2079,6,64,0,,,
65,0.009380881,2079-06-02 16:00:00,2079,6,65,0,,,
66,0.0074629057,2079-06-02 16:00:00,2079,6,66,0,,,
67,0.0060823667,2079-06-02 17:00:00,2079,6,67,0,,,
68,0.010566097,2079-06-27 16:00:00,2079,6,68,0,,,
69,0.0025257687,2079-06-02 18:00:00,2079,6,69,0,,,
