block,TOT_PR,time,year,month,index,to_change,constraint_begin,constraint_end,level_0
70,0.0045692255,2079-06-27 17:00:00,2079,6,70,0,,,
71,0.0051208045,2079-06-27 09:00:00,2079,6,71,0,,,
72,0.008808904,2079-06-02 15:00:00,2079,6,72,0,,,
73,0.007361604,2079-06-02 20:00:00,2079,6,73,0,,,
74,0.011742127,2079-06-01 21:00:00,2079,6,74,0,,,
75,0.0064511728,2079-06-02 03:00:00,2079,6,75,0,,,
76,0.0072445762,2079-06-02 16:00:00,2079,6,76,0,,,
77,0.010305482,2079-06-02 04:00:00,2079,6,77,0,,,
78,0.0066569843,2079-06-27 07:00:00,2079,6,78,0,,,
79,0.00670762,2079-06-02 17:00:00,2079,6,79,0,,,
80,0.006676853,2079-06-02 17:00:00,2079,6,80,0,,,
81,0.005775892,2079-06-02 18:00:00,2079,6,81,0,,,
82,0.0042979755,2079-06-27 17:00:00,2079,6,82,0,,,
83,0.004487498,2079-06-27 17:00:00,2079,6,83,0,,,
84,0.0063734027,2079-06-02 15:00:00,2079,6,84,0,,,
85,0.0043055024,2079-06-01 04:00:00,2079,6,85,0,,,
86,0.0051683798,2079-06-01 21:00:00,2079,6,86,0,,,
87,0.00834706,2079-06-02 16:00:00,2079,6,87,0,,,
88,0.004036956,2079-06-01 22:00:00,2079,6,88,0,,,
89,0.01277778,2079-06-01 22:00:00,2079,6,89,0,,,
90,0.004445067,2079-06-02 17:00:00,2079,6,90,0,,,
91,0.0020975033,2079-06-02 17:00:00,2079,6,91,0,,,
92,0.006372341,2079-06-02 05:00:00,2079,6,92,0,,,
93,0.004710598,2079-06-02 17:00:00,2079,6,93,0,,,
94,0.0058623496,2079-06-27 08:00:00,2079,6,94,0,,,
95,0.005049378,2079-06-27 20:00:00,2079,6,95,0,,,
96,0.006591318,2079-06-01 21:00:00,2079,6,96,0,,,
97,0.0051719863,2079-06-01 21:00:00,2079,6,97,0,,,
98,0.0059747705,2079-06-02 16:00:00,2079,6,98,0,,,
99,0.006439598,2079-06-02 16:00:00,2079,6,99,0,,,
100,0.0038377796,2079-06-02 17:00:00,2079,6,100,0,,,
101,0.0151559645,2079-06-02 17:00:00,2079,6,101,0,,,
102,0.0069010723,2079-06-02 17:00:00,2079,6,102,0,,,
103,0.005472674,2079-06-01 23:00:00,2079,6,103,0,,,
104,0.015283821,2079-06-01 23:00:00,2079,6,104,0,,,
105,0.004708005,2079-06-27 21:00:00,2079,6,105,0,,,
106,0.007164207,2079-06-02 19:00:00,2079,6,106,0,,,
107,0.0036812474,2079-06-14 17:00:00,2079,6,107,0,,,
0,0.0038869435,2079-07-06 10:00:00,2079,7,108,0,,,
1,0.005749253,2079-07-19 06:00:00,2079,7,109,0,,,
2,0.0030682196,2079-07-06 11:00:00,2079,7,110,0,,,
3,0.0033897194,2079-07-18 18:00:00,2079,7,111,0,,,
4,0.005227308,2079-07-18 18:00:00,2079,7,112,0,,,
5,0.0038985598,2079-07-06 13:00:00,2079,7,113,0,,,
6,0.0035041682,2079-07-31 18:00:00,2079,7,114,0,,,
7,0.002430442,2079-07-31 20:00:00,2079,7,115,0,,,
8,0.0035163101,2079-07-31 20:00:00,2079,7,116,0,,,
9,0.005249306,2079-07-31 14:00:00,2079,7,117,0,,,
10,0.0066624125,2079-07-31 21:00:00,2079,7,118,0,,,
11,0.0057375985,2079-07-31 15:00:00,2079,7,119,0,,,
12,0.006033967,2079-07-06 11:00:00,2079,7,120,0,,,
13,0.0051778797,2079-07-06 11:00:00,2079,7,121,0,,,
14,0.004255971,2079-07-18 19:00:00,2079,7,122,0,,,
15,0.0040059146,2079-07-28 12:00:00,2079,7,123,0,,,
16,0.002540482,2079-07-31 17:00:00,2079,7,124,0,,,
17,0.0032430524,2079-07-31 12:00:00,2079,7,125,0,,,
18,0.005781527,2079-07-31 13:00:00,2079,7,126,0,,,
19,0.0034543246,2079-07-28 20:00:00,2079,7,127,0,,,
21,0.00576097,2079-07-31 14:00:00,2079,7,129,0,,,
22,0.0020032395,2079-07-13 00:00:00,2079,7,130,0,,,
24,0.0040908935,2079-07-31 16:00:00,2079,7,132,0,,,
25,0.0045575886,2079-07-06 12:00:00,2079,7,133,0,,,
26,0.0032165395,2079-07-28 12:00:00,2079,7,134,0,,,
27,0.00377012,2079-07-06 13:00:00,2079,7,135,0,,,
28,0.0046489644,2079-07-28 13:00:00,2079,7,136,0,,,
29,0.0033254838,2079-07-31 13:00:00,2079,7,137,0,,,
30,0.0031435667,2079-07-28 21:00:00,2079,7,138,0,,,
31,0.005698191,2079-07-28 19:00:00,2079,7,139,0,,,
32,0.0067691184,2079-07-28 21:00:00,2079,7,140,0,,,
33,0.0047340677,2079-07-28 20:00:00,2079,7,141,0,,,
34,0.006314904,2079-07-31 15:00:00,2079,7,142,0,,,
35,0.006985376,2079-07-31 15:00:00,2079,7,143,0,,,
36,0.0026742346,2079-07-18 21:00:00,2079,7,144,0,,,
37,0.0030169436,2079-07-31 16:00:00,2079,7,145,0,,,
38,0.002220484,2079-07-31 17:00:00,2079,7,146,0,,,
39,0.0046064104,2079-07-28 13:00:00,2079,7,147,0,,,
40,0.008504023,2079-07-28 13:00:00,2079,7,148,0,,,
41,0.0067614187,2079-07-06 13:00:00,2079,7,149,0,,,
42,0.0047682617,2079-07-28 14:00:00,2079,7,150,0,,,
43,0.0025528471,2079-07-31 13:00:00,2079,7,151,0,,,
44,0.0057018497,2079-07-28 20:00:00,2079,7,152,0,,,
45,0.007555051,2079-07-28 22:00:00,2079,7,153,0,,,
46,0.0025599515,2079-07-31 15:00:00,2079,7,154,0,,,
47,0.0032708447,2079-07-31 15:00:00,2079,7,155,0,,,
48,0.005134374,2079-07-05 19:00:00,2079,7,156,0,,,
49,0.0027558105,2079-07-31 19:00:00,2079,7,157,0,,,
50,0.006870808,2079-07-31 17:00:00,2079,7,158,0,,,
51,0.0037769403,2079-07-31 18:00:00,2079,7,159,0,,,
52,0.004969338,2079-07-31 18:00:00,2079,7,160,0,,,
53,0.011557709,2079-07-28 14:00:00,2079,7,161,0,,,
54,0.006442079,2079-07-06 12:00:00,2079,7,162,0,,,
55,0.0042354553,2079-07-31 20:00:00,2079,7,163,0,,,
56,0.0034344946,2079-07-28 20:00:00,2079,7,164,0,,,
57,0.0033223482,2079-07-28 21:00:00,2079,7,165,0,,,
58,0.0048433617,2079-07-28 23:00:00,2079,7,166,0,,,
59,0.0029167987,2079-07-06 16:00:00,2079,7,167,0,,,
60,0.0053416323,2079-07-05 19:00:00,2079,7,168,0,,,
61,0.0033160949,2079-07-28 01:00:00,2079,7,169,0,,,
62,0.004511417,2079-07-18 21:00:00,2079,7,170,0,,,
63,0.007315673,2079-07-31 18:00:00,2079,7,171,0,,,
64,0.0018228309,2079-07-31 14:00:00,2079,7,172,0,,,
65,0.0025222534,2079-07-06 21:00:00,2079,7,173,0,,,
66,0.005269974,2079-07-05 15:00:00,2079,7,174,0,,,
67,0.008959531,2079-07-28 15:00:00,2079,7,175,0,,,
68,0.0063255583,2079-07-05 16:00:00,2079,7,176,0,,,
69,0.0032997737,2079-07-28 21:00:00,2079,7,177,0,,,
70,0.003588232,2079-07-28 21:00:00,2079,7,178,0,,,
71,0.0025798264,2079-07-07 03:00:00,2079,7,179,0,,,
72,0.0068112346,2079-07-28 17:00:00,2079,7,180,0,,,
73,0.010192586,2079-07-05 20:00:00,2079,7,181,0,,,
74,0.0045698048,2079-07-05 20:00:00,2079,7,182,0,,,
75,0.0029182155,2079-07-06 18:00:00,2079,7,183,0,,,
76,0.0043579694,2079-07-31 19:00:00,2079,7,184,0,,,
77,0.0037706473,2079-07-06 20:00:00,2079,7,185,0,,,
78,0.0066784862,2079-07-28 15:00:00,2079,7,186,0,,,
79,0.0044346084,2079-07-31 21:00:00,2079,7,187,0,,,
80,0.0059185866,2079-07-06 14:00:00,2079,7,188,0,,,
81,0.006697251,2079-07-04 17:00:00,2079,7,189,0,,,
82,0.0031099273,2079-07-07 03:00:00,2079,7,190,0,,,
83,0.0025793442,2079-07-06 17:00:00,2079,7,191,0,,,
84,0.002896417,2079-07-06 00:00:00,2079,7,192,0,,,
85,0.0017380153,2079-07-28 03:00:00,2079,7,193,0,,,
86,0.0030367754,2079-07-18 21:00:00,2079,7,194,0,,,
87,0.0030407035,2079-07-18 22:00:00,2079,7,195,0,,,
88,0.004410845,2079-07-05 21:00:00,2079,7,196,0,,,
89,0.0031064458,2079-07-19 08:00:00,2079,7,197,0,,,
90,0.003145895,2079-07-28 16:00:00,2079,7,198,0,,,
91,0.0050413497,2079-07-18 21:00:00,2079,7,199,0,,,
92,0.008988136,2079-07-28 16:00:00,2079,7,200,0,,,
93,0.018325591,2079-07-06 15:00:00,2079,7,201,0,,,
94,0.009784687,2079-07-05 17:00:00,2079,7,202,0,,,
95,0.010599662,2079-07-28 14:00:00,2079,7,203,0,,,
96,0.0012937133,2079-07-28 18:00:00,2079,7,204,0,,,
97,0.0071443147,2079-07-28 18:00:00,2079,7,205,0,,,
98,0.0029538726,2079-07-28 04:00:00,2079,7,206,0,,,
99,0.0058110207,2079-07-05 21:00:00,2079,7,207,0,,,
100,0.006671101,2079-07-19 08:00:00,2079,7,208,0,,,
101,0.005570691,2079-07-18 23:00:00,2079,7,209,0,,,
102,0.006072113,2079-07-05 16:00:00,2079,7,210,0,,,
103,0.0061350013,2079-07-28 16:00:00,2079,7,211,0,,,
104,0.0038519145,2079-07-06 16:00:00,2079,7,212,0,,,
105,0.00688692,2079-07-06 16:00:00,2079,7,213,0,,,
106,0.0074760574,2079-07-06 16:00:00,2079,7,214,0,,,
107,0.0116840275,2079-07-06 16:00:00,2079,7,215,0,,,
0,0.00018372989,2079-08-08 03:00:00,2079,8,216,0,,,
1,0.00045296352,2079-08-16 11:00:00,2079,8,217,0,,,
2,0.0023047945,2079-08-06 18:00:00,2079,8,218,0,,,
3,0.0025598423,2079-08-06 18:00:00,2079,8,219,0,,,
4,0.0057184403,2079-08-06 18:00:00,2079,8,220,0,,,
5,0.0034235388,2079-08-06 18:00:00,2079,8,221,0,,,
6,0.0032813516,2079-08-30 00:00:00,2079,8,222,0,,,
7,0.0038944276,2079-08-29 11:00:00,2079,8,223,0,,,
8,0.0041930424,2079-08-06 03:00:00,2079,8,224,0,,,
9,0.004406797,2079-08-16 17:00:00,2079,8,225,0,,,
10,0.008592114,2079-08-16 17:00:00,2079,8,226,0,,,
12,0.00048244104,2079-08-06 21:00:00,2079,8,228,0,,,
13,0.0019660918,2079-08-07 18:00:00,2079,8,229,0,,,
14,0.0029876512,2079-08-06 18:00:00,2079,8,230,0,,,
15,0.002637593,2079-08-29 15:00:00,2079,8,231,0,,,
16,0.003971643,2079-08-29 14:00:00,2079,8,232,0,,,
17,0.0014968384,2079-08-06 15:00:00,2079,8,233,0,,,
18,0.0056783017,2079-08-06 19:00:00,2079,8,234,0,,,
19,0.0037721475,2079-08-04 02:00:00,2079,8,235,0,,,
20,0.007575993,2079-08-04 01:00:00,2079,8,236,0,,,
21,0.0038822955,2079-08-06 20:00:00,2079,8,237,0,,,
22,0.009407397,2079-08-04 02:00:00,2079,8,238,0,,,
23,0.0072544464,2079-08-04 00:00:00,2079,8,239,0,,,
24,0.0065966924,2079-08-07 18:00:00,2079,8,240,0,,,
25,0.0012293127,2079-08-06 18:00:00,2079,8,241,0,,,
26,0.0009980719,2079-08-04 03:00:00,2079,8,242,0,,,
27,0.0045783026,2079-08-06 18:00:00,2079,8,243,0,,,
28,0.0025709614,2079-08-06 18:00:00,2079,8,244,0,,,
29,0.004011737,2079-08-06 18:00:00,2079,8,245,0,,,
30,0.004969278,2079-08-06 19:00:00,2079,8,246,0,,,
31,0.0037192318,2079-08-06 19:00:00,2079,8,247,0,,,
32,0.0079103345,2079-08-04 01:00:00,2079,8,248,0,,,
33,0.007258612,2079-08-06 20:00:00,2079,8,249,0,,,
35,0.0077679274,2079-08-06 21:00:00,2079,8,251,0,,,
36,0.0066646826,2079-08-08 05:00:00,2079,8,252,0,,,
37,0.0022628088,2079-08-06 18:00:00,2079,8,253,0,,,
38,0.0031691203,2079-08-07 19:00:00,2079,8,254,0,,,
39,0.0040031564,2079-08-06 19:00:00,2079,8,255,0,,,
40,0.0045321924,2079-08-06 18:00:00,2079,8,256,0,,,
41,0.0020300725,2079-08-06 18:00:00,2079,8,257,0,,,
42,0.003006096,2079-08-06 18:00:00,2079,8,258,0,,,
43,0.004664604,2079-08-06 19:00:00,2079,8,259,0,,,
44,0.0026355933,2079-08-08 02:00:00,2079,8,260,0,,,
45,0.009121095,2079-08-06 20:00:00,2079,8,261,0,,,
46,0.0029489473,2079-08-18 19:00:00,2079,8,262,0,,,
47,0.008171406,2079-08-06 21:00:00,2079,8,263,0,,,
48,0.0056345556,2079-08-08 05:00:00,2079,8,264,0,,,
49,0.008094293,2079-08-08 05:00:00,2079,8,265,0,,,
50,0.004509482,2079-08-08 06:00:00,2079,8,266,0,,,
51,0.0043642577,2079-08-06 19:00:00,2079,8,267,0,,,
52,0.0029811524,2079-08-06 19:00:00,2079,8,268,0,,,
53,0.001511566,2079-08-26 22:00:00,2079,8,269,0,,,
54,0.0030232752,2079-08-06 15:00:00,2079,8,270,0,,,
55,0.0023980704,2079-08-12 14:00:00,2079,8,271,0,,,
56,0.0032464063,2079-08-06 15:00:00,2079,8,272,0,,,
57,0.0054004574,2079-08-06 16:00:00,2079,8,273,0,,,
58,0.005524376,2079-08-06 16:00:00,2079,8,274,0,,,
59,0.0035910814,2079-08-06 21:00:00,2079,8,275,0,,,
60,0.002312894,2079-08-04 20:00:00,2079,8,276,0,,,
61,0.008173893,2079-08-08 05:00:00,2079,8,277,0,,,
62,0.0033184635,2079-08-06 18:00:00,2079,8,278,0,,,
63,0.006638183,2079-08-07 20:00:00,2079,8,279,0,,,
64,0.010779917,2079-08-06 19:00:00,2079,8,280,0,,,
65,0.003264468,2079-08-04 05:00:00,2079,8,281,0,,,
66,0.0059316107,2079-08-06 20:00:00,2079,8,282,0,,,
67,0.0023882082,2079-08-06 20:00:00,2079,8,283,0,,,
68,0.0034223052,2079-08-07 21:00:00,2079,8,284,0,,,
69,0.004462901,2079-08-07 21:00:00,2079,8,285,0,,,
70,0.00194059,2079-08-07 00:00:00,2079,8,286,0,,,
71,0.0033404569,2079-08-10 06:00:00,2079,8,287,0,,,
72,0.0010377382,2079-08-08 04:00:00,2079,8,288,0,,,
73,0.0049724476,2079-08-06 18:00:00,2079,8,289,0,,,
74,0.0042792596,2079-08-07 20:00:00,2079,8,290,0,,,
75,0.00509605,2079-08-06 13:00:00,2079,8,291,0,,,
76,0.0023913467,2079-08-08 06:00:00,2079,8,292,0,,,
77,0.007832531,2079-08-06 19:00:00,2079,8,293,0,,,
78,0.004031148,2079-08-06 20:00:00,2079,8,294,0,,,
79,0.0049778097,2079-08-06 20:00:00,2079,8,295,0,,,
80,0.0026426923,2079-08-06 20:00:00,2079,8,296,0,,,
81,0.005861493,2079-08-06 17:00:00,2079,8,297,0,,,
82,0.006235778,2079-08-06 17:00:00,2079,8,298,0,,,
83,0.0024523765,2079-08-07 00:00:00,2079,8,299,0,,,
84,0.0050461264,2079-08-08 03:00:00,2079,8,300,0,,,
85,0.0033143302,2079-08-08 03:00:00,2079,8,301,0,,,
86,0.00040994782,2079-08-08 05:00:00,2079,8,302,0,,,
87,0.0015166751,2079-08-06 14:00:00,2079,8,303,0,,,
88,0.0067275963,2079-08-06 13:00:00,2079,8,304,0,,,
89,0.0071900776,2079-08-06 19:00:00,2079,8,305,0,,,
90,0.0008687043,2079-08-04 02:00:00,2079,8,306,0,,,
91,0.006173449,2079-08-06 20:00:00,2079,8,307,0,,,
92,0.014335101,2079-08-06 20:00:00,2079,8,308,0,,,
93,0.003198855,2079-08-26 23:00:00,2079,8,309,0,,,
94,0.0048432294,2079-08-07 22:00:00,2079,8,310,0,,,
95,0.0054733087,2079-08-07 22:00:00,2079,8,311,0,,,
96,0.0033071013,2079-08-08 03:00:00,2079,8,312,0,,,
97,0.0062942617,2079-08-06 18:00:00,2079,8,313,0,,,
98,0.0068626856,2079-08-06 12:00:00,2079,8,314,0,,,
99,0.0015731216,2079-08-04 06:00:00,2079,8,315,0,,,
100,0.006676338,2079-08-06 19:00:00,2079,8,316,0,,,
101,0.0015803179,2079-08-06 19:00:00,2079,8,317,0,,,
102,0.0014548675,2079-08-26 18:00:00,2079,8,318,0,,,
103,0.0049200766,2079-08-06 20:00:00,2079,8,319,0,,,
104,0.014763031,2079-08-06 20:00:00,2079,8,320,0,,,
105,0.0014667804,2079-08-26 20:00:00,2079,8,321,0,,,
106,0.0028238154,2079-08-06 17:00:00,2079,8,322,0,,,
107,0.0042397734,2079-08-06 21:00:00,2079,8,323,0,,,
0,0.0011743992,2080-06-11 11:00:00,2080,6,324,0,,,
1,0.0027893947,2080-06-05 10:00:00,2080,6,325,0,,,
2,0.0028531507,2080-06-05 14:00:00,2080,6,326,0,,,
3,0.002193734,2080-06-05 15:00:00,2080,6,327,0,,,
4,0.0036476655,2080-06-11 01:00:00,2080,6,328,0,,,
5,0.0042416593,2080-06-05 17:00:00,2080,6,329,0,,,
6,0.0060868845,2080-06-11 01:00:00,2080,6,330,0,,,
7,0.004654084,2080-06-11 01:00:00,2080,6,331,0,,,
8,0.0028684756,2080-06-11 13:00:00,2080,6,332,0,,,
9,0.0018896359,2080-06-09 18:00:00,2080,6,333,0,,,
10,0.0031795872,2080-06-04 22:00:00,2080,6,334,0,,,
11,0.001260399,2080-06-11 08:00:00,2080,6,335,0,,,
12,0.0015618317,2080-06-05 16:00:00,2080,6,336,0,,,
13,0.0028735846,2080-06-05 08:00:00,2080,6,337,0,,,
14,0.0030493902,2080-06-05 10:00:00,2080,6,338,0,,,
15,0.0024013845,2080-06-05 15:00:00,2080,6,339,0,,,
16,0.0023085033,2080-06-06 15:00:00,2080,6,340,0,,,
17,0.0019237769,2080-06-05 18:00:00,2080,6,341,0,,,
18,0.0038891467,2080-06-05 18:00:00,2080,6,342,0,,,
19,0.0031858515,2080-06-11 02:00:00,2080,6,343,0,,,
20,0.003718735,2080-06-11 01:00:00,2080,6,344,0,,,
21,0.0026172353,2080-06-11 12:00:00,2080,6,345,0,,,
22,0.002049423,2080-06-09 18:00:00,2080,6,346,0,,,
23,0.0013619151,2080-06-09 17:00:00,2080,6,347,0,,,
24,0.0030573604,2080-06-10 20:00:00,2080,6,348,0,,,
25,0.0024410472,2080-06-11 09:00:00,2080,6,349,0,,,
26,0.004091986,2080-06-05 09:00:00,2080,6,350,0,,,
27,0.0027956972,2080-06-05 15:00:00,2080,6,351,0,,,
28,0.002717262,2080-06-11 10:00:00,2080,6,352,0,,,
29,0.0025326787,2080-06-05 17:00:00,2080,6,353,0,,,
30,0.0033058615,2080-06-05 18:00:00,2080,6,354,0,,,
31,0.0018033359,2080-06-05 20:00:00,2080,6,355,0,,,
32,0.0041037067,2080-06-05 01:00:00,2080,6,356,0,,,
33,0.0035426642,2080-06-04 23:00:00,2080,6,357,0,,,
34,0.0019898638,2080-06-05 01:00:00,2080,6,358,0,,,
35,0.0015419777,2080-06-11 12:00:00,2080,6,359,0,,,
36,0.0018510274,2080-06-10 12:00:00,2080,6,360,0,,,
37,0.0020297947,2080-06-11 08:00:00,2080,6,361,0,,,
38,0.0030719915,2080-06-11 08:00:00,2080,6,362,0,,,
39,0.0026655472,2080-06-11 07:00:00,2080,6,363,0,,,
40,0.0047695194,2080-06-11 08:00:00,2080,6,364,0,,,
41,0.006601899,2080-06-11 09:00:00,2080,6,365,0,,,
42,0.0034850405,2080-06-11 11:00:00,2080,6,366,0,,,
43,0.0023984266,2080-06-11 11:00:00,2080,6,367,0,,,
44,0.0018271796,2080-06-05 21:00:00,2080,6,368,0,,,
45,0.0019764074,2080-06-11 14:00:00,2080,6,369,0,,,
46,0.0032436852,2080-06-04 15:00:00,2080,6,370,0,,,
47,0.0031130794,2080-06-11 13:00:00,2080,6,371,0,,,
48,0.0023501862,2080-06-09 16:00:00,2080,6,372,0,,,
49,0.0018256414,2080-06-05 12:00:00,2080,6,373,0,,,
50,0.0020185432,2080-06-05 10:00:00,2080,6,374,0,,,
51,0.004224341,2080-06-11 08:00:00,2080,6,375,0,,,
52,0.0043659382,2080-06-11 07:00:00,2080,6,376,0,,,
53,0.004215832,2080-06-05 12:00:00,2080,6,377,0,,,
54,0.006370839,2080-06-11 11:00:00,2080,6,378,0,,,
55,0.0085691735,2080-06-11 11:00:00,2080,6,379,0,,,
56,0.0040778657,2080-06-11 12:00:00,2080,6,380,0,,,
57,0.005353678,2080-06-04 17:00:00,2080,6,381,0,,,
58,0.005266743,2080-06-11 14:00:00,2080,6,382,0,,,
59,0.0036604898,2080-06-03 18:00:00,2080,6,383,0,,,
60,0.0010754282,2080-06-09 16:00:00,2080,6,384,0,,,
61,0.0009689986,2080-06-05 17:00:00,2080,6,385,0,,,
62,0.0013931971,2080-06-11 06:00:00,2080,6,386,0,,,
63,0.0041420655,2080-06-09 19:00:00,2080,6,387,0,,,
64,0.0026744613,2080-06-05 16:00:00,2080,6,388,0,,,
65,0.0028786305,2080-06-05 12:00:00,2080,6,389,0,,,
66,0.002696188,2080-06-03 17:00:00,2080,6,390,0,,,
67,0.004522572,2080-06-11 10:00:00,2080,6,391,0,,,
68,0.005518918,2080-06-11 12:00:00,2080,6,392,0,,,
69,0.0018524666,2080-06-11 13:00:00,2080,6,393,0,,,
70,0.0039586173,2080-06-04 18:00:00,2080,6,394,0,,,
71,0.009555458,2080-06-11 14:00:00,2080,6,395,0,,,
72,0.0015506097,2080-06-11 01:00:00,2080,6,396,0,,,
73,0.001965183,2080-06-04 23:00:00,2080,6,397,0,,,
74,0.0014558536,2080-06-05 18:00:00,2080,6,398,0,,,
75,0.005469473,2080-06-09 19:00:00,2080,6,399,0,,,
76,0.0026089125,2080-06-05 11:00:00,2080,6,400,0,,,
77,0.0020306678,2080-06-05 06:00:00,2080,6,401,0,,,
78,0.0026646159,2080-06-05 13:00:00,2080,6,402,0,,,
79,0.0042990386,2080-06-05 13:00:00,2080,6,403,0,,,
80,0.0036607021,2080-06-05 14:00:00,2080,6,404,0,,,
81,0.0020251654,2080-06-11 14:00:00,2080,6,405,0,,,
82,0.0019655146,2080-06-11 09:00:00,2080,6,406,0,,,
83,0.00530391,2080-06-11 12:00:00,2080,6,407,0,,,
84,0.0014606754,2080-06-05 11:00:00,2080,6,408,0,,,
85,0.002174805,2080-06-05 00:00:00,2080,6,409,0,,,
86,0.0046207123,2080-06-05 09:00:00,2080,6,410,0,,,
87,0.0027656525,2080-06-05 10:00:00,2080,6,411,0,,,
88,0.006291776,2080-06-05 11:00:00,2080,6,412,0,,,
89,0.0034331442,2080-06-05 11:00:00,2080,6,413,0,,,
90,0.0027474216,2080-06-05 07:00:00,2080,6,414,0,,,
91,0.0015735143,2080-06-05 13:00:00,2080,6,415,0,,,
92,0.0027031985,2080-06-05 14:00:00,2080,6,416,0,,,
