block,year,month,to_change,constraint_begin,constraint_end,TOT_PR,time
39,2001,8,0,,,0.003801895,2001-08-03 13:00:00
40,2001,8,0,,,0.0060815215,2001-08-30 03:00:00
41,2001,8,0,,,0.0055235135,2001-08-30 04:00:00
42,2001,8,0,,,0.0047175027,2001-08-30 04:00:00
43,2001,8,0,,,0.0057730135,2001-08-30 05:00:00
44,2001,8,0,,,0.0029013073,2001-08-30 06:00:00
45,2001,8,0,,,0.0051367832,2001-08-17 11:00:00
46,2001,8,0,,,0.0034230654,2001-08-30 07:00:00
47,2001,8,0,,,0.0020378262,2001-08-30 08:00:00
0,2002,6,0,,,0.0018495779,2002-06-24 05:00:00
1,2002,6,0,,,0.0034364685,2002-06-23 18:00:00
2,2002,6,0,,,0.0028079832,2002-06-28 07:00:00
3,2002,6,0,,,0.001849846,2002-06-05 18:00:00
4,2002,6,0,,,0.0034218698,2002-06-05 03:00:00
5,2002,6,0,,,0.0034649447,2002-06-05 00:00:00
6,2002,6,0,,,0.0027920303,2002-06-05 01:00:00
7,2002,6,0,,,0.003660597,2002-06-04 23:00:00
8,2002,6,0,,,0.0062915036,2002-06-24 05:00:00
9,2002,6,0,,,0.002980742,2002-06-24 06:00:00
10,2002,6,0,,,0.0033657993,2002-06-23 19:00:00
11,2002,6,0,,,0.0016253804,2002-06-28 07:00:00
12,2002,6,0,,,0.0035402332,2002-06-05 06:00:00
13,2002,6,0,,,0.0058815875,2002-06-05 12:00:00
14,2002,6,0,,,0.0048403284,2002-06-05 01:00:00
15,2002,6,0,,,0.0028952167,2002-06-05 14:00:00
16,2002,6,0,,,0.0041292403,2002-06-24 05:00:00
17,2002,6,0,,,0.003226367,2002-06-24 01:00:00
18,2002,6,0,,,0.0043226294,2002-06-24 06:00:00
19,2002,6,0,,,0.0026284188,2002-06-24 07:00:00
20,2002,6,0,,,0.0016629199,2002-06-24 08:00:00
21,2002,6,0,,,0.0046206075,2002-06-05 06:00:00
22,2002,6,0,,,0.001982089,2002-06-05 01:00:00
23,2002,6,0,,,0.0019134815,2002-06-24 09:00:00
24,2002,6,0,,,0.0024001244,2002-06-03 23:00:00
25,2002,6,0,,,0.0031973047,2002-06-24 03:00:00
26,2002,6,0,,,0.0022622147,2002-06-24 05:00:00
27,2002,6,0,,,0.002707018,2002-06-24 06:00:00
28,2002,6,0,,,0.004024584,2002-06-23 20:00:00
29,2002,6,0,,,0.0043797265,2002-06-19 17:00:00
30,2002,6,0,,,0.002321388,2002-06-20 17:00:00
31,2002,6,0,,,0.00258681,2002-06-24 08:00:00
32,2002,6,0,,,0.0031596401,2002-06-05 01:00:00
33,2002,6,0,,,0.0013663007,2002-06-12 17:00:00
34,2002,6,0,,,0.0022979649,2002-06-24 04:00:00
35,2002,6,0,,,0.0031128905,2002-06-23 19:00:00
36,2002,6,0,,,0.002480347,2002-06-24 03:00:00
37,2002,6,0,,,0.005491717,2002-06-23 20:00:00
38,2002,6,0,,,0.0043187886,2002-06-23 21:00:00
39,2002,6,0,,,0.0017487736,2002-06-20 16:00:00
40,2002,6,0,,,0.0022919518,2002-06-05 00:00:00
41,2002,6,0,,,0.004068105,2002-06-05 00:00:00
42,2002,6,0,,,0.001026545,2002-06-13 16:00:00
43,2002,6,0,,,0.0015462072,2002-06-20 11:00:00
44,2002,6,0,,,0.004468796,2002-06-23 20:00:00
45,2002,6,0,,,0.0032096491,2002-06-23 20:00:00
46,2002,6,0,,,0.0056282636,2002-06-23 21:00:00
47,2002,6,0,,,0.008665164,2002-06-23 21:00:00
0,2002,7,0,,,0.0020028693,2002-07-10 07:00:00
1,2002,7,0,,,0.0016306851,2002-07-10 08:00:00
2,2002,7,0,,,0.0014100781,2002-07-06 04:00:00
3,2002,7,0,,,0.0016219798,2002-07-06 05:00:00
4,2002,7,0,,,0.0021619762,2002-07-31 21:00:00
5,2002,7,0,,,0.0027673296,2002-07-31 23:00:00
6,2002,7,0,,,0.0054266164,2002-07-13 16:00:00
7,2002,7,0,,,0.0046376376,2002-07-13 11:00:00
8,2002,7,0,,,0.0020018723,2002-07-10 07:00:00
9,2002,7,0,,,0.0018272573,2002-07-10 08:00:00
10,2002,7,0,,,0.0019109019,2002-07-10 08:00:00
11,2002,7,0,,,0.0017342806,2002-07-06 05:00:00
12,2002,7,0,,,0.0017045343,2002-07-06 06:00:00
13,2002,7,0,,,0.002795689,2002-07-03 18:00:00
14,2002,7,0,,,0.0032975464,2002-07-03 20:00:00
15,2002,7,0,,,0.0036285094,2002-07-12 21:00:00
16,2002,7,0,,,0.00505117,2002-07-10 04:00:00
17,2002,7,0,,,0.002091098,2002-07-10 08:00:00
18,2002,7,0,,,0.002579214,2002-07-10 08:00:00
19,2002,7,0,,,0.002253592,2002-07-10 09:00:00
20,2002,7,0,,,0.0020239775,2002-07-06 06:00:00
21,2002,7,0,,,0.002632424,2002-07-21 07:00:00
22,2002,7,0,,,0.0027938168,2002-07-21 08:00:00
23,2002,7,0,,,0.0041422164,2002-07-03 19:00:00
24,2002,7,0,,,0.0031907256,2002-07-10 04:00:00
25,2002,7,0,,,0.0023626087,2002-07-21 05:00:00
26,2002,7,0,,,0.0031909815,2002-07-10 05:00:00
27,2002,7,0,,,0.0021898402,2002-07-15 11:00:00
28,2002,7,0,,,0.0023010736,2002-07-31 07:00:00
29,2002,7,0,,,0.0026043158,2002-07-31 08:00:00
30,2002,7,0,,,0.002148727,2002-07-21 07:00:00
31,2002,7,0,,,0.003403897,2002-07-03 18:00:00
32,2002,7,0,,,0.005294339,2002-07-21 02:00:00
33,2002,7,0,,,0.0027292697,2002-07-16 19:00:00
34,2002,7,0,,,0.0023852393,2002-07-15 13:00:00
35,2002,7,0,,,0.0028115592,2002-07-15 12:00:00
36,2002,7,0,,,0.0024701995,2002-07-15 11:00:00
37,2002,7,0,,,0.0023983212,2002-07-15 10:00:00
38,2002,7,0,,,0.0018646064,2002-07-13 20:00:00
39,2002,7,0,,,0.002306656,2002-07-21 06:00:00
40,2002,7,0,,,0.002031886,2002-07-10 03:00:00
41,2002,7,0,,,0.0041820463,2002-07-21 02:00:00
42,2002,7,0,,,0.0029696727,2002-07-21 01:00:00
43,2002,7,0,,,0.001994164,2002-07-15 13:00:00
44,2002,7,0,,,0.0017307056,2002-07-15 12:00:00
45,2002,7,0,,,0.0028876283,2002-07-20 21:00:00
46,2002,7,0,,,0.0013303995,2002-07-15 10:00:00
47,2002,7,0,,,0.0068453536,2002-07-15 17:00:00
0,2002,8,0,,,0.003125859,2002-08-03 18:00:00
1,2002,8,0,,,0.0030595441,2002-08-11 21:00:00
2,2002,8,0,,,0.0025280167,2002-08-03 19:00:00
3,2002,8,0,,,0.0019297044,2002-08-03 14:00:00
4,2002,8,0,,,0.004847757,2002-08-30 23:00:00
5,2002,8,0,,,0.0036771065,2002-08-31 01:00:00
6,2002,8,0,,,0.0021426172,2002-08-10 19:00:00
7,2002,8,0,,,0.004257897,2002-08-04 02:00:00
8,2002,8,0,,,0.002125119,2002-08-11 14:00:00
9,2002,8,0,,,0.0024035105,2002-08-11 20:00:00
10,2002,8,0,,,0.0023274478,2002-08-11 22:00:00
11,2002,8,0,,,0.0017222576,2002-08-11 23:00:00
12,2002,8,0,,,0.002319822,2002-08-31 00:00:00
13,2002,8,0,,,0.0036269096,2002-08-01 00:00:00
14,2002,8,0,,,0.0033874405,2002-08-04 01:00:00
15,2002,8,0,,,0.004418824,2002-08-04 02:00:00
16,2002,8,0,,,0.003518074,2002-08-21 03:00:00
17,2002,8,0,,,0.002299121,2002-08-04 00:00:00
18,2002,8,0,,,0.0023030979,2002-08-03 19:00:00
19,2002,8,0,,,0.0020971694,2002-08-11 21:00:00
20,2002,8,0,,,0.0025389246,2002-08-11 23:00:00
21,2002,8,0,,,0.0019041718,2002-08-12 00:00:00
22,2002,8,0,,,0.0025499477,2002-08-03 22:00:00
23,2002,8,0,,,0.0021116773,2002-08-04 17:00:00
24,2002,8,0,,,0.003149671,2002-08-21 03:00:00
25,2002,8,0,,,0.003569827,2002-08-03 19:00:00
26,2002,8,0,,,0.001996137,2002-08-09 20:00:00
27,2002,8,0,,,0.0024347876,2002-08-04 03:00:00
29,2002,8,0,,,0.002817339,2002-08-11 22:00:00
30,2002,8,0,,,0.0024309787,2002-08-12 00:00:00
31,2002,8,0,,,0.003950998,2002-08-12 01:00:00
32,2002,8,0,,,0.0025363485,2002-08-11 07:00:00
33,2002,8,0,,,0.003213717,2002-08-27 14:00:00
34,2002,8,0,,,0.0029126594,2002-08-03 19:00:00
35,2002,8,0,,,0.004272675,2002-08-03 20:00:00
36,2002,8,0,,,0.0021084007,2002-08-04 04:00:00
37,2002,8,0,,,0.0024210934,2002-08-27 17:00:00
38,2002,8,0,,,0.002082697,2002-08-03 16:00:00
39,2002,8,0,,,0.0030796095,2002-08-11 23:00:00
40,2002,8,0,,,0.0019666802,2002-08-11 07:00:00
41,2002,8,0,,,0.002502316,2002-08-11 06:00:00
42,2002,8,0,,,0.0026180164,2002-08-11 04:00:00
43,2002,8,0,,,0.0024413094,2002-08-11 02:00:00
44,2002,8,0,,,0.0028724456,2002-08-03 21:00:00
45,2002,8,0,,,0.0032561421,2002-08-03 22:00:00
46,2002,8,0,,,0.0015403474,2002-08-04 06:00:00
47,2002,8,0,,,0.0030686886,2002-08-03 17:00:00
0,2003,6,0,,,0.0036398007,2003-06-12 14:00:00
1,2003,6,0,,,0.0059790723,2003-06-12 15:00:00
2,2003,6,0,,,0.005267359,2003-06-28 15:00:00
3,2003,6,0,,,0.0016464737,2003-06-28 16:00:00
4,2003,6,0,,,0.0017567324,2003-06-17 02:00:00
5,2003,6,0,,,0.0025859042,2003-06-15 18:00:00
6,2003,6,0,,,0.0057927654,2003-06-28 18:00:00
8,2003,6,0,,,0.0013255703,2003-06-04 23:00:00
9,2003,6,0,,,0.0049509145,2003-06-12 15:00:00
10,2003,6,0,,,0.0030241366,2003-06-05 19:00:00
11,2003,6,0,,,0.003269089,2003-06-12 16:00:00
12,2003,6,0,,,0.001351114,2003-06-08 20:00:00
13,2003,6,0,,,0.0038843825,2003-06-05 23:00:00
14,2003,6,0,,,0.0019383811,2003-06-12 18:00:00
15,2003,6,0,,,0.002105645,2003-06-14 14:00:00
16,2003,6,0,,,0.004611382,2003-06-12 13:00:00
17,2003,6,0,,,0.0024260774,2003-06-25 18:00:00
18,2003,6,0,,,0.0025536437,2003-06-12 15:00:00
19,2003,6,0,,,0.004700807,2003-06-12 16:00:00
20,2003,6,0,,,0.00449344,2003-06-12 16:00:00
21,2003,6,0,,,0.00220123,2003-06-12 17:00:00
22,2003,6,0,,,0.002855045,2003-06-24 14:00:00
23,2003,6,0,,,0.0027810324,2003-06-24 15:00:00
24,2003,6,0,,,0.0042254734,2003-06-05 17:00:00
25,2003,6,0,,,0.002961039,2003-06-05 18:00:00
26,2003,6,0,,,0.0031086341,2003-06-25 19:00:00
27,2003,6,0,,,0.0019965654,2003-06-14 12:00:00
28,2003,6,0,,,0.0034142656,2003-06-25 20:00:00
29,2003,6,0,,,0.0036717565,2003-06-05 21:00:00
30,2003,6,0,,,0.0023897204,2003-06-22 17:00:00
31,2003,6,0,,,0.0036052573,2003-06-12 17:00:00
32,2003,6,0,,,0.0049316864,2003-06-12 13:00:00
33,2003,6,0,,,0.004743119,2003-06-05 18:00:00
34,2003,6,0,,,0.0031960234,2003-06-05 18:00:00
35,2003,6,0,,,0.003942951,2003-06-05 19:00:00
36,2003,6,0,,,0.004347028,2003-06-05 20:00:00
37,2003,6,0,,,0.002800758,2003-06-05 21:00:00
38,2003,6,0,,,0.004720492,2003-06-05 22:00:00
39,2003,6,0,,,0.0026798474,2003-06-12 18:00:00
40,2003,6,0,,,0.0027571092,2003-06-22 15:00:00
41,2003,6,0,,,0.011161994,2003-06-12 14:00:00
42,2003,6,0,,,0.0045588147,2003-06-12 14:00:00
43,2003,6,0,,,0.0021575538,2003-06-05 19:00:00
44,2003,6,0,,,0.00694247,2003-06-22 17:00:00
45,2003,6,0,,,0.0024154335,2003-06-05 21:00:00
46,2003,6,0,,,0.0035175378,2003-06-05 21:00:00
47,2003,6,0,,,0.006015181,2003-06-05 22:00:00
0,2003,7,0,,,0.0030494616,2003-07-24 04:00:00
1,2003,7,0,,,0.0024001773,2003-07-22 17:00:00
2,2003,7,0,,,0.006481112,2003-07-22 17:00:00
3,2003,7,0,,,0.004236343,2003-07-27 11:00:00
4,2003,7,0,,,0.0024376586,2003-07-15 22:00:00
5,2003,7,0,,,0.0040252986,2003-07-01 15:00:00
7,2003,7,0,,,0.0039485684,2003-07-01 16:00:00
8,2003,7,0,,,0.0031908946,2003-07-24 04:00:00
9,2003,7,0,,,0.0036584043,2003-07-16 15:00:00
10,2003,7,0,,,0.0038359389,2003-07-16 15:00:00
11,2003,7,0,,,0.0024766189,2003-07-27 17:00:00
12,2003,7,0,,,0.0047250264,2003-07-22 18:00:00
13,2003,7,0,,,0.0065506124,2003-07-16 17:00:00
14,2003,7,0,,,0.004152472,2003-07-23 22:00:00
15,2003,7,0,,,0.005256829,2003-07-01 16:00:00
16,2003,7,0,,,0.0012959692,2003-07-27 14:00:00
17,2003,7,0,,,0.0011156813,2003-07-23 20:00:00
18,2003,7,0,,,0.0034887493,2003-07-22 18:00:00
19,2003,7,0,,,0.0052722823,2003-07-16 16:00:00
20,2003,7,0,,,0.004048974,2003-07-22 19:00:00
21,2003,7,0,,,0.0027530773,2003-07-27 12:00:00
22,2003,7,0,,,0.0035981706,2003-07-20 15:00:00
23,2003,7,0,,,0.0029041118,2003-07-27 19:00:00
24,2003,7,0,,,0.0021776806,2003-07-27 14:00:00
25,2003,7,0,,,0.0032847004,2003-07-27 08:00:00
26,2003,7,0,,,0.0030808637,2003-07-16 16:00:00
27,2003,7,0,,,0.0032017182,2003-07-16 16:00:00
28,2003,7,0,,,0.0051275888,2003-07-27 16:00:00
29,2003,7,0,,,0.002940608,2003-07-27 10:00:00
30,2003,7,0,,,0.0033275352,2003-07-21 12:00:00
31,2003,7,0,,,0.0026603905,2003-07-01 14:00:00
32,2003,7,0,,,0.0031597556,2003-07-27 07:00:00
33,2003,7,0,,,0.007924539,2003-07-27 08:00:00
34,2003,7,0,,,0.0027498319,2003-07-20 19:00:00
35,2003,7,0,,,0.0053285914,2003-07-16 17:00:00
36,2003,7,0,,,0.0030037854,2003-07-27 16:00:00
37,2003,7,0,,,0.008542627,2003-07-27 17:00:00
38,2003,7,0,,,0.0039440226,2003-07-22 20:00:00
39,2003,7,0,,,0.003694306,2003-07-16 16:00:00
40,2003,7,0,,,0.0017677026,2003-07-21 05:00:00
41,2003,7,0,,,0.001793916,2003-07-27 08:00:00
42,2003,7,0,,,0.0014909605,2003-07-27 08:00:00
43,2003,7,0,,,0.0058916435,2003-07-27 09:00:00
44,2003,7,0,,,0.0037323688,2003-07-16 17:00:00
45,2003,7,0,,,0.002414945,2003-07-16 16:00:00
46,2003,7,0,,,0.0059217983,2003-07-27 18:00:00
47,2003,7,0,,,0.0041978452,2003-07-16 17:00:00
0,2003,8,0,,,0.0054564676,2003-08-29 02:00:00
1,2003,8,0,,,0.004137672,2003-08-29 03:00:00
2,2003,8,0,,,0.0020091636,2003-08-29 04:00:00
3,2003,8,0,,,0.0020747397,2003-08-17 19:00:00
4,2003,8,0,,,0.0046656057,2003-08-28 18:00:00
5,2003,8,0,,,0.0034263318,2003-08-17 23:00:00
6,2003,8,0,,,0.007193357,2003-08-18 00:00:00
7,2003,8,0,,,0.005115198,2003-08-15 21:00:00
8,2003,8,0,,,0.006475439,2003-08-29 00:00:00
9,2003,8,0,,,0.0049077193,2003-08-29 01:00:00
10,2003,8,0,,,0.003521549,2003-08-13 18:00:00
11,2003,8,0,,,0.0023985351,2003-08-29 04:00:00
12,2003,8,0,,,0.0029452448,2003-08-29 06:00:00
13,2003,8,0,,,0.0054528336,2003-08-29 05:00:00
14,2003,8,0,,,0.0045770574,2003-08-29 07:00:00
15,2003,8,0,,,0.007350258,2003-08-29 18:00:00
16,2003,8,0,,,0.0040601273,2003-08-13 17:00:00
17,2003,8,0,,,0.002044671,2003-08-29 01:00:00
18,2003,8,0,,,0.0019592973,2003-08-29 01:00:00
19,2003,8,0,,,0.0013542721,2003-08-16 15:00:00
20,2003,8,0,,,0.003232018,2003-08-13 18:00:00
21,2003,8,0,,,0.004653665,2003-08-29 05:00:00
22,2003,8,0,,,0.006118628,2003-08-29 07:00:00
23,2003,8,0,,,0.004256633,2003-08-29 15:00:00
24,2003,8,0,,,0.0013842024,2003-08-13 17:00:00
25,2003,8,0,,,0.002411386,2003-08-07 00:00:00
26,2003,8,0,,,0.0015475537,2003-08-29 01:00:00
27,2003,8,0,,,0.0017462731,2003-08-06 18:00:00
28,2003,8,0,,,0.0018877004,2003-08-13 18:00:00
29,2003,8,0,,,0.0018355175,2003-08-17 20:00:00
30,2003,8,0,,,0.0036155018,2003-08-29 05:00:00
31,2003,8,0,,,0.0054095257,2003-08-29 06:00:00
32,2003,8,0,,,0.0030277022,2003-08-13 16:00:00
33,2003,8,0,,,0.002457256,2003-08-28 23:00:00
34,2003,8,0,,,0.001126652,2003-08-13 17:00:00
35,2003,8,0,,,0.0008426691,2003-08-17 18:00:00
36,2003,8,0,,,0.0014001249,2003-08-17 19:00:00
37,2003,8,0,,,0.0010573645,2003-08-30 02:00:00
38,2003,8,0,,,0.0016779567,2003-08-29 03:00:00
39,2003,8,0,,,0.0021260395,2003-08-13 20:00:00
40,2003,8,0,,,0.007449339,2003-08-28 22:00:00
41,2003,8,0,,,0.005376768,2003-08-28 23:00:00
42,2003,8,0,,,0.00257522,2003-08-28 23:00:00
43,2003,8,0,,,0.00089429086,2003-08-13 18:00:00
44,2003,8,0,,,0.0042156195,2003-08-29 00:00:00
45,2003,8,0,,,0.0033336743,2003-08-07 06:00:00
46,2003,8,0,,,0.0022591338,2003-08-28 21:00:00
47,2003,8,0,,,0.0008614271,2003-08-30 06:00:00
0,2004,6,0,,,0.003447333,2004-06-28 08:00:00
1,2004,6,0,,,0.0035450915,2004-06-28 08:00:00
2,2004,6,0,,,0.0016466829,2004-06-23 03:00:00
3,2004,6,0,,,0.001449698,2004-06-23 04:00:00
4,2004,6,0,,,0.0020780268,2004-06-23 04:00:00
5,2004,6,0,,,0.0024349703,2004-06-23 05:00:00
6,2004,6,0,,,0.0029132655,2004-06-19 17:00:00
7,2004,6,0,,,0.0016870736,2004-06-19 17:00:00
8,2004,6,0,,,0.0018176592,2004-06-28 08:00:00
9,2004,6,0,,,0.0024362328,2004-06-28 09:00:00
10,2004,6,0,,,0.0034001623,2004-06-28 09:00:00
11,2004,6,0,,,0.0013519209,2004-06-10 18:00:00
12,2004,6,0,,,0.0019814463,2004-06-23 04:00:00
13,2004,6,0,,,0.0024719217,2004-06-23 05:00:00
14,2004,6,0,,,0.0021487523,2004-06-23 05:00:00
15,2004,6,0,,,0.003658954,2004-06-28 16:00:00
16,2004,6,0,,,0.001154971,2004-06-23 14:00:00
17,2004,6,0,,,0.0023792437,2004-06-28 09:00:00
18,2004,6,0,,,0.0035339554,2004-06-10 17:00:00
19,2004,6,0,,,0.0028274253,2004-06-10 18:00:00
20,2004,6,0,,,0.00174256,2004-06-10 19:00:00
21,2004,6,0,,,0.0017024268,2004-06-23 05:00:00
22,2004,6,0,,,0.0010630434,2004-06-23 06:00:00
23,2004,6,0,,,0.0016693808,2004-06-28 17:00:00
24,2004,6,0,,,0.00067047746,2004-06-11 03:00:00
25,2004,6,0,,,0.00073045836,2004-06-11 04:00:00
26,2004,6,0,,,0.0016008073,2004-06-28 00:00:00
27,2004,6,0,,,0.0025928493,2004-06-10 18:00:00
28,2004,6,0,,,0.0034035603,2004-06-28 01:00:00
29,2004,6,0,,,0.0029125307,2004-06-27 23:00:00
30,2004,6,0,,,0.001393224,2004-06-28 02:00:00
31,2004,6,0,,,0.0025850006,2004-06-27 17:00:00
32,2004,6,0,,,0.0020920972,2004-06-23 12:00:00
33,2004,6,0,,,0.0008228786,2004-06-23 02:00:00
34,2004,6,0,,,0.002060896,2004-06-10 17:00:00
35,2004,6,0,,,0.0015763193,2004-06-10 17:00:00
36,2004,6,0,,,0.00068171555,2004-06-27 22:00:00
37,2004,6,0,,,0.0029225312,2004-06-27 23:00:00
38,2004,6,0,,,0.0012125478,2004-06-27 22:00:00
39,2004,6,0,,,0.0044078026,2004-06-28 00:00:00
40,2004,6,0,,,0.0014878907,2004-06-23 11:00:00
41,2004,6,0,,,0.00094828784,2004-06-23 01:00:00
42,2004,6,0,,,0.001048867,2004-06-10 16:00:00
43,2004,6,0,,,0.0043510855,2004-06-10 17:00:00
44,2004,6,0,,,0.001222938,2004-06-10 17:00:00
45,2004,6,0,,,0.0014592696,2004-06-23 04:00:00
46,2004,6,0,,,0.0013442457,2004-06-23 14:00:00
47,2004,6,0,,,0.002047183,2004-06-13 18:00:00
0,2004,7,0,,,0.0032132717,2004-07-19 18:00:00
1,2004,7,0,,,0.0032943424,2004-07-07 14:00:00
2,2004,7,0,,,0.002124104,2004-07-07 14:00:00
3,2004,7,0,,,0.0035613973,2004-07-08 16:00:00
4,2004,7,0,,,0.0049090865,2004-07-08 17:00:00
5,2004,7,0,,,0.00216032,2004-07-08 10:00:00
6,2004,7,0,,,0.0012313774,2004-07-08 09:00:00
7,2004,7,0,,,0.0048883203,2004-07-06 19:00:00
8,2004,7,0,,,0.002878822,2004-07-19 22:00:00
9,2004,7,0,,,0.004162825,2004-07-07 14:00:00
10,2004,7,0,,,0.001812258,2004-07-20 19:00:00
11,2004,7,0,,,0.0024140463,2004-07-07 15:00:00
12,2004,7,0,,,0.0069851317,2004-07-08 17:00:00
13,2004,7,0,,,0.0047700983,2004-07-08 20:00:00
14,2004,7,0,,,0.0031002467,2004-07-07 17:00:00
15,2004,7,0,,,0.002253126,2004-07-05 21:00:00
16,2004,7,0,,,0.005111648,2004-07-19 22:00:00
17,2004,7,0,,,0.0021867512,2004-07-20 20:00:00
18,2004,7,0,,,0.0039672023,2004-07-07 15:00:00
19,2004,7,0,,,0.0028565216,2004-07-05 10:00:00
20,2004,7,0,,,0.0031000662,2004-07-05 11:00:00
21,2004,7,0,,,0.0071536046,2004-07-08 18:00:00
22,2004,7,0,,,0.006261339,2004-07-08 21:00:00
23,2004,7,0,,,0.0019818537,2004-07-06 06:00:00
24,2004,7,0,,,0.003166205,2004-07-08 15:00:00
25,2004,7,0,,,0.003165632,2004-07-19 23:00:00
26,2004,7,0,,,0.0040415972,2004-07-20 21:00:00
27,2004,7,0,,,0.0020983727,2004-07-07 21:00:00
28,2004,7,0,,,0.0037331164,2004-07-08 18:00:00
29,2004,7,0,,,0.004045832,2004-07-23 21:00:00
30,2004,7,0,,,0.0037855532,2004-07-08 20:00:00
31,2004,7,0,,,0.0030751857,2004-07-23 19:00:00
32,2004,7,0,,,0.0040454892,2004-07-07 18:00:00
33,2004,7,0,,,0.002716262,2004-07-07 14:00:00
34,2004,7,0,,,0.0025204923,2004-07-20 00:00:00
35,2004,7,0,,,0.003937773,2004-07-20 22:00:00
36,2004,7,0,,,0.0047327345,2004-07-08 18:00:00
37,2004,7,0,,,0.0043579647,2004-07-07 22:00:00
38,2004,7,0,,,0.0037263427,2004-07-08 20:00:00
39,2004,7,0,,,0.00272011,2004-07-08 21:00:00
40,2004,7,0,,,0.0050493726,2004-07-07 18:00:00
41,2004,7,0,,,0.001160146,2004-07-20 21:00:00
42,2004,7,0,,,0.004148336,2004-07-07 19:00:00
43,2004,7,0,,,0.004852864,2004-07-07 16:00:00
44,2004,7,0,,,0.0044726725,2004-07-20 23:00:00
45,2004,7,0,,,0.003139918,2004-07-08 19:00:00
46,2004,7,0,,,0.0027825134,2004-07-08 19:00:00
47,2004,7,0,,,0.004205229,2004-07-07 18:00:00
0,2004,8,0,,,0.0037150502,2004-08-17 20:00:00
1,2004,8,0,,,0.0038559507,2004-08-24 09:00:00
2,2004,8,0,,,0.0017849582,2004-08-19 23:00:00
3,2004,8,0,,,0.002906894,2004-08-17 22:00:00
4,2004,8,0,,,0.002421761,2004-08-12 05:00:00
5,2004,8,0,,,0.0037414865,2004-08-10 20:00:00
6,2004,8,0,,,0.0032941876,2004-08-04 16:00:00
7,2004,8,0,,,0.0035490838,2004-08-25 22:00:00
8,2004,8,0,,,0.007169046,2004-08-10 19:00:00
9,2004,8,0,,,0.003422294,2004-08-17 21:00:00
10,2004,8,0,,,0.0035226834,2004-08-19 16:00:00
11,2004,8,0,,,0.002384155,2004-08-17 22:00:00
12,2004,8,0,,,0.0018273796,2004-08-19 17:00:00
13,2004,8,0,,,0.0055562,2004-08-11 01:00:00
14,2004,8,0,,,0.0072990987,2004-08-11 02:00:00
15,2004,8,0,,,0.004207929,2004-08-11 03:00:00
16,2004,8,0,,,0.0030073444,2004-08-12 14:00:00
17,2004,8,0,,,0.009220328,2004-08-10 20:00:00
18,2004,8,0,,,0.003735953,2004-08-19 16:00:00
19,2004,8,0,,,0.0036601936,2004-08-17 22:00:00
20,2004,8,0,,,0.0043235994,2004-08-19 17:00:00
21,2004,8,0,,,0.0032185127,2004-08-19 18:00:00
22,2004,8,0,,,0.0037131435,2004-08-11 01:00:00
23,2004,8,0,,,0.003052965,2004-08-12 19:00:00
24,2004,8,0,,,0.0047867154,2004-08-19 14:00:00
25,2004,8,0,,,0.006266148,2004-08-10 21:00:00
26,2004,8,0,,,0.0065614083,2004-08-10 21:00:00
27,2004,8,0,,,0.0041869194,2004-08-12 16:00:00
28,2004,8,0,,,0.0032741379,2004-08-17 23:00:00
29,2004,8,0,,,0.0045155534,2004-08-12 17:00:00
30,2004,8,0,,,0.0065043415,2004-08-19 18:00:00
31,2004,8,0,,,0.0066913455,2004-08-19 19:00:00
32,2004,8,0,,,0.004603097,2004-08-18 18:00:00
33,2004,8,0,,,0.004910713,2004-08-19 15:00:00
34,2004,8,0,,,0.006836955,2004-08-10 22:00:00
35,2004,8,0,,,0.010212902,2004-08-19 16:00:00
36,2004,8,0,,,0.0024731418,2004-08-17 23:00:00
37,2004,8,0,,,0.0082257185,2004-08-19 17:00:00
38,2004,8,0,,,0.003915582,2004-08-18 00:00:00
39,2004,8,0,,,0.0057611577,2004-08-19 18:00:00
40,2004,8,0,,,0.0020656155,2004-08-18 18:00:00
41,2004,8,0,,,0.0039501744,2004-08-19 15:00:00
42,2004,8,0,,,0.004235311,2004-08-18 19:00:00
43,2004,8,0,,,0.0037781198,2004-08-18 20:00:00
44,2004,8,0,,,0.0024431956,2004-08-17 16:00:00
45,2004,8,0,,,0.007684746,2004-08-19 17:00:00
46,2004,8,0,,,0.0038745978,2004-08-12 18:00:00
47,2004,8,0,,,0.00790102,2004-08-19 18:00:00
0,2005,6,0,,,0.0041685216,2005-06-29 15:00:00
1,2005,6,0,,,0.0058184946,2005-06-24 18:00:00
2,2005,6,0,,,0.0017025993,2005-06-03 18:00:00
3,2005,6,0,,,0.0017499877,2005-06-14 02:00:00
4,2005,6,0,,,0.0025456718,2005-06-14 02:00:00
5,2005,6,0,,,0.0026397002,2005-06-14 16:00:00
6,2005,6,0,,,0.0056580594,2005-06-29 19:00:00
7,2005,6,0,,,0.004285748,2005-06-30 22:00:00
8,2005,6,0,,,0.0032575328,2005-06-04 00:00:00
9,2005,6,0,,,0.0035237873,2005-06-04 01:00:00
10,2005,6,0,,,0.008081302,2005-06-29 16:00:00
11,2005,6,0,,,0.002561101,2005-06-29 17:00:00
12,2005,6,0,,,0.0023638052,2005-06-14 15:00:00
13,2005,6,0,,,0.002624507,2005-06-14 16:00:00
14,2005,6,0,,,0.0052864985,2005-06-29 19:00:00
15,2005,6,0,,,0.0026878898,2005-06-29 20:00:00
17,2005,6,0,,,0.0052995547,2005-06-29 16:00:00
