block,year,month,to_change,constraint_begin,constraint_end,TOT_PR,time
30,1999,7,0,,,0.001965015,1999-07-28 05:00:00
31,1999,7,0,,,0.0035113979,1999-07-28 06:00:00
32,1999,7,0,,,0.0019708963,1999-07-05 19:00:00
33,1999,7,0,,,0.0034711438,1999-07-05 20:00:00
34,1999,7,0,,,0.005498115,1999-07-05 20:00:00
35,1999,7,0,,,0.0021497917,1999-07-28 13:00:00
36,1999,7,0,,,0.0025889487,1999-07-13 17:00:00
37,1999,7,0,,,0.0017366299,1999-07-05 16:00:00
38,1999,7,0,,,0.0033073984,1999-07-04 21:00:00
39,1999,7,0,,,0.00237471,1999-07-28 06:00:00
40,1999,7,0,,,0.0018181449,1999-07-19 06:00:00
41,1999,7,0,,,0.0029805203,1999-07-19 07:00:00
42,1999,7,0,,,0.004245244,1999-07-05 21:00:00
43,1999,7,0,,,0.0064942213,1999-07-05 21:00:00
44,1999,7,0,,,0.00437368,1999-07-05 21:00:00
45,1999,7,0,,,0.0017366548,1999-07-28 15:00:00
46,1999,7,0,,,0.0031968115,1999-07-05 17:00:00
47,1999,7,0,,,0.0024606984,1999-07-04 22:00:00
0,1999,8,0,,,0.0063862423,1999-08-16 11:00:00
1,1999,8,0,,,0.0031944406,1999-08-16 14:00:00
2,1999,8,0,,,0.0026999284,1999-08-16 12:00:00
3,1999,8,0,,,0.0013278164,1999-08-29 13:00:00
4,1999,8,0,,,0.0035236522,1999-08-06 14:00:00
5,1999,8,0,,,0.0029123917,1999-08-16 18:00:00
6,1999,8,0,,,0.007823814,1999-08-16 18:00:00
7,1999,8,0,,,0.006979146,1999-08-10 14:00:00
8,1999,8,0,,,0.0019755343,1999-08-16 12:00:00
9,1999,8,0,,,0.0028658526,1999-08-16 14:00:00
10,1999,8,0,,,0.0022048177,1999-08-16 12:00:00
11,1999,8,0,,,0.0019047933,1999-08-16 15:00:00
12,1999,8,0,,,0.001940246,1999-08-16 16:00:00
13,1999,8,0,,,0.005572908,1999-08-06 15:00:00
14,1999,8,0,,,0.004737762,1999-08-16 17:00:00
15,1999,8,0,,,0.00501484,1999-08-10 14:00:00
16,1999,8,0,,,0.0019913572,1999-08-06 20:00:00
17,1999,8,0,,,0.0025108065,1999-08-09 19:00:00
18,1999,8,0,,,0.0022180993,1999-08-06 21:00:00
19,1999,8,0,,,0.0025519861,1999-08-06 22:00:00
20,1999,8,0,,,0.001876808,1999-08-12 14:00:00
21,1999,8,0,,,0.0019114906,1999-08-12 12:00:00
22,1999,8,0,,,0.0030430895,1999-08-09 17:00:00
23,1999,8,0,,,0.0033096932,1999-08-10 05:00:00
24,1999,8,0,,,0.002650334,1999-08-06 20:00:00
25,1999,8,0,,,0.00286616,1999-08-08 04:00:00
26,1999,8,0,,,0.00459736,1999-08-06 21:00:00
27,1999,8,0,,,0.0029369527,1999-08-07 05:00:00
28,1999,8,0,,,0.007610638,1999-08-06 22:00:00
29,1999,8,0,,,0.0023380802,1999-08-12 15:00:00
30,1999,8,0,,,0.0021742326,1999-08-10 04:00:00
31,1999,8,0,,,0.0025911338,1999-08-10 04:00:00
32,1999,8,0,,,0.004075195,1999-08-06 17:00:00
33,1999,8,0,,,0.00070098205,1999-08-10 00:00:00
34,1999,8,0,,,0.0039416077,1999-08-06 18:00:00
35,1999,8,0,,,0.004937103,1999-08-06 20:00:00
36,1999,8,0,,,0.006766861,1999-08-06 21:00:00
37,1999,8,0,,,0.0033976226,1999-08-06 22:00:00
38,1999,8,0,,,0.004440999,1999-08-10 02:00:00
39,1999,8,0,,,0.004087348,1999-08-06 23:00:00
40,1999,8,0,,,0.0021060724,1999-08-06 05:00:00
41,1999,8,0,,,0.0012689186,1999-08-18 17:00:00
42,1999,8,0,,,0.0066331425,1999-08-06 18:00:00
43,1999,8,0,,,0.0029416138,1999-08-10 00:00:00
44,1999,8,0,,,0.0055757435,1999-08-06 19:00:00
45,1999,8,0,,,0.0025440704,1999-08-10 01:00:00
46,1999,8,0,,,0.0031032444,1999-08-10 02:00:00
47,1999,8,0,,,0.0027776163,1999-08-10 00:00:00
0,2000,6,0,,,0.001406892,2000-06-05 17:00:00
1,2000,6,0,,,0.0025014197,2000-06-05 15:00:00
2,2000,6,0,,,0.0015689315,2000-06-05 17:00:00
3,2000,6,0,,,0.0020033554,2000-06-09 22:00:00
4,2000,6,0,,,0.005130144,2000-06-10 16:00:00
5,2000,6,0,,,0.004786957,2000-06-10 16:00:00
6,2000,6,0,,,0.003039993,2000-06-10 19:00:00
7,2000,6,0,,,0.003173825,2000-06-10 17:00:00
8,2000,6,0,,,0.0016958811,2000-06-09 14:00:00
9,2000,6,0,,,0.0011348181,2000-06-05 14:00:00
10,2000,6,0,,,0.0020852997,2000-06-05 17:00:00
11,2000,6,0,,,0.0009135571,2000-06-10 17:00:00
12,2000,6,0,,,0.0030802535,2000-06-10 13:00:00
13,2000,6,0,,,0.0032612432,2000-06-10 18:00:00
14,2000,6,0,,,0.0020251723,2000-06-10 22:00:00
15,2000,6,0,,,0.001996597,2000-06-10 17:00:00
16,2000,6,0,,,0.0009945094,2000-06-09 15:00:00
17,2000,6,0,,,0.001186838,2000-06-09 16:00:00
18,2000,6,0,,,0.0014555933,2000-06-05 17:00:00
19,2000,6,0,,,0.0015686037,2000-06-05 18:00:00
20,2000,6,0,,,0.0012698148,2000-06-20 15:00:00
21,2000,6,0,,,0.0018139996,2000-06-22 16:00:00
22,2000,6,0,,,0.0013421024,2000-06-22 17:00:00
23,2000,6,0,,,0.0011087563,2000-06-04 19:00:00
24,2000,6,0,,,0.0012282424,2000-06-09 15:00:00
25,2000,6,0,,,0.00078486983,2000-06-05 16:00:00
26,2000,6,0,,,0.0015524295,2000-06-09 17:00:00
27,2000,6,0,,,0.0018051121,2000-06-05 14:00:00
28,2000,6,0,,,0.0023543225,2000-06-28 06:00:00
29,2000,6,0,,,0.0019727566,2000-06-28 07:00:00
30,2000,6,0,,,0.0019178403,2000-06-22 13:00:00
31,2000,6,0,,,0.0018209002,2000-06-28 08:00:00
32,2000,6,0,,,0.0010210277,2000-06-21 23:00:00
33,2000,6,0,,,0.0017285952,2000-06-09 17:00:00
34,2000,6,0,,,0.0026868936,2000-06-05 11:00:00
35,2000,6,0,,,0.0016808643,2000-06-05 14:00:00
36,2000,6,0,,,0.002632251,2000-06-05 15:00:00
37,2000,6,0,,,0.0013459506,2000-06-28 07:00:00
38,2000,6,0,,,0.0019720215,2000-06-05 16:00:00
39,2000,6,0,,,0.0026648208,2000-06-03 18:00:00
40,2000,6,0,,,0.0009185949,2000-06-21 13:00:00
41,2000,6,0,,,0.00090772467,2000-06-21 22:00:00
42,2000,6,0,,,0.0021051278,2000-06-05 12:00:00
43,2000,6,0,,,0.00279976,2000-06-05 12:00:00
44,2000,6,0,,,0.0011522667,2000-06-05 16:00:00
46,2000,6,0,,,0.0022754003,2000-06-05 16:00:00
47,2000,6,0,,,0.002753743,2000-06-05 17:00:00
0,2000,7,0,,,0.0033739242,2000-07-28 00:00:00
1,2000,7,0,,,0.0028872157,2000-07-03 18:00:00
2,2000,7,0,,,0.0016964757,2000-07-28 01:00:00
3,2000,7,0,,,0.0022266333,2000-07-24 18:00:00
4,2000,7,0,,,0.0021165304,2000-07-24 20:00:00
5,2000,7,0,,,0.0019141613,2000-07-04 06:00:00
6,2000,7,0,,,0.0047305534,2000-07-04 05:00:00
7,2000,7,0,,,0.0025569447,2000-07-11 09:00:00
8,2000,7,0,,,0.0023083678,2000-07-03 17:00:00
9,2000,7,0,,,0.0035755236,2000-07-03 18:00:00
10,2000,7,0,,,0.0019677873,2000-07-26 00:00:00
11,2000,7,0,,,0.003373976,2000-07-03 18:00:00
12,2000,7,0,,,0.0021477356,2000-07-28 02:00:00
13,2000,7,0,,,0.0063905935,2000-07-04 05:00:00
14,2000,7,0,,,0.005000723,2000-07-24 21:00:00
15,2000,7,0,,,0.0032868558,2000-07-24 22:00:00
16,2000,7,0,,,0.004639593,2000-07-25 15:00:00
17,2000,7,0,,,0.001994031,2000-07-28 02:00:00
18,2000,7,0,,,0.0044827177,2000-07-07 14:00:00
19,2000,7,0,,,0.0021008626,2000-07-24 18:00:00
20,2000,7,0,,,0.00431855,2000-07-03 19:00:00
21,2000,7,0,,,0.0021868248,2000-07-03 19:00:00
22,2000,7,0,,,0.005207321,2000-07-03 20:00:00
23,2000,7,0,,,0.004989028,2000-07-03 21:00:00
24,2000,7,0,,,0.0027354353,2000-07-03 15:00:00
25,2000,7,0,,,0.004358417,2000-07-25 16:00:00
26,2000,7,0,,,0.004387814,2000-07-03 16:00:00
27,2000,7,0,,,0.0016404301,2000-07-14 18:00:00
28,2000,7,0,,,0.0025788848,2000-07-24 14:00:00
29,2000,7,0,,,0.007553671,2000-07-03 17:00:00
30,2000,7,0,,,0.005246981,2000-07-03 20:00:00
31,2000,7,0,,,0.004380511,2000-07-07 16:00:00
32,2000,7,0,,,0.002148629,2000-07-25 16:00:00
33,2000,7,0,,,0.0037332382,2000-07-07 13:00:00
34,2000,7,0,,,0.003153284,2000-07-03 16:00:00
35,2000,7,0,,,0.004077387,2000-07-25 17:00:00
36,2000,7,0,,,0.0038791583,2000-07-03 17:00:00
37,2000,7,0,,,0.0021738382,2000-07-03 17:00:00
38,2000,7,0,,,0.0056053386,2000-07-25 21:00:00
39,2000,7,0,,,0.009275915,2000-07-03 18:00:00
40,2000,7,0,,,0.005526343,2000-07-02 18:00:00
41,2000,7,0,,,0.0044476637,2000-07-02 19:00:00
42,2000,7,0,,,0.0046403958,2000-07-25 17:00:00
43,2000,7,0,,,0.004811139,2000-07-03 04:00:00
44,2000,7,0,,,0.0040977807,2000-07-02 20:00:00
45,2000,7,0,,,0.0054232557,2000-07-03 05:00:00
46,2000,7,0,,,0.002566346,2000-07-02 21:00:00
47,2000,7,0,,,0.0033370522,2000-07-25 19:00:00
0,2000,8,0,,,0.0062139956,2000-08-21 21:00:00
1,2000,8,0,,,0.0049113655,2000-08-02 12:00:00
2,2000,8,0,,,0.0016261869,2000-08-18 12:00:00
3,2000,8,0,,,0.00234534,2000-08-18 13:00:00
4,2000,8,0,,,0.0021527645,2000-08-03 06:00:00
5,2000,8,0,,,0.0036272306,2000-08-03 07:00:00
6,2000,8,0,,,0.0041882633,2000-08-03 18:00:00
7,2000,8,0,,,0.004211209,2000-08-03 08:00:00
8,2000,8,0,,,0.0042570257,2000-08-21 21:00:00
9,2000,8,0,,,0.0018285818,2000-08-02 15:00:00
10,2000,8,0,,,0.0038709622,2000-08-21 22:00:00
11,2000,8,0,,,0.0021663497,2000-08-02 12:00:00
12,2000,8,0,,,0.0026196514,2000-08-18 13:00:00
13,2000,8,0,,,0.0026140367,2000-08-02 13:00:00
14,2000,8,0,,,0.003016239,2000-08-03 07:00:00
15,2000,8,0,,,0.0033336116,2000-08-30 15:00:00
16,2000,8,0,,,0.0071364297,2000-08-21 17:00:00
17,2000,8,0,,,0.005210787,2000-08-21 21:00:00
18,2000,8,0,,,0.0067354743,2000-08-21 22:00:00
19,2000,8,0,,,0.003486128,2000-08-26 14:00:00
20,2000,8,0,,,0.0020749064,2000-08-21 23:00:00
21,2000,8,0,,,0.0025550385,2000-08-18 14:00:00
22,2000,8,0,,,0.0022893748,2000-08-04 18:00:00
23,2000,8,0,,,0.0033541808,2000-08-27 17:00:00
24,2000,8,0,,,0.0039384346,2000-08-02 05:00:00
25,2000,8,0,,,0.005225626,2000-08-21 21:00:00
26,2000,8,0,,,0.00664047,2000-08-21 18:00:00
27,2000,8,0,,,0.005225021,2000-08-21 22:00:00
28,2000,8,0,,,0.003070837,2000-08-20 15:00:00
29,2000,8,0,,,0.00367602,2000-08-26 15:00:00
30,2000,8,0,,,0.0022489494,2000-08-17 14:00:00
31,2000,8,0,,,0.0022339597,2000-08-30 18:00:00
32,2000,8,0,,,0.0039999397,2000-08-26 23:00:00
33,2000,8,0,,,0.004254538,2000-08-21 17:00:00
34,2000,8,0,,,0.002502775,2000-08-21 17:00:00
35,2000,8,0,,,0.008417561,2000-08-21 18:00:00
36,2000,8,0,,,0.004145103,2000-08-21 19:00:00
37,2000,8,0,,,0.006578499,2000-08-21 23:00:00
38,2000,8,0,,,0.0037394033,2000-08-26 16:00:00
39,2000,8,0,,,0.0041184714,2000-08-22 00:00:00
40,2000,8,0,,,0.0022800958,2000-08-21 04:00:00
41,2000,8,0,,,0.0050665205,2000-08-21 03:00:00
42,2000,8,0,,,0.0025973464,2000-08-30 03:00:00
43,2000,8,0,,,0.0065841563,2000-08-21 18:00:00
44,2000,8,0,,,0.0028957843,2000-08-21 18:00:00
45,2000,8,0,,,0.0044191936,2000-08-21 23:00:00
46,2000,8,0,,,0.0023848622,2000-08-17 01:00:00
47,2000,8,0,,,0.009883217,2000-08-22 00:00:00
0,2001,6,0,,,0.0027744293,2001-06-27 18:00:00
1,2001,6,0,,,0.0030509317,2001-06-27 18:00:00
2,2001,6,0,,,0.0022052391,2001-06-27 16:00:00
3,2001,6,0,,,0.0033742709,2001-06-27 14:00:00
4,2001,6,0,,,0.0032450075,2001-06-11 14:00:00
5,2001,6,0,,,0.002969501,2001-06-09 21:00:00
6,2001,6,0,,,0.0028680374,2001-06-10 00:00:00
7,2001,6,0,,,0.002418592,2001-06-27 18:00:00
8,2001,6,0,,,0.0022683162,2001-06-05 23:00:00
9,2001,6,0,,,0.0041908124,2001-06-27 18:00:00
10,2001,6,0,,,0.0037188714,2001-06-27 16:00:00
11,2001,6,0,,,0.0016951872,2001-06-27 14:00:00
12,2001,6,0,,,0.0013458257,2001-06-11 15:00:00
13,2001,6,0,,,0.004293998,2001-06-27 22:00:00
14,2001,6,0,,,0.0042639636,2001-06-28 00:00:00
15,2001,6,0,,,0.0029391747,2001-06-16 18:00:00
16,2001,6,0,,,0.0015521309,2001-06-06 00:00:00
17,2001,6,0,,,0.0016991809,2001-06-28 06:00:00
18,2001,6,0,,,0.0023507073,2001-06-27 17:00:00
19,2001,6,0,,,0.0017649103,2001-06-28 08:00:00
20,2001,6,0,,,0.001999308,2001-06-27 15:00:00
21,2001,6,0,,,0.004358301,2001-06-27 16:00:00
22,2001,6,0,,,0.001802863,2001-06-27 23:00:00
23,2001,6,0,,,0.0017157637,2001-06-16 17:00:00
24,2001,6,0,,,0.0015414977,2001-06-15 22:00:00
25,2001,6,0,,,0.0015181933,2001-06-05 22:00:00
26,2001,6,0,,,0.0027595083,2001-06-27 18:00:00
27,2001,6,0,,,0.0043170545,2001-06-27 16:00:00
28,2001,6,0,,,0.0020801243,2001-06-28 09:00:00
29,2001,6,0,,,0.0026267755,2001-06-27 16:00:00
30,2001,6,0,,,0.002696309,2001-06-28 10:00:00
31,2001,6,0,,,0.0024800103,2001-06-28 11:00:00
32,2001,6,0,,,0.0017600418,2001-06-16 00:00:00
33,2001,6,0,,,0.0026774642,2001-06-16 01:00:00
34,2001,6,0,,,0.0057014464,2001-06-27 15:00:00
35,2001,6,0,,,0.0049568126,2001-06-27 16:00:00
36,2001,6,0,,,0.0017288092,2001-06-06 04:00:00
37,2001,6,0,,,0.0015225407,2001-06-02 17:00:00
38,2001,6,0,,,0.0021091914,2001-06-28 11:00:00
39,2001,6,0,,,0.00303243,2001-06-28 12:00:00
40,2001,6,0,,,0.00096981844,2001-06-15 20:00:00
41,2001,6,0,,,0.0027828505,2001-06-27 01:00:00
42,2001,6,0,,,0.0016877138,2001-06-16 01:00:00
43,2001,6,0,,,0.00213413,2001-06-28 00:00:00
44,2001,6,0,,,0.0016676794,2001-06-28 00:00:00
45,2001,6,0,,,0.0022562628,2001-06-06 03:00:00
46,2001,6,0,,,0.0016506684,2001-06-06 04:00:00
47,2001,6,0,,,0.0020907247,2001-06-06 04:00:00
0,2001,7,0,,,0.0022040233,2001-07-14 10:00:00
1,2001,7,0,,,0.0028554169,2001-07-14 18:00:00
2,2001,7,0,,,0.0025070193,2001-07-14 12:00:00
3,2001,7,0,,,0.0027192472,2001-07-14 13:00:00
4,2001,7,0,,,0.0034580727,2001-07-15 10:00:00
5,2001,7,0,,,0.008518953,2001-07-15 13:00:00
6,2001,7,0,,,0.0044487836,2001-07-30 23:00:00
7,2001,7,0,,,0.0036507973,2001-07-15 13:00:00
8,2001,7,0,,,0.0039238255,2001-07-15 00:00:00
9,2001,7,0,,,0.0034903917,2001-07-14 18:00:00
10,2001,7,0,,,0.0012257431,2001-07-14 19:00:00
11,2001,7,0,,,0.0013100241,2001-07-14 16:00:00
12,2001,7,0,,,0.0049036606,2001-07-15 10:00:00
13,2001,7,0,,,0.006807118,2001-07-15 13:00:00
14,2001,7,0,,,0.004609585,2001-07-09 13:00:00
15,2001,7,0,,,0.0039343755,2001-07-09 14:00:00
16,2001,7,0,,,0.0012936717,2001-07-14 13:00:00
17,2001,7,0,,,0.0024732996,2001-07-15 01:00:00
18,2001,7,0,,,0.0017148225,2001-07-04 15:00:00
19,2001,7,0,,,0.0015822437,2001-07-08 17:00:00
20,2001,7,0,,,0.0021089073,2001-07-28 15:00:00
21,2001,7,0,,,0.0051976005,2001-07-15 11:00:00
22,2001,7,0,,,0.0050604036,2001-07-15 12:00:00
23,2001,7,0,,,0.0038692572,2001-07-15 14:00:00
24,2001,7,0,,,0.0013891706,2001-07-15 00:00:00
25,2001,7,0,,,0.0021410922,2001-07-28 11:00:00
26,2001,7,0,,,0.002331594,2001-07-14 19:00:00
27,2001,7,0,,,0.0016534538,2001-07-28 15:00:00
28,2001,7,0,,,0.0037758688,2001-07-28 15:00:00
29,2001,7,0,,,0.0034157825,2001-07-28 14:00:00
30,2001,7,0,,,0.0025204942,2001-07-15 12:00:00
31,2001,7,0,,,0.0023365424,2001-07-15 13:00:00
32,2001,7,0,,,0.0023765627,2001-07-28 13:00:00
33,2001,7,0,,,0.0019560854,2001-07-23 06:00:00
34,2001,7,0,,,0.0021579205,2001-07-15 02:00:00
35,2001,7,0,,,0.0034022902,2001-07-15 02:00:00
36,2001,7,0,,,0.0020269502,2001-07-28 16:00:00
37,2001,7,0,,,0.0048326156,2001-07-28 15:00:00
38,2001,7,0,,,0.002148428,2001-07-14 13:00:00
39,2001,7,0,,,0.004089387,2001-07-28 16:00:00
40,2001,7,0,,,0.0041348,2001-07-05 15:00:00
41,2001,7,0,,,0.003262476,2001-07-28 13:00:00
42,2001,7,0,,,0.0029807852,2001-07-05 17:00:00
43,2001,7,0,,,0.00387233,2001-07-23 07:00:00
44,2001,7,0,,,0.005103861,2001-07-15 03:00:00
45,2001,7,0,,,0.0014076461,2001-07-31 14:00:00
46,2001,7,0,,,0.0016230744,2001-07-31 14:00:00
47,2001,7,0,,,0.0064370227,2001-07-28 17:00:00
0,2001,8,0,,,0.0046411883,2001-08-19 17:00:00
1,2001,8,0,,,0.003374971,2001-08-29 20:00:00
2,2001,8,0,,,0.0022636147,2001-08-17 13:00:00
3,2001,8,0,,,0.002286112,2001-08-17 13:00:00
4,2001,8,0,,,0.0038631342,2001-08-03 15:00:00
5,2001,8,0,,,0.003500235,2001-08-04 07:00:00
7,2001,8,0,,,0.004146969,2001-08-09 17:00:00
8,2001,8,0,,,0.002191978,2001-08-19 17:00:00
9,2001,8,0,,,0.003644406,2001-08-03 20:00:00
10,2001,8,0,,,0.0016159244,2001-08-16 17:00:00
11,2001,8,0,,,0.0017658706,2001-08-04 05:00:00
12,2001,8,0,,,0.0022474846,2001-08-29 18:00:00
13,2001,8,0,,,0.0042810957,2001-08-19 23:00:00
14,2001,8,0,,,0.0076767406,2001-08-04 08:00:00
15,2001,8,0,,,0.0059096897,2001-08-29 23:00:00
16,2001,8,0,,,0.0029599403,2001-08-03 18:00:00
17,2001,8,0,,,0.0042486913,2001-08-19 18:00:00
18,2001,8,0,,,0.0031708549,2001-08-29 19:00:00
19,2001,8,0,,,0.0019981402,2001-08-29 20:00:00
20,2001,8,0,,,0.0027598822,2001-08-17 11:00:00
21,2001,8,0,,,0.003051235,2001-08-03 13:00:00
22,2001,8,0,,,0.0036921292,2001-08-04 08:00:00
23,2001,8,0,,,0.0028417332,2001-08-17 18:00:00
24,2001,8,0,,,0.0019876247,2001-08-16 18:00:00
25,2001,8,0,,,0.0018844858,2001-08-31 06:00:00
26,2001,8,0,,,0.004868552,2001-08-19 19:00:00
27,2001,8,0,,,0.004575752,2001-08-29 20:00:00
28,2001,8,0,,,0.0029246977,2001-08-31 09:00:00
29,2001,8,0,,,0.00335802,2001-08-17 12:00:00
30,2001,8,0,,,0.0036448226,2001-08-19 16:00:00
31,2001,8,0,,,0.0034701684,2001-08-04 05:00:00
32,2001,8,0,,,0.0040628375,2001-08-30 03:00:00
33,2001,8,0,,,0.0014152015,2001-08-16 19:00:00
34,2001,8,0,,,0.0032685448,2001-08-03 19:00:00
35,2001,8,0,,,0.0027471043,2001-08-29 20:00:00
36,2001,8,0,,,0.0043990007,2001-08-17 10:00:00
37,2001,8,0,,,0.0016770115,2001-08-29 21:00:00
38,2001,8,0,,,0.0027399457,2001-08-17 13:00:00
