"rlat","rlon","loc_pred","scale_pred","shape_pred"
-1.2,-2.84,0.00385985064671538,0.00274047105110927,0.195905041439679
-1.2,-2.82,0.0038651215219421,0.00274047105110927,0.195905041439679
-1.2,-2.8,0.00394891129368729,0.00274047105110927,0.195905041439679
-1.2,-2.78,0.00420889319722649,0.00274047105110927,0.195905041439679
-1.2,-2.76,0.00429177174215008,0.00274047105110927,0.195905041439679
-1.2,-2.74,0.00408636605235602,0.00274047105110927,0.195905041439679
-1.2,-2.72,0.00405380996347879,0.0027552154966676,0.195905041439679
-1.2,-2.7,0.00424232243866159,0.0027552154966676,0.195905041439679
-1.2,-2.68,0.00446845603565402,0.0027552154966676,0.195905041439679
-1.2,-2.66,0.00472376793620994,0.00286645555232442,0.195905041439679
-1.2,-2.64,0.0045828593162528,0.00286645555232442,0.195905041439679
-1.2,-2.62,0.00435849296418337,0.00286645555232442,0.195905041439679
-1.2,-2.6,0.00457313493675993,0.00304487367684655,0.195905041439679
-1.2,-2.58,0.00463611677319947,0.00304487367684655,0.195905041439679
-1.2,-2.56,0.00485321085423629,0.00304487367684655,0.195905041439679
-1.2,-2.54,0.00504365200162786,0.0031102745912853,0.195905041439679
-1.2,-2.52,0.00477834591409679,0.0031102745912853,0.195905041439679
-1.2,-2.5,0.00469808858441011,0.0031102745912853,0.195905041439679
-1.2,-2.48,0.00478567442759108,0.00309340856587012,0.195905041439679
-1.2,-2.46,0.00509133379302883,0.00309340856587012,0.195905041439679
-1.2,-2.44,0.00517074412137511,0.00309340856587012,0.195905041439679
-1.2,-2.42,0.00515198405692173,0.00296406210606942,0.195905041439679
-1.2,-2.4,0.00512302751765526,0.00296406210606942,0.195905041439679
-1.2,-2.38,0.00518223351433907,0.00296406210606942,0.195905041439679
-1.2,-2.36,0.00539151287852214,0.00295087158507152,0.195905041439679
-1.2,-2.34,0.00551731509541157,0.00295087158507152,0.195905041439679
-1.2,-2.32,0.0055643325127744,0.00295087158507152,0.195905041439679
-1.2,-2.3,0.00554113103341473,0.0027975496744377,0.195905041439679
-1.2,-2.28,0.00553843218088232,0.0027975496744377,0.195905041439679
-1.2,-2.26,0.00554001276104981,0.0027975496744377,0.195905041439679
-1.2,-2.24,0.00548320770715764,0.00271013156802522,0.195905041439679
-1.2,-2.22,0.00543802075656259,0.00271013156802522,0.195905041439679
-1.2,-2.2,0.00536083448349473,0.00271013156802522,0.195905041439679
-1.2,-2.18,0.00498133577558386,0.00256844830930483,0.195905041439679
-1.2,-2.16,0.0049457944584773,0.00256844830930483,0.195905041439679
-1.2,-2.14,0.00486146732813602,0.00256844830930483,0.195905041439679
-1.2,-2.12,0.00399726432433946,0.00224970736950678,0.195905041439679
-1.2,-2.1,0.00374478894654742,0.00224970736950678,0.195905041439679
-1.2,-2.08,0.00363665815200527,0.00224970736950678,0.195905041439679
-1.2,-2.06,0.00339703062882297,0.0021649318436429,0.195905041439679
-1.2,-2.04,0.00349475235722352,0.0021649318436429,0.195905041439679
-1.2,-2.02,0.0036906393329051,0.0021649318436429,0.195905041439679
-1.2,-2,0.00376394501342686,0.00208167119814421,0.195905041439679
-1.2,-1.98,0.00378454194625309,0.00208167119814421,0.195905041439679
-1.2,-1.96,0.003792802515779,0.00208167119814421,0.195905041439679
-1.2,-1.94,0.00378318792467,0.00204196162378827,0.195905041439679
-1.2,-1.92,0.00372782040844648,0.00204196162378827,0.195905041439679
-1.2,-1.9,0.00347102457967893,0.00204196162378827,0.195905041439679
-1.2,-1.88,0.00289568527886396,0.00181784311054826,0.195905041439679
-1.2,-1.86,0.00297511702555998,0.00181784311054826,0.195905041439679
