"rlat","rlon","loc_pred","scale_pred","shape_pred"
-1.2,-2.84,0.00262575130997752,0.00251019843896779,0.195905041439679
-1.2,-2.82,0.00263102218520424,0.00251019843896779,0.195905041439679
-1.2,-2.8,0.00271481195694943,0.00251019843896779,0.195905041439679
-1.2,-2.78,0.00297479386048863,0.00251019843896779,0.195905041439679
-1.2,-2.76,0.00305767240541223,0.00251019843896779,0.195905041439679
-1.2,-2.74,0.00285226671561816,0.00251019843896779,0.195905041439679
-1.2,-2.72,0.00294900411544953,0.00259789091266829,0.195905041439679
-1.2,-2.7,0.00313751659063233,0.00259789091266829,0.195905041439679
-1.2,-2.68,0.00336365018762476,0.00259789091266829,0.195905041439679
-1.2,-2.66,0.00341717868680772,0.00257797818672749,0.195905041439679
-1.2,-2.64,0.00327627006685058,0.00257797818672749,0.195905041439679
-1.2,-2.62,0.00305190371478116,0.00257797818672749,0.195905041439679
-1.2,-2.6,0.00356317215959821,0.0028147704618827,0.195905041439679
-1.2,-2.58,0.00362615399603775,0.0028147704618827,0.195905041439679
-1.2,-2.56,0.00384324807707456,0.0028147704618827,0.195905041439679
-1.2,-2.54,0.00389676930365508,0.00288283160721104,0.195905041439679
-1.2,-2.52,0.003631463216124,0.00288283160721104,0.195905041439679
-1.2,-2.5,0.00355120588643733,0.00288283160721104,0.195905041439679
-1.2,-2.48,0.00395673582300285,0.00293765197450665,0.195905041439679
-1.2,-2.46,0.00426239518844061,0.00293765197450665,0.195905041439679
-1.2,-2.44,0.00434180551678688,0.00293765197450665,0.195905041439679
-1.2,-2.42,0.00437636252228412,0.0028220327621121,0.195905041439679
-1.2,-2.4,0.00434740598301765,0.0028220327621121,0.195905041439679
-1.2,-2.38,0.00440661197970147,0.0028220327621121,0.195905041439679
-1.2,-2.36,0.00456668201972415,0.00278073295749489,0.195905041439679
-1.2,-2.34,0.00469248423661357,0.00278073295749489,0.195905041439679
-1.2,-2.32,0.0047395016539764,0.00278073295749489,0.195905041439679
-1.2,-2.3,0.00477586972520493,0.00266118603458408,0.195905041439679
-1.2,-2.28,0.00477317087267253,0.00266118603458408,0.195905041439679
