"loc1","scale1","shape1","loc2","scale2","shape2","alt","alt_mean50","alt_std50","rlon","rlat","Test","Val","loc","shape","scale","dataset","loc_pred_vglm","scale_pred_vglm","shape_pred_vglm"
-0.341245620844079,-1.16802396205737,0.563782043453027,0.0387649188400486,-0.696866197725729,-0.656308248005145,1.90570058878487,1.01197335783343,0.996227726123064,-2.24,-1.2,0,0,0.0052795425034118,0.163076209901745,0.0022293010101222,"Train",0.0052303018301487,0.00259292087203971,0.191748325821341
-0.341245620844079,-1.16802396205737,0.563782043453027,0.0387649188400486,-0.696866197725729,-0.656308248005145,1.91327495223931,1.08230349816392,1.01299937932655,-2.22,-1.2,0,0,0.0051209525959875,0.161899182683403,0.0021855773362369,"Train",0.00522746090351531,0.00259292087203971,0.191748325821341
-0.341245620844079,-1.16802396205737,0.563782043453027,0.0387649188400486,-0.696866197725729,-0.656308248005145,1.68342872696107,1.14807112451102,1.01305719976754,-2.2,-1.2,0,0,0.0047518610779845,0.341131748055948,0.0025806174012778,"Train",0.00516449831420929,0.00259292087203971,0.191748325821341
-0.341245620844079,-1.16802396205737,0.563782043453027,-1.52884879795464,-1.75985896920668,2.86897731158628,1.68815178926418,1.20902965043315,0.994860572788246,-2.18,-1.2,0,0,0.004709304910223,0.399039403789542,0.0024762615551059,"Train",0.00485403561142158,0.00243756211896369,0.191748325821341
-0.341245620844079,-1.16802396205737,0.563782043453027,-1.52884879795464,-1.75985896920668,2.86897731158628,1.88895890375938,1.26706076272821,0.966693950199292,-2.16,-1.2,0,0,0.0041435261374375,0.334032983060465,0.0024819840232532,"Train",0.00490121247083387,0.00243756211896369,0.191748325821341
-0.341245620844079,-1.16802396205737,0.563782043453027,-1.52884879795464,-1.75985896920668,2.86897731158628,1.64020795514764,1.32371684816998,0.945888744580224,-2.14,-1.2,0,0,0.0041199300328245,0.0876865834762491,0.0026649465383342,"Train",0.00483405585472454,0.00243756211896369,0.191748325821341
-1.53063423795558,-1.74936078377225,2.92516477791345,-0.343485982663356,-1.17800480183889,0.558858815777563,0.897322221798662,1.37446850951383,0.934272773082846,-2.12,-1.2,0,0,0.0033554103832754,0.306592241823232,0.0018003339408986,"Train",0.00430963890617106,0.00237306449946186,0.191748325821341
-1.53063423795558,-1.74936078377225,2.92516477791345,-0.343485982663356,-1.17800480183889,0.558858815777563,0.307663704524637,1.42149656024017,0.930988381822844,-2.1,-1.2,0,0,0.0027651886172858,0.390684455280066,0.0014175247620139,"Train",0.00415636340109255,0.00237306449946186,0.191748325821341
-1.53063423795558,-1.74936078377225,2.92516477791345,-0.343485982663356,-1.17800480183889,0.558858815777563,0.126960757970477,1.47178404768602,0.929920713927169,-2.08,-1.2,0,0,0.0027991272662426,0.318935023190267,0.0014906610285912,"Train",0.00410695898090412,0.00237306449946186,0.191748325821341
-1.53063423795558,-1.74936078377225,2.92516477791345,-1.4620955399391,-1.93841375376275,-0.130395554299253,0.186224535432016,1.53250015525646,0.934156743744197,-2.06,-1.2,0,0,0.0031523812087782,0.498065674387214,0.0016813480768133,"Train",0.00373452397432589,0.00227046191248244,0.191748325821341
-1.53063423795558,-1.74936078377225,2.92516477791345,-1.4620955399391,-1.93841375376275,-0.130395554299253,0.527338119990222,1.59651089398997,0.946269574090845,-2.04,-1.2,0,0,0.0040271726239761,0.279153966435647,0.0023985571629211,"Train",0.00381700779966909,0.00227046191248244,0.191748325821341
-1.53063423795558,-1.74936078377225,2.92516477791345,-1.4620955399391,-1.93841375376275,-0.130395554299253,1.14469111495879,1.65480962763888,0.951223154243915,-2.02,-1.2,0,0,0.0046139606000721,0.108112929150121,0.0026456589856768,"Train",0.00397019058183727,0.00227046191248244,0.191748325821341
-1.46365426843521,-1.92775680940422,-0.140767689430266,-1.52884879795464,-1.75985896920668,2.86897731158628,1.64942800238494,1.70483283004666,0.954889715491596,-2,-1.2,0,0,0.0039982102967184,0.0772356837124973,0.0021515535798662,"Train",0.00397829949089543,0.00225185458906867,0.191748325821341
-1.46365426843521,-1.92775680940422,-0.140767689430266,-1.52884879795464,-1.75985896920668,2.86897731158628,1.79723116199405,1.75682466686085,0.967514916911358,-1.98,-1.2,0,0,0.0038798082553812,0.133851872027955,0.0022781164862755,"Train",0.00401239467360724,0.00225185458906867,0.191748325821341
-1.46365426843521,-1.92775680940422,-0.140767689430266,-1.52884879795464,-1.75985896920668,2.86897731158628,1.80131084256976,1.80897799658929,0.98126369535578,-1.96,-1.2,0,0,0.0039210854383542,0.128302978105611,0.0022654443179345,"Train",0.00400989674594435,0.00225185458906867,0.191748325821341
-1.46365426843521,-1.92775680940422,-0.140767689430266,-2.09800610768575,-2.14113877047468,1.08181048431958,1.74854813975656,1.85748199077721,0.982720420462317,-1.94,-1.2,0,0,0.0041687392229481,0.150954183385803,0.0020725234417044,"Train",0.00372461109035046,0.00220249807431257,0.191748325821341
-1.46365426843521,-1.92775680940422,-0.140767689430266,-2.09800610768575,-2.14113877047468,1.08181048431958,1.30520488950998,1.90286649209177,0.967640262060082,-1.92,-1.2,0,0,0.0043520758064358,-0.0416644368384398,0.00219676339713,"Train",0.00360868888053939,0.00220249807431257,0.191748325821341
-1.46365426843521,-1.92775680940422,-0.140767689430266,-2.09800610768575,-2.14113877047468,1.08181048431958,0.452599488084185,1.95091034194782,0.945871718182361,-1.9,-1.2,0,0,0.0035451791763828,0.179413343382326,0.0020511533263889,"Train",0.0033884162192872,0.00220249807431257,0.191748325821341
