rlat,rlon,block,block1,block2,block3,block4
-1.2,-1.52,2,2,3,1,8
-1.18,-1.52,2,2,3,1,8
-1.16,-1.52,2,2,3,1,8
-1.14,-1.52,2,2,3,1,8
-1.12,-1.52,2,2,3,1,8
-1.1,-1.52,2,2,3,8,1
-1.08,-1.52,2,2,3,8,1
-1.06,-1.52,2,2,3,8,1
-1.04,-1.52,2,2,3,8,1
-1.02,-1.52,2,2,3,8,1
-1.0,-1.52,2,2,3,8,1
-0.98,-1.52,2,2,3,8,9
-0.96,-1.52,2,2,3,8,9
-0.94,-1.52,2,2,3,8,9
-0.92,-1.52,2,2,3,8,9
-0.9,-1.52,2,2,3,8,9
-0.88,-1.52,2,2,3,8,9
-0.86,-1.52,2,2,3,8,9
-0.84,-1.52,2,2,3,8,9
-0.82,-1.52,2,2,8,3,9
-0.8,-1.52,2,2,8,3,9
-0.78,-1.52,2,2,8,3,9
-0.76,-1.52,2,2,8,3,9
-0.74,-1.52,2,2,8,3,9
-0.72,-1.52,8,8,2,9,3
-0.7,-1.52,8,8,2,9,3
-0.68,-1.52,8,8,2,9,3
-0.66,-1.52,8,8,2,9,3
-0.64,-1.52,8,8,2,9,3
-0.62,-1.52,8,8,2,9,3
-0.6,-1.52,8,8,9,2,3
-0.58,-1.52,8,8,9,2,3
-0.56,-1.52,8,8,9,2,3
-0.54,-1.52,8,8,9,2,14
-0.52,-1.52,8,8,9,2,14
-0.5,-1.52,8,8,9,2,14
-0.48,-1.52,8,8,9,14,2
-0.46,-1.52,8,8,9,14,2
-0.44,-1.52,8,8,9,14,2
-0.42,-1.52,8,8,9,14,15
-0.4,-1.52,8,8,9,14,15
-0.38,-1.52,8,8,9,14,15
-0.36,-1.52,8,8,9,14,15
-0.34,-1.52,8,8,14,9,15
-0.32,-1.52,8,8,14,9,15
-0.3,-1.52,8,8,14,9,15
-0.28,-1.52,8,8,14,9,15
-0.26,-1.52,8,8,14,9,15
-0.24,-1.52,14,14,8,15,9
-0.22,-1.52,14,14,8,15,9
-0.2,-1.52,14,14,8,15,9
-0.18,-1.52,14,14,8,15,9
-0.16,-1.52,14,14,8,15,9
-0.14,-1.52,14,14,8,15,9
-0.12,-1.52,14,14,15,8,9
-0.1,-1.52,14,14,15,8,9
-0.08,-1.52,14,14,15,8,9
-0.06,-1.52,14,14,15,8,20
-0.04,-1.52,14,14,15,8,20
-0.02,-1.52,14,14,15,8,20
0.0,-1.52,14,14,15,20,8
0.02,-1.52,14,14,15,20,8
0.04,-1.52,14,14,15,20,8
0.06,-1.52,14,14,15,20,21
0.08,-1.52,14,14,15,20,21
0.1,-1.52,14,14,15,20,21
0.12,-1.52,14,14,15,20,21
0.14,-1.52,14,14,20,15,21
0.16,-1.52,14,14,20,15,21
0.18,-1.52,14,14,20,15,21
0.2,-1.52,14,14,20,15,21
0.22,-1.52,14,14,20,15,21
0.24,-1.52,20,20,14,21,15
0.26,-1.52,20,20,14,21,15
0.28,-1.52,20,20,14,21,15
0.3,-1.52,20,20,14,21,15
0.32,-1.52,20,20,14,21,15
0.34,-1.52,20,20,14,21,15
0.36,-1.52,20,20,21,14,26
0.38,-1.52,20,20,21,14,26
0.4,-1.52,20,20,21,14,26
0.42,-1.52,20,20,21,26,14
0.44,-1.52,20,20,21,26,14
0.46,-1.52,20,20,21,26,14
0.48,-1.52,20,20,21,26,27
0.5,-1.52,20,20,21,26,27
0.52,-1.52,20,20,26,21,27
0.54,-1.52,20,20,26,21,27
0.56,-1.52,20,20,26,21,27
0.58,-1.52,20,20,26,21,27
0.6,-1.52,20,20,26,21,27
0.62,-1.52,20,20,26,21,27
0.64,-1.52,20,20,26,21,27
0.66,-1.52,20,20,26,27,21
0.68,-1.52,20,20,26,27,21
0.7,-1.52,20,20,26,27,21
0.72,-1.52,26,26,20,27,21
0.74,-1.52,26,26,20,27,21
0.76,-1.52,26,26,20,27,21
0.78,-1.52,26,26,20,27,21
0.8,-1.52,26,26,27,20,21
0.82,-1.52,26,26,27,20,21
0.84,-1.52,26,26,27,20,21
0.86,-1.52,26,26,27,20,21
0.88,-1.52,26,26,27,20,21
0.9,-1.52,26,26,27,20,21
0.92,-1.52,26,26,27,20,21
0.94,-1.52,26,26,27,20,21
-1.2,-1.5,2,2,3,1,8
-1.18,-1.5,2,2,3,1,8
-1.16,-1.5,2,2,3,1,8
-1.14,-1.5,2,2,3,1,8
-1.12,-1.5,2,2,3,8,1
-1.1,-1.5,2,2,3,8,1
-1.08,-1.5,2,2,3,8,1
-1.06,-1.5,2,2,3,8,1
-1.04,-1.5,2,2,3,8,1
-1.02,-1.5,2,2,3,8,9
-1.0,-1.5,2,2,3,8,9
-0.98,-1.5,2,2,3,8,9
-0.96,-1.5,2,2,3,8,9
-0.94,-1.5,2,2,3,8,9
-0.92,-1.5,2,2,3,8,9
-0.9,-1.5,2,2,3,8,9
-0.88,-1.5,2,2,3,8,9
-0.86,-1.5,2,2,3,8,9
-0.84,-1.5,2,2,3,8,9
-0.82,-1.5,2,2,3,8,9
-0.8,-1.5,2,2,8,3,9
-0.78,-1.5,2,2,8,3,9
-0.76,-1.5,2,2,8,3,9
-0.74,-1.5,2,2,8,3,9
-0.72,-1.5,8,8,2,9,3
-0.7,-1.5,8,8,2,9,3
-0.68,-1.5,8,8,2,9,3
-0.66,-1.5,8,8,2,9,3
-0.64,-1.5,8,8,2,9,3
-0.62,-1.5,8,8,9,2,3
-0.6,-1.5,8,8,9,2,3
-0.58,-1.5,8,8,9,2,3
-0.56,-1.5,8,8,9,2,3
-0.54,-1.5,8,8,9,2,3
-0.52,-1.5,8,8,9,2,14
-0.5,-1.5,8,8,9,2,14
-0.48,-1.5,8,8,9,14,2
-0.46,-1.5,8,8,9,14,2
-0.44,-1.5,8,8,9,14,15
-0.42,-1.5,8,8,9,14,15
-0.4,-1.5,8,8,9,14,15
-0.38,-1.5,8,8,9,14,15
-0.36,-1.5,8,8,9,14,15
-0.34,-1.5,8,8,9,14,15
-0.32,-1.5,8,8,14,9,15
-0.3,-1.5,8,8,14,9,15
-0.28,-1.5,8,8,14,9,15
-0.26,-1.5,8,8,14,9,15
-0.24,-1.5,14,14,8,15,9
-0.22,-1.5,14,14,8,15,9
-0.2,-1.5,14,14,8,15,9
-0.18,-1.5,14,14,8,15,9
-0.16,-1.5,14,14,8,15,9
-0.14,-1.5,14,14,15,8,9
-0.12,-1.5,14,14,15,8,9
-0.1,-1.5,14,14,15,8,9
-0.08,-1.5,14,14,15,8,9
-0.06,-1.5,14,14,15,8,9
-0.04,-1.5,14,14,15,8,20
-0.02,-1.5,14,14,15,8,20
0.0,-1.5,14,14,15,20,8
0.02,-1.5,14,14,15,20,8
0.04,-1.5,14,14,15,20,21
0.06,-1.5,14,14,15,20,21
0.08,-1.5,14,14,15,20,21
0.1,-1.5,14,14,15,20,21
0.12,-1.5,14,14,15,20,21
0.14,-1.5,14,14,15,20,21
0.16,-1.5,14,14,20,15,21
0.18,-1.5,14,14,20,15,21
0.2,-1.5,14,14,20,15,21
0.22,-1.5,14,14,20,15,21
0.24,-1.5,20,20,14,21,15
0.26,-1.5,20,20,14,21,15
0.28,-1.5,20,20,14,21,15
0.3,-1.5,20,20,14,21,15
0.32,-1.5,20,20,14,21,15
0.34,-1.5,20,20,21,14,15
0.36,-1.5,20,20,21,14,26
0.38,-1.5,20,20,21,14,26
0.4,-1.5,20,20,21,14,26
0.42,-1.5,20,20,21,26,14
0.44,-1.5,20,20,21,26,14
0.46,-1.5,20,20,21,26,14
0.48,-1.5,20,20,21,26,27
0.5,-1.5,20,20,21,26,27
0.52,-1.5,20,20,21,26,27
0.54,-1.5,20,20,26,21,27
0.56,-1.5,20,20,26,21,27
0.58,-1.5,20,20,26,21,27
0.6,-1.5,20,20,26,21,27
0.62,-1.5,20,20,26,21,27
0.64,-1.5,20,20,26,21,27
0.66,-1.5,20,20,26,27,21
0.68,-1.5,20,20,26,27,21
0.7,-1.5,20,20,26,27,21
0.72,-1.5,26,26,20,27,21
0.74,-1.5,26,26,20,27,21
0.76,-1.5,26,26,20,27,21
0.78,-1.5,26,26,27,20,21
0.8,-1.5,26,26,27,20,21
0.82,-1.5,26,26,27,20,21
0.84,-1.5,26,26,27,20,21
0.86,-1.5,26,26,27,20,21
0.88,-1.5,26,26,27,20,21
0.9,-1.5,26,26,27,20,21
0.92,-1.5,26,26,27,20,21
0.94,-1.5,26,26,27,20,21
-1.2,-1.48,2,2,3,1,8
-1.18,-1.48,2,2,3,1,8
-1.16,-1.48,2,2,3,1,8
-1.14,-1.48,2,2,3,8,1
-1.12,-1.48,2,2,3,8,1
-1.1,-1.48,2,2,3,8,1
-1.08,-1.48,2,2,3,8,1
-1.06,-1.48,2,2,3,8,9
-1.04,-1.48,2,2,3,8,9
-1.02,-1.48,2,2,3,8,9
-1.0,-1.48,2,2,3,8,9
-0.98,-1.48,2,2,3,8,9
-0.96,-1.48,2,2,3,8,9
-0.94,-1.48,2,2,3,8,9
-0.92,-1.48,2,2,3,8,9
-0.9,-1.48,2,2,3,8,9
-0.88,-1.48,2,2,3,8,9
-0.86,-1.48,2,2,3,8,9
-0.84,-1.48,2,2,3,8,9
-0.82,-1.48,2,2,3,8,9
-0.8,-1.48,2,2,3,8,9
-0.78,-1.48,2,2,8,3,9
-0.76,-1.48,2,2,8,3,9
-0.74,-1.48,2,2,8,3,9
-0.72,-1.48,8,8,2,9,3
-0.7,-1.48,8,8,2,9,3
-0.68,-1.48,8,8,2,9,3
-0.66,-1.48,8,8,2,9,3
-0.64,-1.48,8,8,9,2,3
-0.62,-1.48,8,8,9,2,3
-0.6,-1.48,8,8,9,2,3
-0.58,-1.48,8,8,9,2,3
-0.56,-1.48,8,8,9,2,3
-0.54,-1.48,8,8,9,2,3
-0.52,-1.48,8,8,9,2,14
-0.5,-1.48,8,8,9,2,14
-0.48,-1.48,8,8,9,14,2
-0.46,-1.48,8,8,9,14,2
-0.44,-1.48,8,8,9,14,15
-0.42,-1.48,8,8,9,14,15
-0.4,-1.48,8,8,9,14,15
-0.38,-1.48,8,8,9,14,15
-0.36,-1.48,8,8,9,14,15
-0.34,-1.48,8,8,9,14,15
-0.32,-1.48,8,8,9,14,15
-0.3,-1.48,8,8,14,9,15
-0.28,-1.48,8,8,14,9,15
-0.26,-1.48,8,8,14,9,15
-0.24,-1.48,14,14,8,15,9
-0.22,-1.48,14,14,8,15,9
-0.2,-1.48,14,14,8,15,9
-0.18,-1.48,14,14,8,15,9
-0.16,-1.48,14,14,15,8,9
-0.14,-1.48,14,14,15,8,9
-0.12,-1.48,14,14,15,8,9
-0.1,-1.48,14,14,15,8,9
-0.08,-1.48,14,14,15,8,9
-0.06,-1.48,14,14,15,8,9
-0.04,-1.48,14,14,15,8,20
-0.02,-1.48,14,14,15,8,20
0.0,-1.48,14,14,15,20,8
0.02,-1.48,14,14,15,20,8
0.04,-1.48,14,14,15,20,21
0.06,-1.48,14,14,15,20,21
0.08,-1.48,14,14,15,20,21
0.1,-1.48,14,14,15,20,21
0.12,-1.48,14,14,15,20,21
0.14,-1.48,14,14,15,20,21
0.16,-1.48,14,14,15,20,21
0.18,-1.48,14,14,20,15,21
0.2,-1.48,14,14,20,15,21
0.22,-1.48,14,14,20,15,21
0.24,-1.48,20,20,14,21,15
0.26,-1.48,20,20,14,21,15
0.28,-1.48,20,20,14,21,15
0.3,-1.48,20,20,14,21,15
0.32,-1.48,20,20,21,14,15
0.34,-1.48,20,20,21,14,15
0.36,-1.48,20,20,21,14,15
0.38,-1.48,20,20,21,14,26
0.4,-1.48,20,20,21,14,26
0.42,-1.48,20,20,21,26,14
0.44,-1.48,20,20,21,26,14
0.46,-1.48,20,20,21,26,27
0.48,-1.48,20,20,21,26,27
0.5,-1.48,20,20,21,26,27
0.52,-1.48,20,20,21,26,27
0.54,-1.48,20,20,21,26,27
0.56,-1.48,20,20,26,21,27
0.58,-1.48,20,20,26,21,27
0.6,-1.48,20,20,26,21,27
0.62,-1.48,20,20,26,21,27
0.64,-1.48,20,20,26,21,27
0.66,-1.48,20,20,26,27,21
0.68,-1.48,20,20,26,27,21
0.7,-1.48,20,20,26,27,21
0.72,-1.48,26,26,20,27,21
0.74,-1.48,26,26,20,27,21
0.76,-1.48,26,26,27,20,21
0.78,-1.48,26,26,27,20,21
0.8,-1.48,26,26,27,20,21
0.82,-1.48,26,26,27,20,21
0.84,-1.48,26,26,27,20,21
0.86,-1.48,26,26,27,20,21
0.88,-1.48,26,26,27,20,21
0.9,-1.48,26,26,27,20,21
0.92,-1.48,26,26,27,20,21
0.94,-1.48,26,26,27,20,21
-1.2,-1.46,2,2,3,1,8
-1.18,-1.46,2,2,3,1,8
-1.16,-1.46,2,2,3,8,1
-1.14,-1.46,2,2,3,8,1
-1.12,-1.46,2,2,3,8,1
-1.1,-1.46,2,2,3,8,9
-1.08,-1.46,2,2,3,8,9
-1.06,-1.46,2,2,3,8,9
-1.04,-1.46,2,2,3,8,9
-1.02,-1.46,2,2,3,8,9
-1.0,-1.46,2,2,3,8,9
-0.98,-1.46,2,2,3,8,9
-0.96,-1.46,2,2,3,8,9
-0.94,-1.46,2,2,3,8,9
-0.92,-1.46,2,2,3,8,9
-0.9,-1.46,2,2,3,8,9
-0.88,-1.46,2,2,3,8,9
-0.86,-1.46,2,2,3,8,9
-0.84,-1.46,2,2,3,8,9
-0.82,-1.46,2,2,3,8,9
-0.8,-1.46,2,2,3,8,9
-0.78,-1.46,2,2,3,8,9
-0.76,-1.46,2,2,8,3,9
-0.74,-1.46,2,2,8,3,9
-0.72,-1.46,8,8,2,9,3
-0.7,-1.46,8,8,2,9,3
-0.68,-1.46,8,8,2,9,3
-0.66,-1.46,8,8,9,2,3
-0.64,-1.46,8,8,9,2,3
-0.62,-1.46,8,8,9,2,3
-0.6,-1.46,8,8,9,2,3
-0.58,-1.46,8,8,9,2,3
-0.56,-1.46,8,8,9,2,3
-0.54,-1.46,8,8,9,2,3
-0.52,-1.46,8,8,9,2,3
-0.5,-1.46,8,8,9,2,14
-0.48,-1.46,8,8,9,14,2
-0.46,-1.46,8,8,9,14,15
-0.44,-1.46,8,8,9,14,15
-0.42,-1.46,8,8,9,14,15
-0.4,-1.46,8,8,9,14,15
-0.38,-1.46,8,8,9,14,15
-0.36,-1.46,8,8,9,14,15
-0.34,-1.46,8,8,9,14,15
-0.32,-1.46,8,8,9,14,15
-0.3,-1.46,8,8,9,14,15
-0.28,-1.46,8,8,14,9,15
-0.26,-1.46,8,8,14,9,15
-0.24,-1.46,14,14,8,15,9
-0.22,-1.46,14,14,8,15,9
-0.2,-1.46,14,14,8,15,9
-0.18,-1.46,14,14,15,8,9
-0.16,-1.46,14,14,15,8,9
-0.14,-1.46,14,14,15,8,9
-0.12,-1.46,14,14,15,8,9
-0.1,-1.46,14,14,15,8,9
-0.08,-1.46,14,14,15,8,9
-0.06,-1.46,14,14,15,8,9
-0.04,-1.46,14,14,15,8,9
-0.02,-1.46,14,14,15,8,20
0.0,-1.46,14,14,15,20,8
0.02,-1.46,14,14,15,20,21
0.04,-1.46,14,14,15,20,21
0.06,-1.46,14,14,15,20,21
0.08,-1.46,14,14,15,20,21
0.1,-1.46,14,14,15,20,21
0.12,-1.46,14,14,15,20,21
0.14,-1.46,14,14,15,20,21
0.16,-1.46,14,14,15,20,21
0.18,-1.46,14,14,15,20,21
0.2,-1.46,14,14,20,15,21
0.22,-1.46,14,14,20,15,21
0.24,-1.46,20,20,14,21,15
0.26,-1.46,20,20,14,21,15
0.28,-1.46,20,20,14,21,15
0.3,-1.46,20,20,21,14,15
0.32,-1.46,20,20,21,14,15
0.34,-1.46,20,20,21,14,15
0.36,-1.46,20,20,21,14,15
0.38,-1.46,20,20,21,14,15
0.4,-1.46,20,20,21,14,26
0.42,-1.46,20,20,21,26,14
0.44,-1.46,20,20,21,26,27
0.46,-1.46,20,20,21,26,27
0.48,-1.46,20,20,21,26,27
0.5,-1.46,20,20,21,26,27
0.52,-1.46,20,20,21,26,27
0.54,-1.46,20,20,21,26,27
0.56,-1.46,20,20,21,26,27
0.58,-1.46,20,20,21,26,27
0.6,-1.46,20,20,26,21,27
0.62,-1.46,20,20,26,21,27
0.64,-1.46,20,20,26,21,27
0.66,-1.46,20,20,26,27,21
0.68,-1.46,20,20,26,27,21
0.7,-1.46,20,20,26,27,21
0.72,-1.46,26,26,27,20,21
0.74,-1.46,26,26,27,20,21
0.76,-1.46,26,26,27,20,21
0.78,-1.46,26,26,27,20,21
0.8,-1.46,26,26,27,20,21
0.82,-1.46,26,26,27,20,21
0.84,-1.46,26,26,27,20,21
0.86,-1.46,26,26,27,20,21
0.88,-1.46,26,26,27,20,21
0.9,-1.46,26,26,27,20,21
0.92,-1.46,26,26,27,20,21
0.94,-1.46,26,26,27,20,21
-1.2,-1.44,2,2,3,1,8
-1.18,-1.44,2,2,3,8,1
-1.16,-1.44,2,2,3,8,1
-1.14,-1.44,2,2,3,8,9
-1.12,-1.44,2,2,3,8,9
-1.1,-1.44,2,2,3,8,9
-1.08,-1.44,2,2,3,8,9
-1.06,-1.44,2,2,3,8,9
-1.04,-1.44,2,2,3,8,9
-1.02,-1.44,2,2,3,8,9
-1.0,-1.44,2,2,3,8,9
-0.98,-1.44,2,2,3,8,9
-0.96,-1.44,2,2,3,8,9
-0.94,-1.44,2,2,3,8,9
-0.92,-1.44,2,2,3,8,9
-0.9,-1.44,2,2,3,8,9
-0.88,-1.44,2,2,3,8,9
-0.86,-1.44,2,2,3,8,9
-0.84,-1.44,2,2,3,8,9
-0.82,-1.44,2,2,3,8,9
-0.8,-1.44,2,2,3,8,9
-0.78,-1.44,2,2,3,8,9
-0.76,-1.44,2,2,3,8,9
-0.74,-1.44,2,2,8,3,9
-0.72,-1.44,8,8,2,9,3
-0.7,-1.44,8,8,2,9,3
-0.68,-1.44,8,8,9,2,3
-0.66,-1.44,8,8,9,2,3
-0.64,-1.44,8,8,9,2,3
-0.62,-1.44,8,8,9,2,3
-0.6,-1.44,8,8,9,2,3
-0.58,-1.44,8,8,9,2,3
-0.56,-1.44,8,8,9,2,3
-0.54,-1.44,8,8,9,2,3
-0.52,-1.44,8,8,9,2,3
-0.5,-1.44,8,8,9,2,14
-0.48,-1.44,8,8,9,14,2
-0.46,-1.44,8,8,9,14,15
-0.44,-1.44,8,8,9,14,15
-0.42,-1.44,8,8,9,14,15
-0.4,-1.44,8,8,9,14,15
-0.38,-1.44,8,8,9,14,15
-0.36,-1.44,8,8,9,14,15
-0.34,-1.44,8,8,9,14,15
-0.32,-1.44,8,8,9,14,15
-0.3,-1.44,8,8,9,14,15
-0.28,-1.44,8,8,9,14,15
-0.26,-1.44,8,8,14,9,15
-0.24,-1.44,14,14,8,15,9
-0.22,-1.44,14,14,8,15,9
-0.2,-1.44,14,14,15,8,9
-0.18,-1.44,14,14,15,8,9
-0.16,-1.44,14,14,15,8,9
-0.14,-1.44,14,14,15,8,9
-0.12,-1.44,14,14,15,8,9
-0.1,-1.44,14,14,15,8,9
-0.08,-1.44,14,14,15,8,9
-0.06,-1.44,14,14,15,8,9
-0.04,-1.44,14,14,15,8,9
-0.02,-1.44,14,14,15,8,20
0.0,-1.44,14,14,15,20,8
0.02,-1.44,14,14,15,20,21
0.04,-1.44,14,14,15,20,21
0.06,-1.44,14,14,15,20,21
0.08,-1.44,14,14,15,20,21
0.1,-1.44,14,14,15,20,21
0.12,-1.44,14,14,15,20,21
0.14,-1.44,14,14,15,20,21
0.16,-1.44,14,14,15,20,21
0.18,-1.44,14,14,15,20,21
0.2,-1.44,14,14,15,20,21
0.22,-1.44,14,14,20,15,21
0.24,-1.44,20,20,14,21,15
0.26,-1.44,20,20,14,21,15
0.28,-1.44,20,20,21,14,15
0.3,-1.44,20,20,21,14,15
0.32,-1.44,20,20,21,14,15
0.34,-1.44,20,20,21,14,15
0.36,-1.44,20,20,21,14,15
0.38,-1.44,20,20,21,14,15
0.4,-1.44,20,20,21,14,26
0.42,-1.44,20,20,21,26,14
0.44,-1.44,20,20,21,26,27
0.46,-1.44,20,20,21,26,27
0.48,-1.44,20,20,21,26,27
0.5,-1.44,20,20,21,26,27
0.52,-1.44,20,20,21,26,27
0.54,-1.44,20,20,21,26,27
0.56,-1.44,20,20,21,26,27
0.58,-1.44,20,20,21,26,27
0.6,-1.44,20,20,21,26,27
0.62,-1.44,20,20,26,21,27
0.64,-1.44,20,20,26,21,27
0.66,-1.44,20,20,26,27,21
0.68,-1.44,20,20,26,27,21
0.7,-1.44,20,20,26,27,21
0.72,-1.44,26,26,27,20,21
0.74,-1.44,26,26,27,20,21
0.76,-1.44,26,26,27,20,21
0.78,-1.44,26,26,27,20,21
0.8,-1.44,26,26,27,20,21
0.82,-1.44,26,26,27,20,21
0.84,-1.44,26,26,27,20,21
0.86,-1.44,26,26,27,20,21
0.88,-1.44,26,26,27,20,21
0.9,-1.44,26,26,27,20,21
0.92,-1.44,26,26,27,20,21
0.94,-1.44,26,26,27,20,21
-1.2,-1.42,2,2,3,8,1
-1.18,-1.42,2,2,3,8,9
-1.16,-1.42,2,2,3,8,9
-1.14,-1.42,2,2,3,8,9
-1.12,-1.42,2,2,3,8,9
-1.1,-1.42,2,2,3,8,9
-1.08,-1.42,2,2,3,8,9
-1.06,-1.42,2,2,3,8,9
-1.04,-1.42,2,2,3,8,9
-1.02,-1.42,2,2,3,8,9
-1.0,-1.42,2,2,3,8,9
-0.98,-1.42,2,2,3,8,9
-0.96,-1.42,2,2,3,8,9
-0.94,-1.42,2,2,3,8,9
-0.92,-1.42,2,2,3,8,9
-0.9,-1.42,2,2,3,8,9
-0.88,-1.42,2,2,3,8,9
-0.86,-1.42,2,2,3,8,9
-0.84,-1.42,2,2,3,8,9
-0.82,-1.42,2,2,3,8,9
-0.8,-1.42,2,2,3,8,9
-0.78,-1.42,2,2,3,8,9
-0.76,-1.42,2,2,3,8,9
-0.74,-1.42,2,2,3,8,9
-0.72,-1.42,8,8,2,9,3
-0.7,-1.42,8,8,9,2,3
-0.68,-1.42,8,8,9,2,3
-0.66,-1.42,8,8,9,2,3
-0.64,-1.42,8,8,9,2,3
-0.62,-1.42,8,8,9,2,3
-0.6,-1.42,8,8,9,2,3
-0.58,-1.42,8,8,9,2,3
-0.56,-1.42,8,8,9,2,3
-0.54,-1.42,8,8,9,2,3
-0.52,-1.42,8,8,9,2,3
-0.5,-1.42,8,8,9,2,3
-0.48,-1.42,8,8,9,14,15
-0.46,-1.42,8,8,9,14,15
-0.44,-1.42,8,8,9,14,15
-0.42,-1.42,8,8,9,14,15
-0.4,-1.42,8,8,9,14,15
-0.38,-1.42,8,8,9,14,15
-0.36,-1.42,8,8,9,14,15
-0.34,-1.42,8,8,9,14,15
-0.32,-1.42,8,8,9,14,15
-0.3,-1.42,8,8,9,14,15
-0.28,-1.42,8,8,9,14,15
-0.26,-1.42,8,8,9,14,15
-0.24,-1.42,14,14,8,15,9
-0.22,-1.42,14,14,15,8,9
-0.2,-1.42,14,14,15,8,9
-0.18,-1.42,14,14,15,8,9
-0.16,-1.42,14,14,15,8,9
-0.14,-1.42,14,14,15,8,9
-0.12,-1.42,14,14,15,8,9
-0.1,-1.42,14,14,15,8,9
-0.08,-1.42,14,14,15,8,9
-0.06,-1.42,14,14,15,8,9
-0.04,-1.42,14,14,15,8,9
-0.02,-1.42,14,14,15,8,9
0.0,-1.42,14,14,15,20,21
0.02,-1.42,14,14,15,20,21
0.04,-1.42,14,14,15,20,21
0.06,-1.42,14,14,15,20,21
0.08,-1.42,14,14,15,20,21
0.1,-1.42,14,14,15,20,21
0.12,-1.42,14,14,15,20,21
0.14,-1.42,14,14,15,20,21
0.16,-1.42,14,14,15,20,21
0.18,-1.42,14,14,15,20,21
0.2,-1.42,14,14,15,20,21
0.22,-1.42,14,14,15,20,21
0.24,-1.42,20,20,14,21,15
0.26,-1.42,20,20,21,14,15
0.28,-1.42,20,20,21,14,15
0.3,-1.42,20,20,21,14,15
0.32,-1.42,20,20,21,14,15
0.34,-1.42,20,20,21,14,15
0.36,-1.42,20,20,21,14,15
0.38,-1.42,20,20,21,14,15
0.4,-1.42,20,20,21,14,15
0.42,-1.42,20,20,21,26,27
0.44,-1.42,20,20,21,26,27
0.46,-1.42,20,20,21,26,27
0.48,-1.42,20,20,21,26,27
0.5,-1.42,20,20,21,26,27
0.52,-1.42,20,20,21,26,27
0.54,-1.42,20,20,21,26,27
0.56,-1.42,20,20,21,26,27
0.58,-1.42,20,20,21,26,27
0.6,-1.42,20,20,21,26,27
0.62,-1.42,20,20,21,26,27
0.64,-1.42,20,20,26,21,27
0.66,-1.42,20,20,26,27,21
0.68,-1.42,20,20,26,27,21
0.7,-1.42,20,20,26,27,21
0.72,-1.42,26,26,27,20,21
0.74,-1.42,26,26,27,20,21
0.76,-1.42,26,26,27,20,21
0.78,-1.42,26,26,27,20,21
0.8,-1.42,26,26,27,20,21
0.82,-1.42,26,26,27,20,21
0.84,-1.42,26,26,27,20,21
0.86,-1.42,26,26,27,20,21
0.88,-1.42,26,26,27,20,21
0.9,-1.42,26,26,27,20,21
0.92,-1.42,26,26,27,20,21
0.94,-1.42,26,26,27,20,21
-1.2,-1.4,3,3,2,9,4
-1.18,-1.4,3,3,2,9,8
-1.16,-1.4,3,3,2,9,8
-1.14,-1.4,3,3,2,9,8
-1.12,-1.4,3,3,2,9,8
-1.1,-1.4,3,3,2,9,8
-1.08,-1.4,3,3,2,9,8
-1.06,-1.4,3,3,2,9,8
-1.04,-1.4,3,3,2,9,8
-1.02,-1.4,3,3,2,9,8
-1.0,-1.4,3,3,2,9,8
-0.98,-1.4,3,3,2,9,8
-0.96,-1.4,3,3,2,9,8
-0.94,-1.4,3,3,2,9,8
-0.92,-1.4,3,3,2,9,8
-0.9,-1.4,3,3,2,9,8
-0.88,-1.4,3,3,2,9,8
-0.86,-1.4,3,3,2,9,8
-0.84,-1.4,3,3,2,9,8
-0.82,-1.4,3,3,2,9,8
-0.8,-1.4,3,3,2,9,8
-0.78,-1.4,3,3,2,9,8
-0.76,-1.4,3,3,2,9,8
-0.74,-1.4,3,3,2,9,8
-0.72,-1.4,9,9,3,8,2
-0.7,-1.4,9,9,8,3,2
-0.68,-1.4,9,9,8,3,2
-0.66,-1.4,9,9,8,3,2
-0.64,-1.4,9,9,8,3,2
-0.62,-1.4,9,9,8,3,2
-0.6,-1.4,9,9,8,3,2
-0.58,-1.4,9,9,8,3,2
-0.56,-1.4,9,9,8,3,2
-0.54,-1.4,9,9,8,3,2
-0.52,-1.4,9,9,8,3,2
-0.5,-1.4,9,9,8,3,2
-0.48,-1.4,9,9,8,15,14
-0.46,-1.4,9,9,8,15,14
-0.44,-1.4,9,9,8,15,14
-0.42,-1.4,9,9,8,15,14
-0.4,-1.4,9,9,8,15,14
-0.38,-1.4,9,9,8,15,14
-0.36,-1.4,9,9,8,15,14
-0.34,-1.4,9,9,8,15,14
-0.32,-1.4,9,9,8,15,14
-0.3,-1.4,9,9,8,15,14
-0.28,-1.4,9,9,8,15,14
-0.26,-1.4,9,9,8,15,14
-0.24,-1.4,15,15,9,14,8
-0.22,-1.4,15,15,14,9,8
-0.2,-1.4,15,15,14,9,8
-0.18,-1.4,15,15,14,9,8
-0.16,-1.4,15,15,14,9,8
-0.14,-1.4,15,15,14,9,8
-0.12,-1.4,15,15,14,9,8
-0.1,-1.4,15,15,14,9,8
-0.08,-1.4,15,15,14,9,8
-0.06,-1.4,15,15,14,9,8
-0.04,-1.4,15,15,14,9,8
-0.02,-1.4,15,15,14,9,8
0.0,-1.4,15,15,14,21,20
0.02,-1.4,15,15,14,21,20
0.04,-1.4,15,15,14,21,20
0.06,-1.4,15,15,14,21,20
0.08,-1.4,15,15,14,21,20
