month,year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
6,1999,0.5496801710147899,0.26089297908076897,0.1430932107767988,0.09804750384421086,0.06867887190341647,0.04384350648416554,0.025415504187106218,0.01283787401335391,0.012667574735133443,0.017532948589718607,0.028099323342376567,0.024494780901810245,0.012037324461700508,0.011779529894547653,0.010402985102396544,0.00570607268826239,-0.0018951838129202475,-0.004654502879978441,-0.008668626188476343
6,2000,0.5235422099184714,0.24998237519815592,0.1537221788674948,0.11253475901287528,0.0911690175622274,0.07465758750094624,0.059202196248207904,0.051160950565467614,0.03879330656223951,0.03493231071645141,0.03169779038448797,0.02769083743300217,0.02078398727063052,0.010726636460984037,0.0036775735553078374,-0.005448330799664017,-0.011178967016479831,-0.01584257720408791,-0.014480844453235381
6,2001,0.4989648468465334,0.21874525364724148,0.14815047192557262,0.11643201923138322,0.10098801339509383,0.08822261077573526,0.0648349986352649,0.05148798658294085,0.04444635592046457,0.03426694591215993,0.030356533241825367,0.029165303782115164,0.024675043481650383,0.01415240387408119,0.00841378442833997,0.0021522974789695485,-0.0018360135219625125,0.0012338421511595915,-0.0037451155583432772
6,2002,0.5231509454475213,0.23342626953346707,0.12549977300265908,0.07615621043064605,0.05065182682217046,0.03340878179039311,0.0293419866252021,0.02156350525492956,0.009598939692855085,0.00041483173949541575,-0.004371810736350861,-0.013027990711687424,-0.019843743321271787,-0.022862908672938193,-0.010850854051259502,-0.005390085928082917,-0.007438105034283833,-0.007771670203605783,-0.008108774789000186
6,2003,0.4763104854652312,0.20563463820686606,0.10367206483576012,0.05729723456495668,0.036527312067243314,0.02930830429422489,0.02573873823735613,0.01242906398667889,0.009967658934828283,0.01370942840003819,0.006486002118137992,-0.0021357451301739763,-0.004311258994804877,-0.005748915392416129,-0.0018504856085037604,-0.004224041226913586,-0.01133662483407027,-0.00856634978292106,-0.0022582851982372388
6,2004,0.5095849879249031,0.23048778871567216,0.1579054050061583,0.13563219449695565,0.11126054981216765,0.09354043700738479,0.07524984210899373,0.058973902025472924,0.059381224874010624,0.054222940847340445,0.04327774310690548,0.03195899183401329,0.025461827133593927,0.011050656060311075,-0.0033138260878059675,-0.011758677629884143,-0.021314462574301044,-0.02453820165551749,-0.029217014375911045
6,2005,0.5086325052053007,0.23968326485402192,0.1510194629153045,0.10273485823551394,0.07183154001454117,0.06310011150377233,0.04951389680578517,0.03059105857686144,0.02261170461777823,0.016911091166924914,0.022045198035013737,0.025302280457302415,0.022781177079772254,0.016468441776000164,0.011460982678763774,0.005403684005595354,-0.0017143060190737726,-0.007897508173069674,-0.01566567866839849
6,2006,0.49612199505963417,0.21488640501467263,0.13655693585316708,0.10206446518969049,0.07859627253371938,0.056282954799930764,0.03158815310402237,0.027408875861768937,0.03209281014283675,0.03550404732594664,0.02889353115098308,0.0213694339237821,0.01184403969266312,0.008648200725997817,0.0013292198222803313,-0.003351024297605532,-0.0034471591421690265,-0.01259294118940213,-0.011570224402067338
6,2007,0.4441755900065998,0.1885154417029378,0.09630931375791942,0.05412073504204505,0.04025852042673834,0.03237767367489598,0.026152522338551146,0.017407171908949214,0.007265492294402392,0.003693609382819508,0.003668736661610756,0.0050365625901953445,0.008708738154238312,0.004794160945358208,-0.0038335501655653885,-0.007804701320503975,-0.009439348593596865,-0.011118631254215559,-0.01667877761260087
6,2008,0.49279724458411817,0.2565466511297546,0.18750162707472276,0.15621518126268913,0.13311042364733522,0.11248932605109553,0.09401067896047112,0.07893744201680386,0.058662747530263834,0.046603863378433495,0.04502078158486272,0.04414622969097179,0.044408329587527044,0.045237523507990214,0.0404023078120824,0.03847836393278667,0.04380459054413687,0.047328669818532225,0.04724574568285596
6,2009,0.5254531400749652,0.3008306363535414,0.22883334342712822,0.1954754654649436,0.16375316408567647,0.14035142513902368,0.12924671877699034,0.11417263174126646,0.09982857584127146,0.08773114376671433,0.07388325472302928,0.0594628805196997,0.04092468702686765,0.01970302108563772,0.004228571988523046,-0.010229729262471518,-0.023221092793302492,-0.037007670371912375,-0.03999611122531404
7,1999,0.5406168272055434,0.28023294193792314,0.17463294683758207,0.1198092293373287,0.09143324369408293,0.07295233022381374,0.059573029968520076,0.05426569326002843,0.054879801048870344,0.05500776278884315,0.060106842786891275,0.07347918445440899,0.07262826141326308,0.06762101055572359,0.06488278466866111,0.057565871305700775,0.05141956104980397,0.038321939674559005,0.027830813815895108
7,2000,0.5770122932886166,0.2868566850381573,0.16066853135575382,0.09722847792214656,0.0672992343705338,0.049330518356181116,0.04521243289656737,0.045712141073505505,0.03851909504262002,0.03275708550866604,0.031831916897145,0.037365573717113874,0.0387361158438123,0.03615934004312286,0.030887841586967103,0.02376060653526877,0.02267114786870934,0.02215254518083891,0.01521387272834535
